CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,12/31/2023,,0.82,3/1/2023,0.82,1/25/2023,0.82,12/17/2022,0.8,11/10/2022,0.84,10/23/2022,0.84,9/17/2022,0.84,8/14/2022,0.89,7/26/2022,0.88,6/21/2022,0.85,5/15/2022,,4/10/2022,0.9,3/7/2022,0.79,1/28/2022,0.79,12/22/2021,0.79,11/21/2021,0.86,10/17/2021,0.86,9/16/2021,0.76,8/14/2021,0.75,7/19/2021,0.76,6/21/2021,0.76,5/16/2021,0.74,5/11/2021,0.72,4/4/2021,0.92,3/2/2021,1.16,1/7/2021,1.23,12/7/2020,1.122352941,11/6/2020,1.122352941,10/3/2020,1.122352941,9/30/2020,1.197241379,,1.22230198
,,9/30/2023,,0.71,,0.72,,0.72,,0.72,,0.76,,0.76,,0.76,,0.78,,0.79,,0.71,,,,0.71,,0.66,,0.66,,0.66,,0.72,,0.72,,0.68,,0.71,,0.7,,0.7,,0.71,,0.7,,0.85,,1.11,,1.14,,0.931764706,,0.931764706,,0.931764706,,1.015517241,,1.016782178
,,6/30/2023,,0.6,,0.63,,0.63,,0.69,,0.72,,0.72,,0.72,,0.73,,0.76,,0.4,,,,0.46,,0.48,,0.48,,0.48,,0.55,,0.55,,0.61,,0.62,,0.62,,0.62,,0.63,,0.75,,0.97,,0.99,,0.465882353,,0.465882353,,0.465882353,,0.940689655,,0.930247525,,
,,3/30/2023,,0.52,,0.56,,0.56,,0.64,,0.68,,0.68,,0.68,,0.71,,0.78,,0.33,,,,0.42,,0.5,,0.5,,0.5,,0.6,,0.6,,0.57,,0.74,,0.96,,1.01,,0.815294118,,0.815294118,,0.815294118,,1.101034483,,1.233118812,,,,,,,,,,
,2/27/2023,12/31/2022,-0.09,0.75,,0.7,,0.7,,0.77,,0.83,,0.84,,0.82,,0.84,,0.84,,0.85,,0.9,,0.9,3/7/2022,0.79,1/28/2022,0.79,12/22/2021,0.79,11/21/2021,0.86,10/17/2021,0.86,9/16/2021,0.76,8/14/2021,0.75,7/19/2021,0.76,6/21/2021,0.76,5/16/2021,0.74,5/11/2021,0.72,4/4/2021,0.92,3/2/2021,1.16,1/7/2021,1.23,12/7/2020,1.122352941,11/6/2020,1.122352941,10/3/2020,1.122352941,9/30/2020,1.197241379,,1.22230198
,11/8/2022,9/30/2022,-0.37,0.56,,0.69,,0.7,,0.7,,0.7,,0.7,,0.71,,0.71,,0.71,,0.66,,0.66,,0.66,,0.72,,0.72,,0.68,,0.71,,0.7,,0.7,,0.71,,0.7,,0.85,,1.11,,1.14,,0.931764706,,0.931764706,,0.931764706,,1.015517241,,1.016782178,,,,,,
,8/9/2022,6/30/2022,-0.48,0.43,,0.43,,0.43,,0.4,,0.46,,0.46,,0.48,,0.48,,0.48,,0.55,,0.55,,0.61,,0.62,,0.62,,0.62,,0.63,,0.75,,0.97,,0.99,,0.465882353,,0.465882353,,0.465882353,,0.940689655,,0.930247525,,,,,,,,,,,,,,
,5/11/2022,3/30/2022,-0.02,0.33,,0.42,,0.42,,0.5,,0.5,,0.5,,0.6,,0.6,,0.57,,0.74,,0.96,,1.01,,0.815294118,,0.815294118,,0.815294118,,1.101034483,,1.233118812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/1/2022,12/31/2021,0.24,0.6,,0.57,,0.57,,0.57,,0.81,,0.81,,0.76,,0.75,7/19/2021,0.76,6/21/2021,0.76,5/16/2021,0.74,5/11/2021,0.72,4/4/2021,0.92,3/2/2021,1.16,1/7/2021,1.23,12/7/2020,1.122352941,11/6/2020,1.122352941,10/3/2020,1.122352941,9/30/2020,1.197241379,,1.22230198,,,,,,,,,,,,,,,,,,,,,,
,11/10/2021,9/30/2021,-0.44,0.45,,0.67,,0.67,,0.68,,0.71,,0.7,,0.7,,0.71,,0.7,,0.85,,1.11,,1.14,,0.931764706,,0.931764706,,0.931764706,,1.015517241,,1.016782178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
