CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,12/31/2023,,1.06,9/15/2022,1.06,8/13/2022,1.03,7/11/2022,1.03,6/10/2022,1.07,5/8/2022,1.07,5/4/2022,,3/27/2022,0.93,2/25/2022,0.92,1/17/2022,0.94,12/10/2021,0.99,11/4/2021,1.01,10/18/2021,1.01,9/16/2021,1.01,8/14/2021,0.94,7/17/2021,0.94,6/17/2021,0.94,5/22/2021,0.94,5/4/2021,0.94,4/12/2021,0.8,3/13/2021,0.81,2/11/2021,0.8,12/30/2020,0.8,11/29/2020,0.7,10/28/2020,0.7,9/27/2020,0.7,9/1/2020,0.67,7/31/2020,0.67,6/8/2020,0.78,5/1/2020,0.81,4/30/2020,0.81,,1.064147287
,,9/30/2023,,1.01,,1.01,,0.96,,0.96,,1.01,,1.01,,,,0.86,,0.85,,0.89,,0.94,,0.97,,0.97,,0.97,,0.84,,0.84,,0.84,,0.84,,0.84,,0.72,,0.78,,0.74,,0.74,,0.68,,0.68,,0.68,,0.61,,0.58,,0.71,,0.72,,0.72,,0.963992248
,,6/30/2023,,0.84,,0.84,,0.84,,0.84,,0.92,,0.92,,,,0.79,,0.8,,0.84,,0.9,,0.88,,0.88,,0.88,,0.72,,0.72,,0.72,,0.72,,0.72,,0.66,,0.68,,0.7,,0.69,,0.62,,0.62,,0.62,,0.49,,0.43,,0.59,,0.6,,0.6,,0.738643411
,,3/30/2023,,0.71,,0.71,,0.72,,0.72,,0.79,,0.79,,,,0.71,,0.75,,0.79,,0.86,,0.82,,0.82,,0.82,,0.7,,0.7,,0.7,,0.7,,0.7,,0.59,,0.59,,0.63,,0.62,,0.6,,0.6,,0.6,,0.69,,0.67,,0.56,,0.45,,0.45,,0.463217054
,,12/31/2022,,0.93,,1.1,,1.12,,1.12,,1.12,,1.12,,0.98,,0.93,2/25/2022,0.92,1/17/2022,0.94,12/10/2021,0.99,11/4/2021,1.01,10/18/2021,1.01,9/16/2021,1.01,8/14/2021,0.94,7/17/2021,0.94,6/17/2021,0.94,5/22/2021,0.94,5/4/2021,0.94,4/12/2021,0.8,3/13/2021,0.81,2/11/2021,0.8,12/30/2020,0.8,11/29/2020,0.7,10/28/2020,0.7,9/27/2020,0.7,9/1/2020,0.67,7/31/2020,0.67,6/8/2020,0.78,5/1/2020,0.81,4/30/2020,0.81,,1.064147287
,,9/30/2022,,0.85,,1.01,,1.04,,1.04,,1.04,,1.04,,0.91,,0.86,,0.85,,0.89,,0.94,,0.97,,0.97,,0.97,,0.84,,0.84,,0.84,,0.84,,0.84,,0.72,,0.78,,0.74,,0.74,,0.68,,0.68,,0.68,,0.61,,0.58,,0.71,,0.72,,0.72,,0.963992248
,8/4/2022,6/30/2022,0.34,0.76,,0.85,,0.85,,0.85,,0.85,,0.73,,0.79,,0.8,,0.84,,0.9,,0.88,,0.88,,0.88,,0.72,,0.72,,0.72,,0.72,,0.72,,0.66,,0.68,,0.7,,0.69,,0.62,,0.62,,0.62,,0.49,,0.43,,0.59,,0.6,,0.6,,0.738643411,,
,5/3/2022,3/31/2022,0.66,0.66,,0.53,,0.57,,0.71,,0.75,,0.79,,0.86,,0.82,,0.82,,0.82,,0.7,,0.7,,0.7,,0.7,,0.7,,0.59,,0.59,,0.63,,0.62,,0.6,,0.6,,0.6,,0.69,,0.67,,0.56,,0.45,,0.45,,0.463217054,,,,,,,,
,2/23/2022,12/31/2021,9.05,0.79,,0.79,,0.8,,0.8,,0.81,,0.81,,0.82,,0.82,,0.82,,0.8,,0.8,4/12/2021,0.8,4/12/2021,0.8,3/13/2021,0.81,2/11/2021,0.8,12/30/2020,0.8,11/29/2020,0.7,10/28/2020,0.7,9/27/2020,0.7,9/1/2020,0.67,7/31/2020,0.67,6/8/2020,0.78,5/1/2020,0.81,4/30/2020,0.81,,1.064147287,,,,,,,,,,,,,,
,11/2/2021,9/30/2021,0.78,0.83,,0.77,,0.77,,0.76,,0.76,,0.76,,0.72,,0.72,,0.72,,0.72,,0.78,,0.74,,0.74,,0.68,,0.68,,0.68,,0.61,,0.58,,0.71,,0.72,,0.72,,0.963992248,,,,,,,,,,,,,,,,,,,,
,8/12/2021,6/30/2021,0.69,0.74,,0.65,,0.65,,0.64,,0.64,,0.66,,0.66,,0.68,,0.7,,0.69,,0.62,,0.62,,0.62,,0.49,,0.43,,0.59,,0.6,,0.6,,0.738643411,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2021,3/31/2021,0.55,0.58,,0.59,,0.59,,0.59,,0.63,,0.62,,0.6,,0.6,,0.6,,0.69,,0.67,,0.56,,0.45,,0.45,,0.463217054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11/2021,12/31/2020,0.8,0.8,,0.79,,0.79,,0.57,,0.57,,0.57,,0.53,,0.53,,0.5,,0.62,,0.62,,0.85,,0.67,,0.73,,0.77,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28/2020,9/30/2020,0.54,0.54,,0.49,,0.49,,0.43,,0.42,,0.38,,0.47,,0.47,,0.77,,0.68,,0.74,,0.79,,0.81,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2020,6/30/2020,0.43,0.43,,0.27,,0.22,,0.31,,0.31,,0.59,,0.53,,0.64,,0.74,,0.73,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30/2020,3/27/2020,0.668916069,0.67,,0.33,,0.37,,0.33,,0.45,,0.63,,0.66,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/20/2020,12/31/2019,0.749429754,0.75,,0.64,,0.61,,0.64,,0.62,,0.65,,0.58,,0.53,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30/2019,9/30/2019,0.704002035,0.7,,0.62,,0.64,,0.63,,0.61,,0.63,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2019,6/28/2019,0.664653853,0.66,,0.57,,0.55,,0.66,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6/2019,3/29/2019,0.635644407,0.64,,0.44,,0.5,,0.55,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/28/2019,12/31/2018,0.057457526,0.17,,0.33,,0.34,,0.4,,0.39,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
