CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y,,12/31/2026,,1.91,11/28/2025,1.89,10/25/2025,1.87,9/29/2025,1.85,8/26/2025,1.8,7/21/2025,1.75,7/3/2025,,,,,,,,,
,,9/30/2026,,1.94,,1.94,,1.9,,1.88,,1.85,,1.77,,,,,,,,,,
,,6/30/2026,,1.78,,1.76,,1.73,,1.74,,1.72,,1.65,,,,,,,,,,
,,3/30/2026,,1.43,,1.42,,1.43,,1.43,,1.39,,1.32,,,,,,,,,,
,,12/31/2025,,1.78,12/29/2024,1.84,12/29/2024,1.86,12/29/2024,1.85,12/29/2024,1.83,12/29/2024,1.74,12/29/2024,,,,,,,,,
,10/25/2025,9/30/2025,2.18,2.18,,1.77,,1.77,,1.73,,1.63,,,,,,,,,,,,
,7/17/2025,6/30/2025,1.58,1.58,,1.27,,1.27,,1.36,,,,,,,,,,,,,,
,4/17/2025,3/30/2025,0.92,0.92,,1,,1.02,,1.1,,,,,,,,,,,,,,
,1/23/2025,12/31/2024,1.43,1.43,3/9/2024,1.1,3/9/2024,1.12,3/9/2024,1.11,3/9/2024,,,,,,,,,,,,,
,10/17/2024,9/30/2024,-1.41,-1.41,,0.95,,1.01,,1.07,,,,,,,,,,,,,,
,7/18/2024,6/30/2024,0.8,0.8,,0.87,,0.87,,0.89,,,,,,,,,,,,,,
,4/18/2024,3/30/2024,0.46,0.46,,0.57,,0.69,,0.75,,,,,,,,,,,,,,
,1/18/2024,12/31/2023,0.33,0.33,,0.77,,0.89,,0.94,,,,,,,,,,,,,,
,10/19/2023,9/30/2023,1.18,1.18,,1.05,,1.05,,1.07,,,,,,,,,,,,,,
,7/20/2023,6/30/2023,1.33,1.33,,1.05,,0.97,,0.97,,,,,,,,,,,,,,
,4/20/2023,3/30/2023,0.7,0.97,,0.88,,0.9,,0.91,,,,,,,,,,,,,,
,1/18/2023,12/31/2022,4.23,0.39,,0.94,,0.94,,0.99,,,,,,,,,,,,,,
,10/19/2022,9/30/2022,0.74,0.74,,1.04,,1.03,,1.04,,,,,,,,,,,,,,
,7/21/2022,6/30/2022,0.59,0.59,,0.71,,0.71,,0.75,,,,,,,,,,,,,,
,4/20/2022,3/31/2022,0.69,0.69,,0.75,,0.75,,0.76,,,,,,,,,,,,,,
,1/20/2022,12/31/2021,1.19,1.19,,0.92,,0.92,,0.97,,,,,,,,,,,,,,
,10/20/2021,9/30/2021,0.76,0.76,,1.1,,1.16,,1.16,,,,,,,,,,,,,,
,7/21/2021,6/30/2021,1.31,1.31,,1.24,,1.24,,1.07,,,,,,,,,,,,,,
,4/21/2021,3/31/2021,1.33,1.33,,1.11,,1.11,,0.91,,,,,,,,,,,,,,
,1/21/2021,12/31/2020,1.14,1.14,,1.11,,1.11,,0.76,3/26/2020,,,,,,,,,,,,,
,10/22/2020,9/30/2020,1.08,1.08,,0.55,,0.46,,0.45,,,,,,,,,,,,,,
,7/22/2020,6/30/2020,-0.73,-0.73,,0.26,,0.42,,1.16,,,,,,,,,,,,,,
,4/22/2020,3/31/2020,-0.38,-0.38,,1.19,,1.28,,1.25,,,,,,,,,,,,,,
