CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,,
Non-GAAP Diluted,,10/30/2026,,2.69,9/7/2025,2.27,7/14/2025,2.25,6/7/2025,2.13,5/20/2025,2.13,4/15/2025
,,7/30/2026,,2.45,,2.08,,2.06,,1.99,,2,
,,4/30/2026,,1.96,,1.92,,1.91,,1.89,,1.89,
,,1/30/2026,,1.9,,1.87,,1.86,,1.84,,1.84,
,,10/30/2025,,1.83,12/14/2024,1.8,12/14/2024,1.79,12/14/2024,1.78,12/14/2024,1.78,12/14/2024
,9/4/2025,7/30/2025,0.85,1.69,,1.65,,1.65,,1.65,,1.65,
,6/5/2025,4/30/2025,1.03,1.58,,1.56,,1.56,,1.54,,,
,3/6/2025,1/30/2025,1.14,1.6,,1.5,,1.5,,1.46,,,
,12/12/2024,10/30/2024,0.9,1.42,1/23/2024,1.38,1/23/2024,1.38,1/23/2024,1.37,1/23/2024,,
,9/5/2024,7/30/2024,-0.4,1.24,,1.2,,11.97,,11.83,,,
,6/12/2024,4/30/2024,4.42,10.96,,10.76,,10.76,,10.83,,,
,3/7/2024,1/30/2024,2.84,10.99,,10.3,,10.23,,11.07,,,
,12/7/2023,10/30/2023,8.25,11.06,,11,,10.96,,10.96,,,
,8/31/2023,7/30/2023,7.74,10.54,,10.42,,10.43,,10.41,,,
,6/1/2023,4/30/2023,8.15,10.32,,10.08,,10.13,,10.07,,,
,3/2/2023,1/30/2023,8.8,10.33,,10.19,,10.18,,10.17,,,
,12/8/2022,10/30/2022,7.83,10.45,,10.29,,10.29,,10.07,,,
,9/1/2022,7/31/2022,7.15,9.73,,9.56,,9.54,,8.84,,,
,5/26/2022,4/30/2022,5.93,9.07,,8.71,,8.7,,8.66,,,
,3/3/2022,1/31/2022,5.59,8.39,,8.08,,8.08,,8,,,
,12/9/2021,10/30/2021,4.45,7.81,,7.74,,7.74,,7.74,,,
,9/2/2021,7/31/2021,4.2,6.96,,6.88,,6.85,,6.59,,,
,6/3/2021,4/30/2021,3.3,6.62,,6.43,,6.43,,6.41,,,
,3/4/2021,1/31/2021,3.05,6.61,,6.55,,6.5,,6.35,,,
,12/10/2020,10/30/2020,2.93,6.35,,6.24,,6.24,2/21/2020,5.81,2/21/2020,,
,9/3/2020,7/31/2020,1.45,5.4,,5.23,,5.23,,5.23,,,
,6/4/2020,4/30/2020,1.17,5.14,,5.14,,5.14,,5.14,,,
,3/12/2020,1/31/2020,0.74,5.25,,5.33,,5.4,,6.27,,,
,12/12/2019,10/31/2019,1.97,5.39,,5.38,,6.53,,6.53,,,
,9/12/2019,7/31/2019,1.71,5.16,,5.68,,5.73,,5.76,,,
