CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2026,,-0.15,8/13/2025,-0.21,7/2/2025,-0.22,5/21/2025,,,,,,,,,,,,,,,
,,9/30/2026,,-0.52,,-0.57,,-0.51,,,,,,,,,,,,,,,,
,,6/30/2026,,-0.56,,-0.57,,-0.61,,,,,,,,,,,,,,,,
,,3/30/2026,,-0.49,,-0.56,,-0.6,,,,,,,,,,,,,,,,
,,12/31/2025,,-0.42,,0.44,,-0.44,,,,,,,,,,,,,,,,
,,9/30/2025,,-0.72,,-0.73,,-0.7,,,,,,,,,,,,,,,,
,8/5/2025,6/30/2025,-0.6,-0.6,,-0.78,,-0.75,,,,,,,,,,,,,,,,
,5/6/2025,3/30/2025,-0.86,-0.86,,,,,,,,,,,,,,,,,,,,
,2/25/2025,12/31/2024,-0.42,-0.42,,,,,,,,,,,,,,,,,,,,
,10/30/2024,9/30/2024,-0.95,-0.95,,,,,,,,,,,,,,,,,,,,
,7/30/2024,6/30/2024,-0.81,-0.81,,,,,,,,,,,,,,,,,,,,
,4/30/2024,3/30/2024,-0.67,-0.67,,,,,,,,,,,,,,,,,,,,
,2/27/2024,12/31/2023,-0.61,-0.61,,,,,,,,,,,,,,,,,,,,
,11/1/2023,9/30/2023,-0.88,-0.88,,,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,-0.97,-0.97,,,,,,,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,-0.95,-0.95,,,,,,,,,,,,,,,,,,,,
,2/22/2023,12/31/2022,-0.93,-0.93,,,,,,,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,-1.37,-1.37,,,,,,,,,,,,,,,,,,,,
,8/8/2022,6/30/2022,-1.1,-1.1,,,,,,,,,,,,,,,,,,,,
,5/9/2022,3/31/2022,-1.21,-1.21,,,,,,,,,,,,,,,,,,,,
,2/23/2022,12/31/2021,-1.14,-1.08,,,,,,,,,,,,,,,,,,,,
,11/8/2021,9/30/2021,-1.08,-1.08,,,,,,,,,,,,,,,,,,,,
,8/4/2021,6/30/2021,-0.9,-0.9,,,,,,,,,,,,,,,,,,,,
,5/11/2021,3/31/2021,-0.81,-0.81,,,,,,,,,,,,,,,,,,,,
,3/1/2021,12/31/2020,-0.6,-0.6,,,,,,,,,,,,,,,,,,,,
,11/12/2020,9/30/2020,-0.57,-0.57,,,,,,,,,,,,,,,,,,,,
,8/11/2020,6/30/2020,-1.77,-1.77,,,,,,,,,,,,,,,,,,,,
,,3/31/2020,-3.16,-3.16,,,,,,,,,,,,,,,,,,,,
,,12/31/2019,-2.9,-2.9,,,,,,,,,,,,,,,,,,,,
,,9/30/2019,-2.78,-2.78,,,,,,,,,,,,,,,,,,,,
,,6/28/2019,-2.09,-2.09,,,,,,,,,,,,,,,,,,,,
