CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
,,3/31/2008,0.84,,,nan,,,,,,,
,,12/31/2007,0.605,,,nan,,,,,,,
,,9/28/2007,0.12,,,nan,,,,,,,
,,6/29/2007,0.61,,,nan,,,,,,,
,,3/30/2007,0.455,,,nan,,,,,,,
,,12/29/2006,0.56,,,nan,,,,,,,
,,9/29/2006,0.575,,,nan,,,,,,,
,,6/30/2006,0.685,,,nan,,,,,,,
,,3/31/2006,0.635,,,nan,,,,,,,
,,12/30/2005,0.405,,,nan,,,,,,,
,,9/30/2005,0.75,,,nan,,,,,,,
,,6/30/2005,1.255,,,nan,,,,,,,
,,3/31/2005,1,,,nan,,,,,,,
,,12/31/2004,0.34,,,nan,,,,,,,
,,9/30/2004,0.245,,,nan,,,,,,,
,,6/30/2004,0.535,,,nan,,,,,,,
,,3/31/2004,-0.035,,,nan,,,,,,,
,,12/31/2003,0.065,,,nan,,,,,,,
,,9/30/2003,-2.175,,,nan,,,,,,,
,,6/30/2003,0.23,,,nan,,,,,,,
,,3/31/2003,0.115,,,nan,,,,,,,
,,12/31/2002,-0.08,,,nan,,,,,,,
,,9/30/2002,0.155,,,nan,,,,,,,
,,6/28/2002,0.29,,,nan,,,,,,,
,,3/28/2002,0.035,,,nan,,,,,,,
,,12/31/2001,-0.6,,,nan,,,,,,,
,,9/28/2001,0.18,,,nan,,,,,,,
,,6/29/2001,-0.96,,,nan,,,,,,,
,,3/30/2001,0.24,,,nan,,,,,,,
,,12/29/2000,0.34,,,nan,,,,,,,
,,9/29/2000,0.635,,,nan,,,,,,,
,,6/30/2000,0.56,,,nan,,,,,,,
,,3/31/2000,0.44,,,nan,,,,,,,
,,12/31/1999,-0.335,,,nan,,,,,,,
,,9/30/1999,0.21,,,nan,,,,,,,
,,6/30/1999,0.27,,,nan,,,,,,,
,,3/31/1999,0.155,,,nan,,,,,,,
,,12/31/1998,-0.01,,,nan,,,,,,,
,,9/30/1998,0.5,,,nan,,,,,,,
,,6/30/1998,0.605,,,nan,,,,,,,
,,3/31/1998,0.47,,,nan,,,,,,,
,,12/31/1997,0.175,,,nan,,,,,,,
,,9/30/1997,0.61,,,nan,,,,,,,
,,6/30/1997,0.57,,,nan,,,,,,,
,,3/31/1997,0.46,,,nan,,,,,,,
,,12/31/1996,0.385,,,nan,,,,,,,
,,9/30/1996,0.61,,,nan,,,,,,,
,,6/28/1996,0.705,,,nan,,,,,,,
,,3/29/1996,0.695,,,nan,,,,,,,
,,12/29/1995,0.75,,,nan,,,,,,,
,,9/29/1995,0.905,,,nan,,,,,,,
,,6/30/1995,0.95,,,nan,,,,,,,
