CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
N,,12/31/2026,,0.12,1/9/2026,0.12,11/10/2025,0.14,9/21/2025,0.14,8/17/2025,0.19,6/27/2025,0.19,5/14/2025,,,,,,,,,
,,9/30/2026,,0.11,,0.11,,0.11,,0.1,,0.09,,0.09,,,,,,,,,,
,,6/30/2026,,0.23,,0.23,,0.23,,0.22,,0.17,,0.17,,,,,,,,,,
,,3/30/2026,,0.04,,0.05,,0.05,,0.05,,0.05,,0.05,,,,,,,,,,
,,12/31/2025,,0.09,2/18/2025,0.09,2/18/2025,0.1,2/18/2025,0.12,2/18/2025,0.15,2/18/2025,0.15,2/18/2025,,,,,,,,,
,11/6/2025,9/30/2025,0.09,0.09,,0.08,,0.07,,0.07,,0.07,,,,,,,,,,,,
,8/7/2025,6/30/2025,0.25,0.25,,0.15,,0.15,,0.16,,,,,,,,,,,,,,
,5/8/2025,3/30/2025,0.03,0.04,,0.06,,0.1,,0.09,,,,,,,,,,,,,,
,2/26/2025,12/31/2024,0.15,0.14,4/14/2024,0.12,4/14/2024,0.08,4/14/2024,0.08,4/14/2024,,,,,,,,,,,,,
,11/7/2024,9/30/2024,0.07,0.07,,0.09,,0.12,,0.21,,,,,,,,,,,,,,
,8/8/2024,6/30/2024,0.16,0.12,,0.12,,0.15,,0.2,,,,,,,,,,,,,,
,5/9/2024,3/30/2024,0.11,0.11,,0.02,,0.05,,0.13,,,,,,,,,,,,,,
,3/7/2024,12/31/2023,0.22,0.22,4/17/2023,0.16,4/17/2023,0.16,4/17/2023,0.16,4/17/2023,,,,,,,,,,,,,
,11/2/2023,9/30/2023,0.14,0.14,,0.12,,0.15,,0.13,,,,,,,,,,,,,,
,8/9/2023,6/30/2023,0.29,0.29,,0.26,,0.28,,0.29,,,,,,,,,,,,,,
,5/4/2023,3/30/2023,0.24,0.25,,0.2,,0.19,,0.15,,,,,,,,,,,,,,
,3/9/2023,12/31/2022,0.34,0.34,,0.2,,,,,,,,,,,,,,,,,,
,11/10/2022,9/30/2022,0.27,0.27,,0.27,,,,,,,,,,,,,,,,,,
,8/11/2022,6/30/2022,0.26,0.28,,0.28,,,,,,,,,,,,,,,,,,
,5/11/2022,3/31/2022,0.12,0.12,,0.12,,,,,,,,,,,,,,,,,,
,3/30/2022,12/31/2021,0.07,0.14,,0.14,,,,,,,,,,,,,,,,,,
,12/9/2021,9/30/2021,0.13,0.13,,0.13,,,,,,,,,,,,,,,,,,
,,6/30/2021,-0.05,0.04,,0.04,,,,,,,,,,,,,,,,,,
,,3/31/2021,0.03,0.04,,0.04,,,,,,,,,,,,,,,,,,
,,12/31/2020,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,9/30/2020,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,6/30/2020,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,3/31/2020,-0.01,-0.01,,-0.01,,,,,,,,,,,,,,,,,,
,,12/31/2019,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,9/30/2019,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,6/28/2019,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,,3/29/2019,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
