CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
N,,12/31/2026,,1.99,11/27/2025,1.98,10/24/2025,1.94,9/28/2025,1.93,8/26/2025,1.9,7/21/2025,1.86,5/30/2025
,,9/30/2026,,2.37,,2.36,,2.27,,2.26,,2.26,,2.22,
,,6/30/2026,,2.26,,2.26,,2.24,,2.23,,2.22,,2.19,
,,3/30/2026,,2,,1.99,,1.96,,1.95,,2.03,,1.95,
,,12/31/2025,,1.81,1/3/2025,1.81,1/3/2025,1.83,1/3/2025,1.83,1/3/2025,1.79,1/3/2025,1.76,1/3/2025
,10/21/2025,9/30/2025,1.55,2.19,,2.06,,2.06,,2.03,,2.04,,,
,7/18/2025,6/30/2025,1.34,2.16,,2.01,,2.03,,2.06,,,,,
,4/22/2025,3/31/2025,2.04,1.88,,1.76,,1.74,,1.74,,,,,
,1/21/2025,12/31/2024,1.33,1.68,,1.67,,1.68,,1.68,,,,,
,10/22/2024,9/30/2024,2.48,1.98,,1.91,,1.9,,2.02,,,,,
,7/26/2024,6/28/2024,2.07,1.93,,1.76,,2.63,,2.69,,,,,
,4/30/2024,3/28/2024,1.67,1.71,,2.1,,2.61,,2.75,,,,,
,1/23/2024,12/29/2023,1.701476413,2.42,,2.31,,2.69,,2.79,,,,,
,10/24/2023,9/29/2023,-3.74346022,2.68,,2.34,,2.59,,2.64,,,,,
,7/25/2023,6/30/2023,-12.3506048,2.17,,1.72,,2.6,,2.68,,,,,
,4/25/2023,3/31/2023,1.76428055,1.97,,1.58,,2.14,,2.27,,,,,
,1/24/2023,12/30/2022,0.978477121,2.28,,2.36,,2.35,,2.48,,,,,
,10/25/2022,9/30/2022,6.770175439,2.69,,2.6,,2.27,,2.23,,,,,
,7/26/2022,6/30/2022,0.136196962,2.48,,2.42,,2.3,,2.25,,,,,
,4/26/2022,3/31/2022,2.259130435,2.65,,2.31,,2.16,,1.98,,,,,
,1/25/2022,12/31/2021,2.309018796,2.31,,2.01,,2.21,,2.12,,,,,
,10/26/2021,9/30/2021,2.445846836,2.45,,2.21,,1.77,,2.05,,,,,
,7/27/2021,6/30/2021,2.589194699,2.59,,2.28,,2.07,,2.21,,,,,
,4/27/2021,3/31/2021,2.769913014,2.77,,2.29,,2.45,,2.43,,,,,
,,12/31/2020,2.378424658,,,2.15,,2.51,,2.55,,,,,
,,9/30/2020,2.426167582,,,2.26,,2.09,,2.54,,,,,
,,6/30/2020,2.22107438,,,1.8,,2.51,,2.55,,,,,
,,3/31/2020,2.221840069,,,2.03,,2.29,,2.48,,,,,
,,12/31/2019,1.662948344,,,2.1,,2.83,,2.51,,,,,
,,9/30/2019,2.715265866,,,2.49,,2.61,,2.39,,,,,
,,6/28/2019,1.922880055,,,2.05,,2.52,,2.31,,,,,
,,3/29/2019,1.514018692,,,2.49,,2.02,,2,,,,,
,,12/31/2018,2.237541528,,,2.28,,2.25,,2.29,,,,,
,,9/28/2018,2.577681256,,,2.7,,2.53,,2.24,,,,,
,,6/29/2018,3.073485601,,,2.58,,2.08,,,,,,,
,,3/29/2018,0.982536315,,,2.5,,1.88,,1.9,,,,,
,,12/29/2017,0.852624715,,,2.01,,2.21,,2.24,,,,,
,,9/29/2017,2.332299657,,,2.21,,2.11,,2.2,,,,,
,,6/30/2017,2.583224543,,,2.54,,1.93,,2.02,,,,,
,,3/31/2017,2.161764706,,,2.06,,1.7,,1.88,,,,,
,,12/30/2016,1.88172043,,,1.87,,2.06,,2.17,,,,,
,,9/30/2016,2.147705236,,,2.14,,2.09,,2.1,,,,,
,,6/30/2016,2.079239813,,,2.07,,1.94,,1.95,,,,,
,,3/31/2016,2.05214872,,,1.92,,1.79,,1.8,,,,,
,,12/31/2015,1.659737768,,,1.63,,1.98,,1.97,,,,,
,,9/30/2015,2.053231939,,,2,,1.89,,1.79,,,,,
,,6/30/2015,2.021772939,,,2,,1.79,,1.8,,,,,
,,3/31/2015,1.846888478,,,1.93,,1.61,,1.76,,,,,
,,12/31/2014,1.811338147,,,1.8,,1.7,,,,,,,
,,9/30/2014,1.980544156,,,1.96,,1.78,,1.65,,,,,
,,6/30/2014,1.906409871,,,1.91,,1.68,,1.7,,,,,
,,3/31/2014,1.789473684,,,1.8,,1.52,,1.66,,,,,
,,12/31/2013,1.618963746,,,1.62,,,,,,,,,
,,9/30/2013,1.777970512,,,1.75,,,,,,,,,
,,6/28/2013,1.712201402,,,1.71,,,,,,,,,
,,3/28/2013,1.608033044,,,1.65,,,,,,,,,
,,12/31/2012,1.4132915,,,1.41,,,,,,,,,
,,9/28/2012,1.65,,,1.65,,,,,,,,,
,,6/29/2012,1.66,,,nan,,,,,,,,,
,,3/30/2012,1.59,,,nan,,,,,,,,,
,,12/30/2011,1.33,,,nan,,,,,,,,,
,,9/30/2011,1.52,,,nan,,,,,,,,,
,,6/30/2011,1.6,,,nan,,,,,,,,,
,,3/31/2011,1.49,,,nan,,,,,,,,,
,,12/31/2010,1.28,,,nan,,,,,,,,,
,,9/30/2010,1.53,,,nan,,,,,,,,,
,,6/30/2010,1.54,,,nan,,,,,,,,,
,,3/31/2010,1.29,,,nan,,,,,,,,,
,,12/31/2009,1.32,,,nan,,,,,,,,,
,,9/30/2009,1.35,,,nan,,,,,,,,,
,,6/30/2009,1.12,,,nan,,,,,,,,,
,,3/31/2009,0.74,,,nan,,,,,,,,,
,,12/31/2008,0.76,,,nan,,,,,,,,,
,,9/30/2008,1.41,,,nan,,,,,,,,,
,,6/30/2008,1.33,,,nan,,,,,,,,,
,,3/31/2008,1.38,,,nan,,,,,,,,,
,,12/31/2007,1.17,,,nan,,,,,,,,,
,,9/28/2007,1.32,,,nan,,,,,,,,,
,,6/29/2007,1.25,,,nan,,,,,,,,,
,,3/30/2007,1.85,,,nan,,,,,,,,,
,,12/29/2006,1.57,,,nan,,,,,,,,,
,,9/29/2006,1.18,,,nan,,,,,,,,,
,,6/30/2006,1.15,,,nan,,,,,,,,,
,,3/31/2006,1.17,,,nan,,,,,,,,,
