Date,Q_EPS_Diluted,,,,,,,,,,,,,,,,
12/31/2012,0.741690832,0.98,0.97,1.08,,,,,,,,,,,,,
9/28/2012,1.104384784,1.08,,,,,,,,,,,,,,,
6/29/2012,0.419007007,1.23,,,,,,,,,,,,,,,
3/30/2012,1.201185142,1.16,,,,,,,,,,,,,,,
12/30/2011,1.107148822,nan,,,,,,,,,,,,,,,
9/30/2011,1.276391301,nan,,,,,,,,,,,,,,,
6/30/2011,1.230227922,nan,,,,,,,,,,,,,,,
3/31/2011,1.152004496,nan,,,,,,,,,,,,,,,
12/31/2010,0.921765165,nan,,,,,,,,,,,,,,,
9/30/2010,1.017451836,nan,,,,,,,,,,,,,,,
6/30/2010,0.887527005,nan,,,,,,,,,,,,,,,
3/31/2010,0.686689879,nan,,,,,,,,,,,,,,,
12/31/2009,0.677324381,nan,,,,,,,,,,,,,,,
9/30/2009,0.565571636,nan,,,,,,,,,,,,,,,
6/30/2009,0.418352154,nan,,,,,,,,,,,,,,,
3/31/2009,0.276686602,nan,,,,,,,,,,,,,,,
12/31/2008,0.14,nan,,,,,,,,,,,,,,,
9/30/2008,0.61,nan,,,,,,,,,,,,,,,
6/30/2008,0.67,nan,,,,,,,,,,,,,,,
3/31/2008,0.68,nan,,,,,,,,,,,,,,,
12/31/2007,0.6,nan,,,,,,,,,,,,,,,
9/28/2007,0.61,nan,,,,,,,,,,,,,,,
6/29/2007,0.55,nan,,,,,,,,,,,,,,,
3/30/2007,0.6,nan,,,,,,,,,,,,,,,
12/29/2006,0.65,nan,,,,,,,,,,,,,,,
9/29/2006,0.02,nan,,,,,,,,,,,,,,,
6/30/2006,0.45,nan,,,,,,,,,,,,,,,
3/31/2006,0.36,nan,,,,,,,,,,,,,,,
12/30/2005,0.33,nan,,,,,,,,,,,,,,,
9/30/2005,0.27,nan,,,,,,,,,,,,,,,
6/30/2005,0.33,nan,,,,,,,,,,,,,,,
3/31/2005,0.26,nan,,,,,,,,,,,,,,,
12/31/2004,0.23,nan,,,,,,,,,,,,,,,
9/30/2004,0.01,nan,,,,,,,,,,,,,,,
6/30/2004,0.245,nan,,,,,,,,,,,,,,,
3/31/2004,0.16,nan,,,,,,,,,,,,,,,
12/31/2003,0.2,nan,,,,,,,,,,,,,,,
9/30/2003,0.115,nan,,,,,,,,,,,,,,,
6/30/2003,0.28,nan,,,,,,,,,,,,,,,
3/31/2003,0.255,nan,,,,,,,,,,,,,,,
12/31/2002,0.18,nan,,,,,,,,,,,,,,,
9/30/2002,0.24,nan,,,,,,,,,,,,,,,
6/28/2002,0.24,nan,,,,,,,,,,,,,,,
3/28/2002,0.19,nan,,,,,,,,,,,,,,,
12/31/2001,0.15,nan,,,,,,,,,,,,,,,
9/28/2001,0.18,nan,,,,,,,,,,,,,,,
6/29/2001,0.16,nan,,,,,,,,,,,,,,,
3/30/2001,0.24,nan,,,,,,,,,,,,,,,
12/29/2000,0.17,nan,,,,,,,,,,,,,,,
9/29/2000,0.255,nan,,,,,,,,,,,,,,,
6/30/2000,0.365,nan,,,,,,,,,,,,,,,
3/31/2000,0.305,nan,,,,,,,,,,,,,,,
12/31/1999,0.255,nan,,,,,,,,,,,,,,,
9/30/1999,0.18,nan,,,,,,,,,,,,,,,
6/30/1999,0.26,nan,,,,,,,,,,,,,,,
3/31/1999,0.245,nan,,,,,,,,,,,,,,,
12/31/1998,0.24,nan,,,,,,,,,,,,,,,
9/30/1998,0.165,nan,,,,,,,,,,,,,,,
6/30/1998,0.205,nan,,,,,,,,,,,,,,,
3/31/1998,0.21,nan,,,,,,,,,,,,,,,
12/31/1997,0.19,nan,,,,,,,,,,,,,,,
9/30/1997,0.165,nan,,,,,,,,,,,,,,,
6/30/1997,0.185,nan,,,,,,,,,,,,,,,
3/31/1997,0.18,nan,,,,,,,,,,,,,,,
12/31/1996,0.16,nan,,,,,,,,,,,,,,,
9/30/1996,0.07,nan,,,,,,,,,,,,,,,
6/28/1996,0.13,nan,,,,,,,,,,,,,,,
3/29/1996,0.865,nan,,,,,,,,,,,,,,,
12/29/1995,0.215,nan,,,,,,,,,,,,,,,
9/29/1995,0.165,nan,,,,,,,,,,,,,,,
6/30/1995,0.095,nan,,,,,,,,,,,,,,,
