Date,Q_EPS_Diluted,,,,,,,,,,,,,,,,
12/31/2020,1.92,1.92,2,1.995024155,1.983858521,,,,,,,,,,,,
9/30/2020,1.71,1.71,1.85,1.744283414,1.733151125,,,,,,,,,,,,
6/30/2020,1.65,1.65,1.64,1.657069243,1.656848875,,,,,,,,,,,,
3/31/2020,1.51,1.51,1.48,1.319114332,1.395241158,,,,,,,,,,,,
12/31/2019,1.85,1.85,1.86,1.83,1.82,1.79,1.63,1.66,1.61,1.64,1.58,1.63,,,,,
9/30/2019,1.66,1.66,1.68,1.67,1.6,1.59,1.56,1.49,1.48,1.49,1.46,,,,,,
6/28/2019,1.450374356,1.44,1.43,1.52,1.51,1.54,1.58,1.59,1.62,1.42,1.4,,,,,,
3/29/2019,1.255867088,1.22,1.28,1.35,1.46,1.47,1.48,1.49,1.45,1.34,,,,,,,
12/31/2018,1.211120976,1.47,1.49,1.5,1.45,1.46,1.39,1.3,1.29,1.27,,,,,,,
9/28/2018,1.19799265,1.25,1.23,1.27,1.3,1.25,1.26,1.27,,,,,,,,,
6/29/2018,2.733270678,1.28,1.2,1.23,1.28,1.25,,,,,,,,,,,
3/29/2018,1.177827241,1.21,1.2,1.21,1.25,,,,,,,,,,,,
12/29/2017,-1.947053998,1.21,1.13,1.12,1.08,1.1,0.98,1,1.05,,,,,,,,
9/29/2017,1.059790132,1.07,1.12,1.09,1.05,1.04,1.09,,,,,,,,,,
6/30/2017,0.921751929,1.11,1.1,1.04,1.02,1,1.07,0.97,,,,,,,,,
3/31/2017,0.452056246,0.97,0.96,0.95,0.92,1.03,,,,,,,,,,,
12/30/2016,5.301814852,0.73,0.72,0.76,0.97,0.91,0.98,1.07,0.81,,,,,,,,
9/30/2016,1.130209435,0.81,0.85,1,0.96,1.06,1.15,,,,,,,,,,
6/30/2016,-2.781718577,0.99,1.01,0.95,1.03,1.06,,,,,,,,,,,
3/31/2016,2.023463687,0.86,0.91,0.93,,,,,,,,,,,,,
12/31/2015,1.547421142,0.83,0.98,1.18,1.33,1.3,,,,,,,,,,,
9/30/2015,0.581034973,0.89,0.96,1.12,1.22,1.12,1.21,1.2,,,,,,,,,
6/30/2015,0.46308844,0.82,0.83,0.86,1.15,1.16,1.13,,,,,,,,,,
3/31/2015,0.397505163,0.71,0.8,1.04,1.05,1.04,1.15,1.22,1.09,,,,,,,,
12/31/2014,-0.235635623,1.03,1.06,1.08,1.18,1.2,1.18,1.09,1.1,1.21,1.22,1.23,1.41,1.4,1.42,1.49,1.04
9/30/2014,0.925437649,1.02,1.03,1.15,1.18,1.19,1.2,1.21,1.22,1.23,1.27,1.28,1.29,1.51,1.09,,
6/30/2014,0.283812317,1.08,0.99,1.02,1.1,1.11,1.13,1.17,1.19,1.2,1.33,0.95,,,,,
3/31/2014,0.706298682,0.95,0.96,1.08,1.09,1.12,1.15,1.16,1.23,1.04,,,,,,,
12/31/2013,1.908301005,1.04,1.08,1.11,1.24,1.26,1.25,1.26,1.43,1.06,,,,,,,
9/30/2013,1.105800713,1.06,1.08,1.09,1.34,1.35,0.99,,,,,,,,,,
6/28/2013,0.979287244,0.99,1.03,1.02,1.21,1.22,1.23,1,,,,,,,,,
3/28/2013,0.936727638,1.01,1.03,1.05,1.07,1.23,1.19,0.99,,,,,,,,,
