CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
,8/19/2020,7/31/2020,3.739707835,3.75,,2.67,,2.11,,2.48,,,,,
,5/20/2020,5/1/2020,1.758575198,1.77,,1.32,,1.48,,1.47,,,,,
,2/26/2020,1/31/2020,0.664921466,0.94,,0.91,,0.94,,0.98,,,,,
,11/20/2019,11/1/2019,1.358441558,1.41,,1.35,,1.45,,1.38,,,,,
,8/21/2019,8/2/2019,2.138284251,2.15,,2.01,,2.21,,2.19,,,,,
,5/22/2019,5/3/2019,1.308657465,1.22,,1.33,,1.32,,1.33,,,,,
,2/27/2019,1/31/2019,-1.024968789,0.8,,0.77,,0.8,,0.87,,,,,
,11/20/2018,11/2/2018,0.77819083,1.04,,0.98,,1.35,,1.18,,,,,
,8/22/2018,8/3/2018,1.861179361,2.07,,2.02,,2.05,,1.78,,,,,
,5/23/2018,5/4/2018,1.192493947,1.19,,1.22,,1.34,,1.17,,,,,
,,2/2/2018,0.66827503,,,0.87,,0.86,,0.87,,,,,
,,11/3/2017,1.048076923,,,1.02,,1.07,,1.06,,,,,
,,8/4/2017,1.685273159,,,1.61,,1.62,,1.63,,,,,
,,5/5/2017,0.701631702,,,1.06,,1.05,,1.02,,,,,
,,2/3/2017,0.763824885,,,0.79,,0.78,,,,,,,
,,10/31/2016,0.433638444,,,0.96,,0.97,,0.98,,,,,
,,7/29/2016,1.318644068,,,1.42,,1.41,,1.43,,,,,
,,4/29/2016,0.983314794,,,0.85,,0.84,,0.86,,,,,
,,1/29/2016,0.012061404,,,0.59,,0.58,,0.56,,,,,
,,10/30/2015,0.799131379,,,0.78,,0.77,,0.75,,,,,
,,7/31/2015,1.206859593,,,1.24,,1.25,,1.24,,,,,
,,5/1/2015,0.706932773,,,0.74,,0.73,,0.74,,,,,
,,1/30/2015,0.465356774,,,0.44,,0.43,,0.44,,,,,
,,10/31/2014,0.596938776,,,0.58,,0.59,,0.58,,,,,
,,8/1/2014,1.043172691,,,1.02,,1.03,,1.02,,,,,
,,5/2/2014,0.613569322,,,0.6,,0.62,,0.63,,,,,
,,1/31/2014,0.295081967,,,0.31,,0.32,,0.33,,,,,
,,11/1/2013,0.474737846,,,0.48,,0.47,,0.8,,,,,
,,8/2/2013,0.882022472,,,0.79,,0.78,,0.51,,,,,
,,5/3/2013,0.495412844,,,0.51,,0.52,,0.23,,,,,
,,1/31/2013,0.259892086,,,0.23,,0.35,,,,,,,
,,11/1/2012,0.350177305,,,0.35,,0.7,,,,,,,
,,8/2/2012,0.645383952,,,0.7,,,,,,,,,
,,5/3/2012,0.436258278,,,0.42,,,,,,,,,
,,2/2/2012,0.259468171,,,nan,,,,,,,,,
,,10/27/2011,0.17971246,,,nan,,,,,,,,,
,,7/28/2011,0.650234742,,,nan,,,,,,,,,
,,4/29/2011,0.347138554,,,nan,,,,,,,,,
,,1/28/2011,0.203426124,,,nan,,,,,,,,,
,,10/29/2010,0.290229885,,,nan,,,,,,,,,
,,7/30/2010,0.5863284,,,nan,,,,,,,,,
,,4/30/2010,0.339347675,,,nan,,,,,,,,,
,,1/29/2010,0.140027322,,,nan,,,,,,,,,
,,10/29/2009,0.234172907,,,nan,,,,,,,,,
,,7/30/2009,0.517735334,,,nan,,,,,,,,,
,,4/30/2009,0.325136612,,,nan,,,,,,,,,
,,1/30/2009,0.11,,,nan,,,,,,,,,
,,10/31/2008,0.33,,,nan,,,,,,,,,
,,7/31/2008,0.63,,,nan,,,,,,,,,
,,4/30/2008,0.41,,,nan,,,,,,,,,
,,1/31/2008,0.28,,,nan,,,,,,,,,
,,10/31/2007,0.43,,,nan,,,,,,,,,
,,7/31/2007,0.67,,,nan,,,,,,,,,
,,4/30/2007,0.48,,,nan,,,,,,,,,
,,1/31/2007,0.4,,,nan,,,,,,,,,
,,10/31/2006,0.46,,,nan,,,,,,,,,
,,7/31/2006,0.6,,,nan,,,,,,,,,
,,4/28/2006,0.53,,,nan,,,,,,,,,
,,1/31/2006,0.43,,,nan,,,,,,,,,
,,10/31/2005,0.4,,,nan,,,,,,,,,
,,7/29/2005,0.52,,,nan,,,,,,,,,
,,4/29/2005,0.37,,,nan,,,,,,,,,
,,1/31/2005,0.32,,,nan,,,,,,,,,
,,10/29/2004,0.32,,,nan,,,,,,,,,
,,7/30/2004,0.44,,,nan,,,,,,,,,
,,4/30/2004,0.27,,,nan,,,,,,,,,
,,1/30/2004,0.245,,,nan,,,,,,,,,
,,10/31/2003,0.28,,,nan,,,,,,,,,
,,7/31/2003,0.365,,,nan,,,,,,,,,
,,4/30/2003,0.25,,,nan,,,,,,,,,
,,1/31/2003,0.2,,,nan,,,,,,,,,
,,10/31/2002,0.215,,,nan,,,,,,,,,
,,7/31/2002,0.295,,,nan,,,,,,,,,
,,4/30/2002,0.22,,,nan,,,,,,,,,
,,2/1/2002,0.14,,,nan,,,,,,,,,
,,10/31/2001,0.16,,,nan,,,,,,,,,
,,7/31/2001,0.215,,,nan,,,,,,,,,
,,4/30/2001,0.145,,,nan,,,,,,,,,
,,1/31/2001,0.09,,,nan,,,,,,,,,
,,10/31/2000,0.13,,,nan,,,,,,,,,
,,7/31/2000,0.18,,,nan,,,,,,,,,
,,4/28/2000,0.12,,,nan,,,,,,,,,
,,1/31/2000,0.0975,,,nan,,,,,,,,,
,,10/29/1999,0.11,,,nan,,,,,,,,,
,,7/30/1999,0.15,,,nan,,,,,,,,,
,,4/30/1999,0.0825,,,nan,,,,,,,,,
,,1/29/1999,0.065,,,nan,,,,,,,,,
,,10/30/1998,0.0825,,,nan,,,,,,,,,
,,7/31/1998,0.12,,,nan,,,,,,,,,
,,4/30/1998,0.0675,,,nan,,,,,,,,,
,,1/30/1998,0.05125,,,nan,,,,,,,,,
,,10/31/1997,0.0625,,,nan,,,,,,,,,
,,7/31/1997,0.09125,,,nan,,,,,,,,,
,,4/30/1997,0.05125,,,nan,,,,,,,,,
,,1/31/1997,0.04,,,nan,,,,,,,,,
,,10/31/1996,0.05375,,,nan,,,,,,,,,
,,7/31/1996,0.08375,,,nan,,,,,,,,,
