Date,Q_EPS_Diluted,,,,,,,,,,,,,,,
12/31/2020,3.31,3.22,3.22,3.23,3.22,3.283878365,,,,,,,,,,
9/30/2020,2.48,2.42,2.42,2.41,2.421445663,,,,,,,,,,,
6/30/2020,2.69,2.79,2.79,2.808434696,,,,,,,,,,,,
3/31/2020,2.98,2.94,2.94,2.92,2.9,2.576241276,,,,,,,,,,
12/31/2019,3.05,2.89,2.89,2.98,2.97,2.98,2.99,2.98,2.94,2.74,2.76,2.77,2.7,,,
9/30/2019,2.13,2.08,2.08,2.09,2.19,2.25,2.23,2.22,2.14,2.11,2.12,2.1,2.12,2.11,,
6/28/2019,2.247590944,2.46,2.53,2.54,2.59,2.58,2.39,2.38,2.39,2.42,,,,,,
3/29/2019,2.96589365,2.33,2.37,2.36,2.3,2.29,2.32,,,,,,,,,
12/31/2018,3.015223478,2.58,2.59,2.64,2.7,2.56,2.54,2.55,2.18,2.01,2.1,2.18,2.24,2.27,2.22,2.23
9/28/2018,2.146256493,1.9,1.79,1.81,1.86,1.74,1.69,1.76,1.86,1.89,1.93,1.87,,,,
6/29/2018,2.309605424,2.16,2.17,2.2,2.21,1.99,1.83,1.89,1.97,2,2.01,1.98,1.99,,,
3/29/2018,3.179994941,2.08,1.88,1.76,1.81,1.87,1.9,1.93,1.96,,,,,,,
12/29/2017,1.30240175,1.87,1.88,1.93,2.04,2.1,2.07,1.64,2,1.99,2,1.99,1.98,1.97,,
9/29/2017,1.151868135,1.57,1.64,1.72,1.73,1.71,1.68,1.77,1.64,1.61,1.6,1.58,1.57,1.56,,
6/30/2017,1.750422286,1.81,1.82,1.76,1.75,1.73,1.75,1.74,1.75,1.76,,,,,,
3/31/2017,1.734301805,1.76,1.8,1.77,1.75,1.76,1.73,1.71,1.66,1.67,1.77,,,,,
12/30/2016,2.391181738,1.79,1.42,1.61,1.78,1.79,1.81,1.8,1.79,1.81,1.56,1.58,1.55,1.56,1.54,1.53
9/30/2016,1.586274872,1.42,1.42,1.43,1.44,1.43,1.42,1.38,1.39,1.37,,,,,,
6/30/2016,1.650533413,1.54,1.56,1.57,1.49,1.48,1.49,1.46,1.44,1.49,,,,,,
3/31/2016,1.690312367,1.49,1.42,1.47,1.37,1.39,1.41,1.4,,,,,,,,
12/31/2015,1.399314288,1.4,1.35,1.34,1.36,1.37,1.36,1.34,1.32,1.33,1.35,1.32,1.27,1.25,1.19,1.17
9/30/2015,1.052900636,1.2,1.22,1.23,1.19,1.2,1.21,1.26,1.25,1.23,1.14,1.11,1.06,1.03,,
6/30/2015,1.180802526,1.34,1.32,1.27,1.28,1.31,1.29,1.24,1.15,1.09,,,,,,
3/31/2015,1.357656286,1.2,1.19,1.14,1.15,1.2,1.19,1.17,1.12,1.07,1.04,1.1,,,,
12/31/2014,1.187295265,1.23,1.22,1.17,1.12,1.09,1.06,1.05,1.03,1.01,0.98,0.99,0.97,0.95,,
9/30/2014,1.158163037,1.05,0.95,0.91,0.9,0.89,0.88,0.92,0.91,0.88,0.87,1.37,,,,
6/30/2014,1.066203983,0.92,0.96,0.95,1.01,1.03,1.02,0.85,,,,,,,,
3/31/2014,0.758554506,0.85,0.86,0.9,0.92,0.93,0.86,,,,,,,,,
12/31/2013,0.924684048,0.86,0.82,0.83,0.81,0.79,,,,,,,,,,
9/30/2013,0.787369302,0.76,0.71,0.72,0.73,0.88,,,,,,,,,,
6/28/2013,0.913243981,0.83,0.78,0.79,0.83,,,,,,,,,,,
3/28/2013,0.743996124,0.82,0.86,0.9,0.89,0.9,0.95,1.01,0.83,,,,,,,
12/28/2012,0.680934485,0.82,0.85,0.78,,,,,,,,,,,,
9/28/2012,0.783434708,0.8,,,,,,,,,,,,,,
6/29/2012,0.852555814,0.78,,,,,,,,,,,,,,
3/28/2012,1.17823666,0.98,,,,,,,,,,,,,,
12/30/2011,4.248452114,nan,,,,,,,,,,,,,,
9/30/2011,0.115636522,nan,,,,,,,,,,,,,,
6/30/2011,0.425210331,nan,,,,,,,,,,,,,,
3/31/2011,0.519515379,nan,,,,,,,,,,,,,,
12/31/2010,0.646756618,nan,,,,,,,,,,,,,,
9/30/2010,0.553490406,nan,,,,,,,,,,,,,,
6/30/2010,0.670321022,nan,,,,,,,,,,,,,,
3/31/2010,0.89056188,nan,,,,,,,,,,,,,,
12/31/2009,0.448,nan,,,,,,,,,,,,,,
9/30/2009,0.408,nan,,,,,,,,,,,,,,
6/30/2009,0.592,nan,,,,,,,,,,,,,,
