CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Adjusted,,12/31/2026,,5.86,1/3/2026,5.77,11/8/2025,5.65,9/22/2025,5.65,8/17/2025,5.38,7/18/2025,5.39,6/13/2025,,,,,,,,,
,,9/30/2026,,7.53,,7.47,,7.47,,7.47,,7.38,,7.37,,,,,,,,,,
,,6/30/2026,,5.96,,5.93,,6.07,,6.07,,6.17,,6.24,,,,,,,,,,
,,3/30/2026,,2.65,,2.55,,2.47,,2.47,,2.31,,2.31,,,,,,,,,,
,,12/31/2025,,5,1/29/2025,4.95,1/29/2025,4.98,1/29/2025,4.98,1/29/2025,4.84,1/29/2025,4.85,1/29/2025,,,,,,,,,
,11/4/2025,9/30/2025,6.85,6.85,,6.68,,6.68,,6.64,,6.66,,,,,,,,,,,,
,8/7/2025,6/30/2025,5.43,5.43,,5.35,,5.42,,5.35,,,,,,,,,,,,,,
,4/30/2025,3/30/2025,1.9,1.9,,1.8,,1.79,,1.97,,,,,,,,,,,,,,
,2/12/2025,12/31/2024,4.79,4.79,4/7/2024,4.56,4/7/2024,4.62,4/7/2024,4.63,4/7/2024,,,,,,,,,,,,,
,10/30/2024,9/30/2024,5.91,5.91,,7.12,,7.42,,8.1,,,,,,,,,,,,,,
,8/8/2024,6/30/2024,4.76,5.36,,6.37,,6.42,,6.33,,,,,,,,,,,,,,
,4/30/2024,3/30/2024,16.87,1.93,,1.83,,1.82,,2.47,,,,,,,,,,,,,,
,2/14/2024,12/31/2023,4.55,4.63,3/25/2023,4,3/25/2023,3.97,3/25/2023,3.94,3/25/2023,,,,,,,,,,,,,
,11/1/2023,9/30/2023,6.72,6.06,,6.05,,6.04,,5.94,,,,,,,,,,,,,,
,7/27/2023,6/30/2023,5.61,5.6,,4.79,,4.76,,4.64,,,,,,,,,,,,,,
,5/4/2023,3/30/2023,1.95,2.16,,1,,1.01,,0.86,,,,,,,,,,,,,,
,2/15/2023,12/31/2022,2.95,3.04,,3.11,,3.31,,3.53,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,4.73,4.69,,4.75,,4.8,,4.87,,,,,,,,,,,,,,
,7/28/2022,6/30/2022,5.65,3.96,,3.87,,4.04,,4.01,,,,,,,,,,,,,,
,5/3/2022,3/31/2022,0.34,0.39,,0.74,,0.9,,0.93,,,,,,,,,,,,,,
,2/10/2022,12/31/2021,2.5,3.15,,2.92,,2.91,,2.91,,,,,,,,,,,,,,
,11/2/2021,9/30/2021,4.07,4.25,,4.31,,4.31,,4.44,,,,,,,,,,,,,,
,7/29/2021,6/30/2021,3.61,3.81,,3.92,,3.96,,3.9,,,,,,,,,,,,,,
,5/4/2021,3/31/2021,1.04,1.04,,0.52,,0.54,,0.45,,,,,,,,,,,,,,
,2/9/2021,12/31/2020,2.93,2.93,,2.21,,2.21,,1.94,,,,,,,,,,,,,,
,10/29/2020,9/30/2020,4.71,4.71,,3.76,,3.76,,3.76,,,,,,,,,,,,,,
,7/28/2020,6/30/2020,3.49,3.49,,3.49,,,,,,,,,,,,,,,,,,
,5/5/2020,3/31/2020,0.41,0.41,,0.41,,,,,,,,,,,,,,,,,,
,2/11/2020,12/31/2019,2.09,2.09,,2.09,,,,,,,,,,,,,,,,,,
,10/29/2019,9/30/2019,3.96,3.96,,3.96,,,,,,,,,,,,,,,,,,
,7/30/2019,6/28/2019,3.01,3.01,,3.01,,,,,,,,,,,,,,,,,,
,4/30/2019,3/29/2019,0.68,0.68,,0.68,,,,,,,,,,,,,,,,,,
,2/12/2019,12/31/2018,1.5,1.5,,1.5,,,,,,,,,,,,,,,,,,
,11/6/2018,9/28/2018,2.85,2.85,,2.85,,,,,,,,,,,,,,,,,,
,7/26/2018,6/29/2018,2.92,2.92,,2.92,,,,,,,,,,,,,,,,,,
,5/8/2018,3/29/2018,0.16,0.16,,0.16,,,,,,,,,,,,,,,,,,
,2/13/2018,12/29/2017,5.95,,,5.95,,,,,,,,,,,,,,,,,,
,11/2/2017,9/29/2017,2.39,,,2.39,,,,,,,,,,,,,,,,,,
,8/1/2017,6/30/2017,2.25,,,2.25,,,,,,,,,,,,,,,,,,
,5/2/2017,3/31/2017,0.67,,,0.67,,,,,,,,,,,,,,,,,,
,,12/30/2016,1.55,,,1.55,,,,,,,,,,,,,,,,,,
,,9/30/2016,2.49,,,2.49,,,,,,,,,,,,,,,,,,
,,6/30/2016,1.9,,,1.9,,,,,,,,,,,,,,,,,,
,,3/31/2016,0.69,,,0.69,,,,,,,,,,,,,,,,,,
,,12/31/2015,1.26,,,1.26,,,,,,,,,,,,,,,,,,
,,9/30/2015,1.74,,,1.74,,,,,,,,,,,,,,,,,,
,,6/30/2015,1.22,,,1.22,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.07,,,0.07,,,,,,,,,,,,,,,,,,
,,12/30/2014,0.94,,,0.94,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.79,,,0.79,,,,,,,,,,,,,,,,,,
,,6/30/2014,1.27,,,1.27,,,,,,,,,,,,,,,,,,
,,3/31/2014,-0.47,,,-0.47,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.77,,,0.77,,,,,,,,,,,,,,,,,,
,,9/30/2013,1.54,,,1.54,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.89,,,0.89,,,,,,,,,,,,,,,,,,
,,3/28/2013,-0.61,,,-0.61,,,,,,,,,,,,,,,,,,
,,12/28/2012,0.46,,,0.46,,,,,,,,,,,,,,,,,,
,,9/28/2012,1.36,,,1.36,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.8,,,0.8,,,,,,,,,,,,,,,,,,
,,3/30/2012,-0.81,,,-0.81,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.32,,,0.32,,,,,,,,,,,,,,,,,,
,,9/30/2011,1.07,,,1.07,,,,,,,,,,,,,,,,,,
,,6/20/2011,0.78,,,0.78,,,,,,,,,,,,,,,,,,
