CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
N,,12/31/2027,,1.458,9/7/2026,1.458,9/6/2026,,,,,,,,,,,,,,,,,
,,9/30/2027,,1.324,,1.324,,,,,,,,,,,,,,,,,,
,,6/30/2027,,1.347,,1.347,,,,,,,,,,,,,,,,,,
,,3/30/2027,,1.22,,1.22,,,,,,,,,,,,,,,,,,
,,12/31/2026,,1.341,,1.341,,,,,,,,,,,,,,,,,,
,,9/30/2026,,1.196,,1.196,,,,,,,,,,,,,,,,,,
,8/6/2026,6/30/2026,1.1,1.34,,1.34,,,,,,,,,,,,,,,,,,
,5/7/2026,3/30/2026,0.9,1.12,,1.12,,,,,,,,,,,,,,,,,,
,2/24/2026,12/31/2025,1.03,1.28,,1.28,,,,,,,,,,,,,,,,,,
,11/6/2025,9/30/2025,0.88,1.18,,1.18,,,,,,,,,,,,,,,,,,
,8/7/2025,6/30/2025,1.49,0.86,,0.86,,,,,,,,,,,,,,,,,,
,5/8/2025,3/30/2025,0.54,0.68,,0.68,,,,,,,,,,,,,,,,,,
,2/20/2025,12/31/2024,0.19,0.84,,0.84,,,,,,,,,,,,,,,,,,
,11/5/2024,9/30/2024,0.38,0.83,,0.83,,,,,,,,,,,,,,,,,,
,8/6/2024,6/30/2024,0.23,0.75,,0.75,,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,-0.05,0.72,,0.72,,,,,,,,,,,,,,,,,,
,2/20/2024,12/31/2023,0.11,0.6,,0.6,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,0.01,0.57,,0.57,,,,,,,,,,,,,,,,,,
,8/3/2023,6/30/2023,0.57,0.63,,0.63,,,,,,,,,,,,,,,,,,
,5/4/2023,3/30/2023,0.48,0.53,,0.53,,,,,,,,,,,,,,,,,,
,2/21/2023,12/31/2022,0.49,0.59,,0.59,,,,,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,0.47,0.5,,0.5,,,,,,,,,,,,,,,,,,
,8/4/2022,6/30/2022,0.53,0.56,,0.56,,,,,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,0.37,0.42,,0.42,,,,,,,,,,,,,,,,,,
,2/17/2022,12/31/2021,0.14,0.49,,0.49,,,,,,,,,,,,,,,,,,
,11/4/2021,9/30/2021,0.45,0.5,,0.5,,,,,,,,,,,,,,,,,,
,8/4/2021,6/30/2021,0.4,0.56,,0.56,,,,,,,,,,,,,,,,,,
,5/4/2021,3/31/2021,0.44,0.49,,0.49,,,,,,,,,,,,,,,,,,
