CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,2/17/2021,12/31/2020,0.52,0.58,,0.58,,,,,,,,,,,,,,,,,,
,10/28/2020,9/30/2020,0.44,0.49,,0.49,,,,,,,,,,,,,,,,,,
,8/5/2020,6/30/2020,-0.21,0.07,,0.07,,,,,,,,,,,,,,,,,,
,5/7/2020,3/31/2020,0.25,0.29,,0.29,,,,,,,,,,,,,,,,,,
,2/20/2020,12/31/2019,0.44,0.49,,0.49,,,,,,,,,,,,,,,,,,
,11/6/2019,9/30/2019,0.38,0.43,,0.43,,,,,,,,,,,,,,,,,,
,8/1/2019,6/28/2019,0.38,0.41,,0.41,,,,,,,,,,,,,,,,,,
,5/2/2019,3/29/2019,0.33,0.36,,0.36,,,,,,,,,,,,,,,,,,
,2/21/2019,12/31/2018,0.36,0.43,,0.43,,,,,,,,,,,,,,,,,,
,11/8/2018,9/28/2018,0.35,0.39,,0.39,,,,,,,,,,,,,,,,,,
,8/1/2018,6/29/2018,0.44,0.44,,0.44,,,,,,,,,,,,,,,,,,
,5/2/2018,3/29/2018,0.39,0.41,,0.41,,,,,,,,,,,,,,,,,,
,2/21/2018,12/29/2017,0.25,0.38,,0.38,,,,,,,,,,,,,,,,,,
,11/8/2017,9/29/2017,0.26,0.3,,0.3,,,,,,,,,,,,,,,,,,
,8/2/2017,6/30/2017,0.29,0.32,,0.32,,,,,,,,,,,,,,,,,,
,5/3/2017,3/31/2017,0.3,0.32,,0.32,,,,,,,,,,,,,,,,,,
,2/27/2017,12/30/2016,0.25,0.31,,0.31,,,,,,,,,,,,,,,,,,
,11/8/2016,9/30/2016,0.27,0.29,,0.29,,,,,,,,,,,,,,,,,,
,7/26/2016,6/30/2016,0.27,0.29,,0.29,,,,,,,,,,,,,,,,,,
,5/3/2016,3/31/2016,0.29,0.29,,0.29,,,,,,,,,,,,,,,,,,
,2/24/2016,12/31/2015,0.39,0.32,,0.32,,,,,,,,,,,,,,,,,,
,11/3/2015,9/30/2015,0.28,0.28,,0.28,,,,,,,,,,,,,,,,,,
,7/30/2015,6/30/2015,0.25,0.25,,0.25,,,,,,,,,,,,,,,,,,
,5/5/2015,3/31/2015,0.26,0.26,,0.26,,,,,,,,,,,,,,,,,,
,2/25/2015,12/30/2014,0.29,0.3,,0.3,,,,,,,,,,,,,,,,,,
,10/30/2014,9/30/2014,0.24,0.24,,0.24,,,,,,,,,,,,,,,,,,
,8/5/2014,6/30/2014,0.22,0.23,,0.23,,,,,,,,,,,,,,,,,,
,4/29/2014,3/31/2014,0.22,0.24,,0.24,,,,,,,,,,,,,,,,,,
,2/26/2014,12/31/2013,0.22,0.25,,0.25,,,,,,,,,,,,,,,,,,
,10/30/2013,9/30/2013,0.22,0.22,,0.22,,,,,,,,,,,,,,,,,,
,8/1/2013,6/28/2013,0.08,0.21,,0.21,,,,,,,,,,,,,,,,,,
,5/2/2013,3/28/2013,0.21,0.21,,0.21,,,,,,,,,,,,,,,,,,
,2/27/2013,12/28/2012,0.22,0.22,,0.22,,,,,,,,,,,,,,,,,,
,11/1/2012,9/28/2012,0.18,0.18,,0.18,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.21,0.21,,0.21,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.19,0.19,,0.19,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.15,0.15,,0.15,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.19,0.19,,0.19,,,,,,,,,,,,,,,,,,
,,6/20/2011,0.18,0.18,,0.18,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.16,0.16,,0.16,,,,,,,,,,,,,,,,,,
