CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
Adjusted,,12/31/2026,,2.4,1/15/2026,2.46,12/10/2025,2.48,11/2/2025,2.52,10/1/2025,2.52,8/28/2025,2.52,7/24/2025,2.61,6/11/2025
,,9/30/2026,,3.83,,3.92,,3.9,,3.85,,3.89,,3.89,,4.06,
,,6/30/2026,,3.68,,3.77,,3.78,,3.85,,3.92,,3.92,,4.25,
,,3/30/2026,,2.38,,2.41,,2.41,,2.43,,2.44,,2.44,,2.5,
,,12/31/2025,,2.16,1/10/2025,2.16,1/10/2025,2.19,1/10/2025,2.22,1/10/2025,2.23,1/10/2025,2.24,1/10/2025,2.24,1/10/2025
,10/28/2025,9/30/2025,3.35,3.59,,3.46,,3.46,,3.51,,3.57,,,,,
,7/22/2025,6/30/2025,3,3.38,,3.81,,3.82,,3.87,,,,,,,
,4/29/2025,3/30/2025,2,2.25,,2.18,,2.2,,2.25,,,,,,,
,1/30/2025,12/31/2024,1.9,2.09,3/16/2024,2.07,3/16/2024,2.07,3/16/2024,2.08,3/16/2024,,,,,,
,10/22/2024,9/30/2024,3.18,3.37,,3.54,,3.53,,3.58,,,,,,,
,7/23/2024,6/30/2024,3.5,3.7,,3.5,,3.5,,3.48,,,,,,,
,4/23/2024,3/30/2024,1.97,2.17,,2.21,,2.2,,2.14,,,,,,,
,1/25/2024,12/31/2023,1.39,1.81,3/9/2023,1.79,3/9/2023,1.78,3/9/2023,1.72,3/9/2023,,,,,,
,10/24/2023,9/30/2023,2.95,3.2,,2.76,,2.74,,2.7,,,,,,,
,7/25/2023,6/30/2023,3.07,3.29,,2.66,,2.66,,2.51,,,,,,,
,4/25/2023,3/30/2023,1.84,2.04,,1.76,,1.83,,1.96,,,,,,,
,1/26/2023,12/31/2022,1.48,1.89,,1.87,,1.87,,1.91,,,,,,,
,10/25/2022,9/30/2022,2.62,2.83,,2.59,,2.6,,2.67,,,,,,,
,7/27/2022,6/30/2022,2.21,2.41,,2.78,,2.77,,2.73,,,,,,,
,4/26/2022,3/31/2022,1.41,1.61,,1.53,,1.55,,1.73,,,,,,,
,1/27/2022,12/31/2021,1.15,1.34,,1.69,,1.7,,1.71,,,,,,,
,10/26/2021,9/30/2021,1.88,2.09,,2.16,,2.73,,2.75,,,,,,,
,7/27/2021,6/30/2021,2.42,2.65,,2.66,,2.62,,2.63,,,,,,,
,4/27/2021,3/31/2021,1.51,2.06,,1.64,,4.91,,4.74,,,,,,,
,1/28/2021,12/31/2020,4.46,5.1,,4.84,,4.84,,4.87,,,,,,,
,10/27/2020,9/30/2020,7.66,8.28,,7.19,,7.18,,6.48,,,,,,,
,7/28/2020,6/30/2020,6.48,7.95,,5.77,,5.75,,5.75,,,,,,,
,4/29/2020,3/31/2020,3.464357032,6.18,,3.94,,3.97,,4.13,,,,,,,
,1/30/2020,12/31/2019,2.656531099,5.1,,4.39,,4.4,,4.45,,,,,,,
,10/22/2019,9/30/2019,6.158245362,8.28,,6.48,,6.47,,6.48,,,,,,,
,7/23/2019,6/28/2019,5.034141899,7.11,,6.37,,6.42,,6.51,,,,,,,
,4/23/2019,3/29/2019,2.618130995,4.08,,3.66,,3.7,,3.73,,,,,,,
,1/31/2019,12/31/2018,1.069585402,4.26,,3.55,,3.65,,4.14,,,,,,,
,10/25/2018,9/28/2018,3.721301767,6.66,,5.74,,5.61,,5.92,,,,,,,
,7/24/2018,6/29/2018,4.253648714,6.57,,5.66,,5.82,,5.73,,,,,,,
,4/24/2018,3/29/2018,2.617865762,3.6,,3.16,,3.11,,3.17,,,,,,,
,1/25/2018,12/29/2017,9.391112125,3.54,,3.12,,3.01,,2.97,,,,,,,
,10/24/2017,9/29/2017,3.325417882,5.68,,4.65,,4.96,,4.91,,,,,,,
,7/20/2017,6/30/2017,3.36017251,5.73,,4.57,,4.55,,4.43,,,,,,,
,4/20/2017,3/31/2017,2.529588775,3.57,,2.08,,2.05,,2.06,,,,,,,
,,12/30/2016,2.147683806,,,2.21,,2.2,,2.44,,,,,,,
,,9/30/2016,4.080675596,,,4.32,,4.41,,4.38,,,,,,,
,,6/30/2016,3.993503691,,,4.16,,4.14,,4.1,,,,,,,
,,3/31/2016,1.57275016,,,1.62,,1.61,,1.62,,,,,,,
,,12/31/2015,2.124896852,,,1.87,,1.88,,1.9,,,,,,,
,,9/30/2015,3.988407375,,,3.86,,3.9,,4.14,,,,,,,
,,6/30/2015,3.71780222,,,3.81,,3.7,,3.69,,,,,,,
,,3/31/2015,1.386920904,,,1.44,,1.43,,1.55,,,,,,,
,,12/31/2014,1.37641597,,,1.38,,1.39,,1.38,,,,,,,
,,9/30/2014,3.373243325,,,3.2,,3.19,,3.06,,,,,,,
,,6/30/2014,2.957594418,,,2.93,,2.83,,2.86,,,,,,,
,,3/31/2014,1.144738062,,,1.09,,1.11,,1.1,,,,,,,
,,12/31/2013,1.141763447,,,1.35,,1.26,,1.6,,,,,,,
,,9/30/2013,2.56245915,,,2.8,,2.58,,,,,,,,,
,,6/28/2013,2.47637126,,,2.59,,2.56,,2.57,,,,,,,
,,3/28/2013,1.114417462,,,1.1,,,,,,,,,,,
,,12/28/2012,0.65350557,,,1.15,,1.16,,,,,,,,,
,,9/28/2012,2.258743856,,,2.19,,,,,,,,,,,
,,6/29/2012,2.190443734,,,2.12,,,,,,,,,,,
,,3/30/2012,0.959389569,,,0.94,,,,,,,,,,,
,,12/30/2011,0.139613816,,,nan,,,,,,,,,,,
,,9/29/2011,1.727538873,,,nan,,,,,,,,,,,
,,6/30/2011,1.675906915,,,nan,,,,,,,,,,,
,,3/31/2011,0.63631056,,,nan,,,,,,,,,,,
,,12/31/2010,0.67,,,nan,,,,,,,,,,,
,,9/30/2010,1.6,,,nan,,,,,,,,,,,
,,6/30/2010,1.64,,,nan,,,,,,,,,,,
,,3/31/2010,0.3,,,nan,,,,,,,,,,,
,,12/31/2009,0.58,,,nan,,,,,,,,,,,
,,9/30/2009,1.51,,,nan,,,,,,,,,,,
,,6/30/2009,1.35,,,nan,,,,,,,,,,,
,,3/31/2009,0.32,,,nan,,,,,,,,,,,
,,12/31/2008,0.42,,,nan,,,,,,,,,,,
,,9/30/2008,1.5,,,nan,,,,,,,,,,,
,,6/30/2008,1.45,,,nan,,,,,,,,,,,
,,3/31/2008,0.64,,,nan,,,,,,,,,,,
,,12/31/2007,0.8,,,nan,,,,,,,,,,,
,,9/28/2007,1.55,,,nan,,,,,,,,,,,
,,6/29/2007,1.52,,,nan,,,,,,,,,,,
,,3/30/2007,0.83,,,nan,,,,,,,,,,,
,,12/29/2006,0.73,,,nan,,,,,,,,,,,
,,9/29/2006,1.3,,,nan,,,,,,,,,,,
,,6/30/2006,1.33,,,nan,,,,,,,,,,,
,,3/31/2006,0.82,,,nan,,,,,,,,,,,
,,12/30/2005,0.54,,,nan,,,,,,,,,,,
,,9/30/2005,1.07,,,nan,,,,,,,,,,,
,,6/30/2005,1.08,,,nan,,,,,,,,,,,
,,3/31/2005,0.58,,,nan,,,,,,,,,,,
,,12/31/2004,0.57,,,nan,,,,,,,,,,,
,,9/30/2004,0.92,,,nan,,,,,,,,,,,
,,6/30/2004,0.87,,,nan,,,,,,,,,,,
,,3/31/2004,0.35,,,nan,,,,,,,,,,,
,,12/31/2003,0.48,,,nan,,,,,,,,,,,
,,9/30/2003,0.82,,,nan,,,,,,,,,,,
,,6/30/2003,0.75,,,nan,,,,,,,,,,,
,,3/31/2003,0.21,,,nan,,,,,,,,,,,
,,12/31/2002,0.38,,,nan,,,,,,,,,,,
,,9/30/2002,0.73,,,nan,,,,,,,,,,,
,,6/28/2002,0.7,,,nan,,,,,,,,,,,
,,3/28/2002,-0.98,,,nan,,,,,,,,,,,
,,12/31/2001,1.68,,,nan,,,,,,,,,,,
,,9/28/2001,0.29,,,nan,,,,,,,,,,,
,,6/29/2001,0.58,,,nan,,,,,,,,,,,
