CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
ANI Per Share,,3/30/2026,,0.54,3/23/2025,0.53,2/12/2025,0.56,12/23/2024,0.58,11/11/2024,0.6,10/9/2024,0.58,9/2/2024,,,,,,,,,
Charts Adjusted,,12/31/2025,,0.54,,0.56,,0.57,,0.6,,0.63,,0.61,,,,,,,,,,
,,9/30/2025,,0.5,,0.51,,0.52,,0.55,,0.56,,0.55,,,,,,,,,,
,,6/30/2025,,0.48,,0.48,,0.48,,0.5,,0.51,,0.5,,,,,,,,,,
,,3/30/2025,,0.46,,0.47,,0.46,,0.47,,0.47,,0.47,,,,,,,,,,
,2/6/2025,12/31/2024,-2.61,0.44,,0.46,,0.47,,0.49,,0.47,,,,,,,,,,,,
,11/7/2024,9/30/2024,0.26,0.45,,0.45,,0.42,,,,,,,,,,,,,,,,
,8/8/2024,6/30/2024,0.2,0.48,,,,,,,,,,,,,,,,,,,,
,5/23/2024,3/30/2024,0.48,0.33,,,,,,,,,,,,,,,,,,,,
,2/8/2024,12/31/2023,-0.32,0.37,,,,,,,,,,,,,,,,,,,,
,11/6/2023,9/30/2023,0.42,0.26,,,,,,,,,,,,,,,,,,,,
,8/3/2023,6/30/2023,0.34,0.26,,,,,,,,,,,,,,,,,,,,
,5/24/2023,3/30/2023,0.46,0.24,,,,,,,,,,,,,,,,,,,,
,2/9/2023,12/31/2022,-0.11,0.27,,,,,,,,,,,,,,,,,,,,
,11/3/2022,9/30/2022,-0.48,0.33,,,,,,,,,,,,,,,,,,,,
,8/5/2022,6/30/2022,-0.18,0.41,,,,,,,,,,,,,,,,,,,,
,5/26/2022,3/31/2022,0.69,0.38,,,,,,,,,,,,,,,,,,,,
,2/8/2022,12/31/2021,0.83,0.42,,,,,,,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,1.45,0.4,,,,,,,,,,,,,,,,,,,,
,8/10/2021,6/30/2021,1.06,0.41,,,,,,,,,,,,,,,,,,,,
,6/15/2021,3/31/2021,1.22,0.25,,,,,,,,,,,,,,,,,,,,
,2/9/2021,12/31/2020,0.87,0.28,,,,,,,,,,,,,,,,,,,,
,,9/30/2020,-0.03,0.19,,,,,,,,,,,,,,,,,,,,
,,6/30/2020,0.01,0.16,,,,,,,,,,,,,,,,,,,,
,,3/31/2020,-0.01,0.09,,,,,,,,,,,,,,,,,,,,
,,12/31/2019,0.01,0.18,,,,,,,,,,,,,,,,,,,,
