CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
N,,8/29/2026,,0.6,11/18/2025,0.56,10/19/2025,0.61,9/2/2025,0.61,7/28/2025,0.61,6/27/2025
,,5/30/2026,,0.54,,0.5,,0.56,,0.56,,0.56,
,,2/28/2026,,0.4,,0.44,,0.46,,0.46,,0.46,
,,11/29/2025,,0.36,,0.45,,0.47,,0.47,,0.47,
,10/15/2025,8/29/2025,0.52,0.52,11/23/2024,0.51,11/23/2024,0.51,11/23/2024,0.51,11/23/2024,,
,6/27/2025,5/30/2025,0.41,0.51,,0.47,,0.47,,0.47,,,
,3/24/2025,2/28/2025,0.38,0.39,,0.39,,0.4,,0.41,,,
,12/18/2024,11/29/2024,0.4,0.4,,0.42,,0.42,,0.47,,,
,10/15/2024,8/30/2024,0.43,0.5,,0.53,,0.53,,0.53,,,
,6/24/2024,5/31/2024,0.41,0.47,,0.47,,0.47,,0.47,,,
,3/20/2024,2/29/2024,0.325811466,0.36,,0.36,,0.39,,0.3375,,,
,12/19/2023,11/30/2023,0.322462187,0.39,,0.32,,0.3375,,,,,
,,8/31/2023,0.41,0.42,,0.27,,0.42,,0.35,,,
,,5/31/2023,0.21555927,0.01,,0.3,,0.23,,0.36,,,
,,2/28/2023,0.078208696,0.01,,0.2,,0.21,,0.2,,,
,,11/30/2022,0.13003123,0.01,,0.27,,0.21,,0.2,,,
,9/28/2022,8/31/2022,0.192674637,0.37,,0.27,,0.3,,0.28,,,
,6/28/2022,5/31/2022,0.027107738,0.16,,0.28,,0.32,,0.3,,,
,3/23/2022,2/28/2022,0.019772941,0.14,,0.13,,0.21,,0.22,,,
,12/21/2021,11/30/2021,0.046188615,0.16,,0.22,,0.21,,0.23,,,
,9/29/2021,8/31/2021,0.086785985,0.19,,0.24,,0.25,,0.22,,,
,6/29/2021,5/28/2021,0.412718328,0.28,,0.18,,0.16,,0.19,,,
,3/24/2021,2/26/2021,0.053095289,0.06,,0.12,,0.11,,0.14,,,
,12/21/2020,11/30/2020,0.076516009,0.09,,0.1,,0.14,,0.2,,,
,,8/31/2020,0.023981735,,,0.08,,0.07,,0.08,,,
,,5/29/2020,-0.083558988,,,0.11,,0.12,,0.28,,,
,,2/28/2020,0.03572786,,,0.08,,0.12,,0.15,,,
,,11/29/2019,0.034999422,,,0.09,,0.16,,0.3,,,
,,8/30/2019,-4.381499663,,,0.18,,0.34,,0.35,,,
,,5/31/2019,0.524223803,,,0.4,,0.37,,0.38,,,
,,2/28/2019,0.04468648,,,0.18,,0.19,,0.23,,,
,,11/30/2018,-0.28595304,,,0.24,,0.26,,,,,
,,8/31/2018,-0.618527581,,,0.35,,0.34,,0.29,,,
,,5/31/2018,0.475108083,,,0.36,,0.43,,,,,
,,2/28/2018,-0.302082297,,,0.14,,0.19,,0.2,,,
,,11/30/2017,0.086224818,,,0.17,,0.2,,0.26,,,
,,8/31/2017,-1.66168652,,,0.22,,0.21,,0.39,,,
,,5/31/2017,0.372702891,,,0.31,,0.4,,0.42,,,
,,2/28/2017,0.084361387,,,0.12,,0.13,,0.16,,,
,,11/30/2016,0.083283011,,,0.17,,0.28,,0.3,,,
,,8/31/2016,0.291989664,,,0.3,,0.36,,0.37,,,
,,5/31/2016,0.355199785,,,0.37,,0.44,,0.49,,,
,,2/29/2016,-2.698547236,,,0.18,,0.2,,0.27,,,
