CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Non-GAAP,,1/30/2027,,1.74,8/29/2025,1.57,7/7/2025,1.55,5/30/2025,1.52,4/11/2025,1.53,2/28/2025
,,10/30/2026,,1.65,,1.52,,1.49,,1.44,,1.47,
,,7/30/2026,,1.56,,1.46,,1.43,,1.38,,1.41,
,,4/30/2026,,1.48,,1.39,,1.36,,1.31,,1.35,
,,1/30/2026,,1.41,12/29/2024,1.33,12/29/2024,1.32,12/29/2024,1.33,12/29/2024,1.33,12/29/2024
,,10/30/2025,,1.24,,1.17,,1.16,,1.18,,1.18,
,8/27/2025,7/30/2025,1.05,1.05,,1,,0.99,,1.05,,1.05,
,5/28/2025,4/30/2025,0.76,0.81,,0.93,,0.93,,0.91,,,
,2/26/2025,1/30/2025,0.89,0.89,4/7/2024,0.84,4/7/2024,0.85,4/7/2024,0.81,4/7/2024,,
,11/20/2024,10/30/2024,0.78,0.81,,0.74,,0.74,,0.7,,,
,8/28/2024,7/30/2024,0.67,0.68,,0.63,,6.34,,5.86,,,
,5/22/2024,4/30/2024,5.98,6.12,,5.52,,5.48,,4.71,,,
,2/21/2024,1/30/2024,4.93,5.16,4/4/2023,4.5,4/4/2023,4.46,4/4/2023,3.7,4/4/2023,,
,11/21/2023,10/30/2023,3.71,4.02,,3.35,,3.33,,2.24,,,
,8/23/2023,7/30/2023,2.7,2.7,,2.05,,2.02,,1.05,,,
,5/24/2023,4/30/2023,0.82,1.09,,0.91,,0.9,,0.87,,,
,2/22/2023,1/31/2023,0.57,0.88,,0.81,,0.81,,0.8,,,
,11/16/2022,10/30/2022,0.27,0.58,,0.71,,0.73,,1.33,,,
,8/24/2022,7/30/2022,0.26,0.51,,1.25,,1.26,,1.26,,,
,5/25/2022,4/30/2022,0.64,1.36,,1.29,,1.29,,1.29,,,
,2/16/2022,1/31/2022,1.18,1.32,,1.22,,1.22,,1.2,,,
,11/17/2021,10/30/2021,0.97,1.17,,1.1,,1.1,,1.1,,,
,8/18/2021,7/30/2021,0.94,1.04,,4.11,,4.06,,3.28,,,
,5/26/2021,4/30/2021,3.03,0.92,,3.27,,3.22,,3.14,,,
,2/24/2021,1/30/2021,2.31,0.78,,2.8,,2.8,,2.76,,,
,11/18/2020,10/30/2020,2.12,0.73,,2.56,,2.56,,2.17,,,
,8/19/2020,7/31/2020,0.99,0.55,,1.97,,1.95,,1.77,,,
,5/21/2020,4/30/2020,1.47,0.45,,1.67,,1.69,,1.7,,,
,2/13/2020,1/31/2020,1.52979066,0.47,,1.67,,1.66,,1.67,,,
,11/14/2019,10/30/2019,1.454692557,0.45,,1.57,,1.58,,1.57,,,
,8/15/2019,7/31/2019,0.896103896,0.31,,1.15,,1.14,,1.15,,,
,5/16/2019,4/30/2019,0.63961039,0.88,,0.81,,0.79,,0.81,,,
,2/14/2019,1/30/2019,0.915993538,0.8,,0.75,,1.4,,1.86,,,
,11/15/2018,10/31/2018,1.968,1.84,,1.71,,1.82,,1.88,,,
,8/6/2018,7/31/2018,1.758785942,1.94,,1.66,,1.67,,1.64,,,
,5/10/2018,4/30/2018,1.984051037,2.05,,1.47,,1.45,,1.43,,,
,2/8/2018,1/31/2018,1.780254777,,,1.17,,1.16,,1.15,,,
,11/9/2017,10/30/2017,1.334394904,,,0.94,,0.92,,0.88,,,
,8/10/2017,7/31/2017,0.921011058,,,0.7,,0.69,,0.6,,,
,5/9/2017,4/30/2017,0.790951638,,,0.66,,0.67,,0.66,,,
,,1/30/2017,0.990909091,,,0.83,,0.77,,0.56,,,
,,10/31/2016,0.830015314,,,0.57,,0.56,,0.43,,,
,,7/30/2016,0.400950872,,,0.37,,0.38,,0.37,,,
,,4/30/2016,0.328308208,,,0.32,,0.28,,0.24,,,
,,1/30/2016,0.349072513,,,0.32,,0.27,,0.28,,,
,,10/30/2015,0.43539823,,,0.25,,0.24,,0.25,,,
,,7/30/2015,0.04676259,,,0.1,,0.11,,0.27,,,
,,4/30/2015,0.235915493,,,0.26,,0.32,,0.24,,,
,,1/30/2015,0.346994914,,,0.29,,0.27,,0.25,,,
,,10/30/2014,0.309865084,,,0.29,,0.28,,0.24,,,
,,7/30/2014,0.224294217,,,0.2,,0.19,,0.16,,,
,,4/30/2014,0.23932457,,,0.17,,0.13,,0.14,,,
