CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted Net Income,,12/31/2025,,0.56,5/11/2024,0.52,4/4/2024,0.52,2/10/2024,0.46,1/1/2024,0.43,11/11/2023,0.42,9/29/2023,0.45,8/11/2023,0.47,6/20/2023,0.47,5/11/2023,,3/23/2023,0.56,2/11/2023,0.6,1/25/2023,0.61,12/17/2022,0.71,11/11/2022,0.83,9/17/2022,0.82,8/14/2022,0.86,6/21/2022,0.86,5/14/2022,0.86,4/21/2022,,3/18/2022,0.76,2/11/2022,0.78,1/17/2022,0.78,12/10/2021,0.77,11/5/2021,0.71,10/15/2021,0.71,9/11/2021,0.65,8/7/2021,0.6,7/19/2021,0.58,6/21/2021,0.56,5/22/2021,0.57,5/7/2021,0.57,4/15/2021,0.49,3/13/2021,0.45,2/11/2021,0.46,1/9/2021,0.4,12/8/2020,0.37,11/7/2020,0.35,10/15/2020,0.35,9/13/2020,0.34,8/5/2020,0.34,6/23/2020,0.3,5/10/2020,0.3,3/19/2020
,,9/30/2025,,0.47,,0.48,,0.46,,0.42,,0.4,,0.41,,0.47,,0.46,,0.46,,,,0.51,,0.63,,0.63,,0.68,,0.74,,0.74,,0.75,,0.76,,0.76,,,,0.67,,0.7,,0.7,,0.69,,0.63,,0.63,,0.58,,0.5,,0.5,,0.48,,0.48,,0.48,,0.39,,0.37,,0.36,,0.31,,0.32,,0.32,,0.32,,0.29,,0.29,,0.24,,0.24,
,,6/30/2025,,0.47,,0.45,,0.44,,0.41,,0.41,,0.43,,0.49,,0.48,,0.48,,,,0.47,,0.6,,0.61,,0.66,,0.71,,0.68,,0.67,,0.7,,0.7,,,,0.6,,0.62,,0.62,,0.62,,0.61,,0.61,,0.59,,0.51,,0.53,,0.51,,0.5,,0.5,,0.4,,0.36,,0.36,,0.32,,0.32,,0.32,,0.32,,0.3,,0.3,,0.24,,0.24,
,,3/30/2025,,0.4,,0.33,,0.31,,0.35,,0.34,,0.36,,0.42,,0.44,,0.42,,,,0.36,,0.45,,0.45,,0.5,,0.55,,0.55,,0.53,,0.57,,0.57,,,,0.5,,0.5,,0.5,,0.49,,0.49,,0.49,,0.47,,0.46,,0.48,,0.46,,0.45,,0.45,,0.37,,0.3,,0.3,,0.26,,0.25,,0.25,,0.25,,0.24,,0.24,,0.18,,0.18,
,,12/31/2024,,0.55,4/4/2024,0.52,4/4/2024,0.52,2/10/2024,0.46,1/1/2024,0.43,11/11/2023,0.42,9/29/2023,0.45,8/11/2023,0.47,6/20/2023,0.47,5/11/2023,,3/23/2023,0.56,2/11/2023,0.6,1/25/2023,0.61,12/17/2022,0.71,11/11/2022,0.83,9/17/2022,0.82,8/14/2022,0.86,6/21/2022,0.86,5/14/2022,0.86,4/21/2022,,3/18/2022,0.76,2/11/2022,0.78,1/17/2022,0.78,12/10/2021,0.77,11/5/2021,0.71,10/15/2021,0.71,9/11/2021,0.65,8/7/2021,0.6,7/19/2021,0.58,6/21/2021,0.56,5/22/2021,0.57,5/7/2021,0.57,4/15/2021,0.49,3/13/2021,0.45,2/11/2021,0.46,1/9/2021,0.4,12/8/2020,0.37,11/7/2020,0.35,10/15/2020,0.35,9/13/2020,0.34,8/5/2020,0.34,6/23/2020,0.3,5/10/2020,0.3,3/19/2020
,,9/30/2024,,0.5,,0.48,,0.46,,0.42,,0.4,,0.41,,0.47,,0.46,,0.46,,,,0.51,,0.63,,0.63,,0.68,,0.74,,0.74,,0.75,,0.76,,0.76,,,,0.67,,0.7,,0.7,,0.69,,0.63,,0.63,,0.58,,0.5,,0.5,,0.48,,0.48,,0.48,,0.39,,0.37,,0.36,,0.31,,0.32,,0.32,,0.32,,0.29,,0.29,,0.24,,0.24,
,,6/30/2024,,0.44,,0.45,,0.44,,0.41,,0.41,,0.43,,0.49,,0.48,,0.48,,,,0.47,,0.6,,0.61,,0.66,,0.71,,0.68,,0.67,,0.7,,0.7,,,,0.6,,0.62,,0.62,,0.62,,0.61,,0.61,,0.59,,0.51,,0.53,,0.51,,0.5,,0.5,,0.4,,0.36,,0.36,,0.32,,0.32,,0.32,,0.32,,0.3,,0.3,,0.24,,0.24,
,5/9/2024,3/30/2024,-0.35,0.33,,0.33,,0.31,,0.35,,0.34,,0.36,,0.42,,0.44,,0.42,,,,0.36,,0.45,,0.45,,0.5,,0.55,,0.55,,0.53,,0.57,,0.57,,,,0.5,,0.5,,0.5,,0.49,,0.49,,0.49,,0.47,,0.46,,0.48,,0.46,,0.45,,0.45,,0.37,,0.3,,0.3,,0.26,,0.25,,0.25,,0.25,,0.24,,0.24,,0.18,,0.18,
,2/7/2024,12/31/2023,-0.06,0.42,3/23/2023,0.38,3/23/2023,0.35,3/23/2023,0.33,3/23/2023,0.23,3/23/2023,0.26,3/23/2023,0.3,3/23/2023,0.59,3/23/2023,0.56,2/11/2023,0.6,1/25/2023,0.61,12/17/2022,0.71,11/11/2022,0.83,9/17/2022,0.82,8/14/2022,0.86,6/21/2022,0.86,5/14/2022,0.86,4/21/2022,,3/18/2022,0.76,2/11/2022,0.78,1/17/2022,0.78,12/10/2021,0.77,11/5/2021,0.71,10/15/2021,0.71,9/11/2021,0.65,8/7/2021,0.6,7/19/2021,0.58,6/21/2021,0.56,5/22/2021,0.57,5/7/2021,0.57,4/15/2021,0.49,3/13/2021,0.45,2/11/2021,0.46,1/9/2021,0.4,12/8/2020,0.37,11/7/2020,0.35,10/15/2020,0.35,9/13/2020,0.34,8/5/2020,0.34,6/23/2020,0.3,5/10/2020,0.3,3/19/2020,,,,
,11/8/2023,9/30/2023,0.06,0.36,,0.36,,0.28,,0.01,,0.05,,0.51,,0.51,,0.63,,0.63,,0.68,,0.74,,0.74,,0.75,,0.76,,0.76,,,,0.67,,0.7,,0.7,,0.69,,0.63,,0.63,,0.58,,0.5,,0.5,,0.48,,0.48,,0.48,,0.39,,0.37,,0.36,,0.31,,0.32,,0.32,,0.32,,0.29,,0.29,,0.24,,0.24,,,,,,,,,
