CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
Non-GAAP,,12/31/2026,,1.53,1/3/2026,1.58,11/8/2025,1.71,9/17/2025,1.72,8/13/2025,1.75,6/28/2025,1.74,5/14/2025
,,9/30/2026,,1.39,,1.39,,1.47,,1.51,,1.54,,1.54,
,,6/30/2026,,1.33,,1.35,,1.42,,1.45,,1.5,,1.52,
,,3/30/2026,,1.32,,1.4,,1.5,,1.53,,1.58,,1.6,
,,12/31/2025,,1.24,12/18/2024,1.26,12/18/2024,1.48,12/18/2024,1.53,12/18/2024,1.55,12/18/2024,1.61,12/18/2024
,11/4/2025,9/30/2025,0.52,1.12,,1.21,,1.27,,1.35,,1.38,,,
,8/5/2025,6/30/2025,0.94,1.26,,1.27,,1.3,,1.4,,,,,
,5/8/2025,3/30/2025,1.31,1.42,,1.44,,1.42,,1.43,,,,,
,2/18/2025,12/31/2024,-2.8,1.51,4/5/2024,1.4,4/5/2024,1.4,4/5/2024,1.44,4/5/2024,,,,
,11/5/2024,9/30/2024,1.33,1.35,,1.35,,1.69,,1.69,,,,,
,8/6/2024,6/30/2024,1.24,1.39,,1.37,,1.55,,1.61,,,,,
,5/9/2024,3/30/2024,1.65,1.75,,1.64,,1.65,,1.61,,,,,
,2/13/2024,12/31/2023,1.51,1.84,4/4/2023,1.62,4/4/2023,1.62,4/4/2023,1.66,4/4/2023,,,,
,11/7/2023,9/30/2023,1.57,1.59,,1.45,,1.61,,1.65,,,,,
,8/8/2023,6/30/2023,1.16,1.28,,1.32,,1.29,,1.31,,,,,
,5/3/2023,3/30/2023,1.33,1.38,,1.13,,1.15,,1.64,,,,,
,2/21/2023,12/31/2022,1.02,1.2,,1.4,,1.4,,1.45,,,,,
,11/8/2022,9/30/2022,1.55,1.74,,1.41,,1.42,,1.33,,,,,
,8/2/2022,6/30/2022,1.29,1.58,,1.36,,1.36,,1.37,,,,,
,5/3/2022,3/31/2022,1.46,1.53,,1.19,,1.24,,1.15,,,,,
,2/15/2022,12/31/2021,0.96,1.3,,1.04,,1.04,,1.03,,,,,
,11/3/2021,9/30/2021,0.94,1.15,,1.01,,1.03,,1,,,,,
,8/3/2021,6/30/2021,0.9,1.3,,0.89,,0.89,,0.99,,,,,
,5/4/2021,3/31/2021,0.94,1.06,,0.99,,0.99,,1,,,,,
,2/16/2021,12/31/2020,0.91,1.27,,0.71,,0.71,,0.76,,,,,
,11/4/2020,9/30/2020,0.51,0.71,,0.34,,0.34,,0.61,,,,,
,8/4/2020,6/30/2020,-1.616186289,-0.18,,0.2,,1.26,,1.16,,,,,
,5/5/2020,3/31/2020,1.33780616,1.42,,1.23,,1.25,,1.37,,,,,
,2/18/2020,12/31/2019,1.256565657,1.47,,1.37,,1.39,,1.46,,,,,
,11/5/2019,9/30/2019,1.217883876,1.4,,1.25,,1.27,,1.29,,,,,
,8/6/2019,6/28/2019,0.903638869,1.12,,1.1,,1.18,,1.17,,,,,
,5/7/2019,3/29/2019,1.166951289,1.25,,1.19,,1.23,,1.27,,,,,
,2/19/2019,12/31/2018,0.830314624,1.62,,1.37,,1.33,,1.17,,,,,
,11/6/2018,9/28/2018,0.837500508,1.2,,1.06,,1.18,,,,,,,
,8/7/2018,6/29/2018,0.886503192,1,,1.05,,1.07,,,,,,,
,5/8/2018,3/29/2018,0.903393831,1.02,,0.91,,0.99,,,,,,,
,2/13/2018,12/29/2017,-0.195256885,,,1.21,,1.08,,1.17,,,,,
,11/7/2017,9/29/2017,0.948503969,,,0.92,,0.79,,0.93,,,,,
,8/8/2017,6/30/2017,1.062919976,,,1.09,,1.08,,1.04,,,,,
,5/9/2017,3/31/2017,0.70126799,,,0.86,,1.03,,0.86,,,,,
,,12/30/2016,0.902777778,,,0.89,,0.71,,0.77,,,,,
,,9/30/2016,0.465762379,,,0.77,,0.76,,0.73,,,,,
,,6/30/2016,1.182342593,,,0.88,,0.93,,0.68,,,,,
,,3/31/2016,0.77196422,,,0.77,,0.78,,0.95,,,,,
,,12/31/2015,1.280591918,,,1.02,,1.03,,0.78,,,,,
,,9/30/2015,1.446507659,,,0.87,,0.83,,0.84,,,,,
,,6/30/2015,1.398402983,,,0.73,,0.68,,0.66,,,,,
,,3/31/2015,0.721541438,,,0.84,,0.79,,0.81,,,,,
,,12/31/2014,1.111066863,,,0.88,,0.97,,1.02,,,,,
,,9/30/2014,0.834838451,,,0.75,,0.77,,0.8,,,,,
,,6/30/2014,0.749837873,,,0.68,,0.69,,0.7,,,,,
,,3/31/2014,0.686015831,,,0.67,,0.74,,0.87,,,,,
,,12/31/2013,1.173632126,,,0.96,,0.95,,0.74,,,,,
,,9/30/2013,0.581009296,,,0.83,,0.84,,,,,,,
,,6/28/2013,0.710811822,,,0.68,,0.68,,0.78,,,,,
,,3/28/2013,0.749531543,,,0.81,,0.85,,0.87,,,,,
,,12/31/2012,0.531091875,,,0.85,,0.86,,0.96,,,,,
,,9/28/2012,0.647912051,,,0.81,,0.94,,,,,,,
,,6/29/2012,0.648698418,,,0.84,,0.96,,,,,,,
,,3/30/2012,1.03261554,,,0.9,,,,,,,,,
,,12/30/2011,0.815409577,,,nan,,,,,,,,,
,,9/30/2011,-0.708531905,,,nan,,,,,,,,,
,,6/30/2011,1.003303561,,,nan,,,,,,,,,
,,3/31/2011,0.878950166,,,nan,,,,,,,,,
,,12/31/2010,0.979285887,,,nan,,,,,,,,,
,,9/30/2010,1.199904008,,,nan,,,,,,,,,
,,6/30/2010,0.479904019,,,nan,,,,,,,,,
,,3/31/2010,0.297391794,,,nan,,,,,,,,,
,,12/31/2009,-0.012138869,,,nan,,,,,,,,,
,,9/30/2009,-0.114102185,,,nan,,,,,,,,,
,,6/30/2009,0.12195122,,,nan,,,,,,,,,
,,3/31/2009,0.260543885,,,nan,,,,,,,,,
,,12/31/2008,0.2,,,nan,,,,,,,,,
,,9/30/2008,-0.03,,,nan,,,,,,,,,
,,6/30/2008,0.03,,,nan,,,,,,,,,
,,3/31/2008,0.3,,,nan,,,,,,,,,
,,12/31/2007,0.45,,,nan,,,,,,,,,
,,9/28/2007,0.23,,,nan,,,,,,,,,
,,6/29/2007,0.27,,,nan,,,,,,,,,
,,3/30/2007,0.24,,,nan,,,,,,,,,
,,12/29/2006,-0.03,,,nan,,,,,,,,,
,,9/29/2006,0.42,,,nan,,,,,,,,,
,,6/30/2006,0.04,,,nan,,,,,,,,,
,,3/31/2006,0.02,,,nan,,,,,,,,,
,,12/30/2005,-0.305,,,nan,,,,,,,,,
,,9/30/2005,-0.37,,,nan,,,,,,,,,
,,6/30/2005,-4.23,,,nan,,,,,,,,,
,,3/31/2005,-0.095,,,nan,,,,,,,,,
,,12/31/2004,-0.54,,,nan,,,,,,,,,
,,9/30/2004,0.35,,,nan,,,,,,,,,
,,6/30/2004,0.125,,,nan,,,,,,,,,
,,3/31/2004,0.28,,,nan,,,,,,,,,
,,12/31/2003,0.51,,,nan,,,,,,,,,
,,9/30/2003,0.735,,,nan,,,,,,,,,
,,6/30/2003,0.385,,,nan,,,,,,,,,
,,3/31/2003,0.44,,,nan,,,,,,,,,
,,12/31/2002,-0.095,,,nan,,,,,,,,,
,,9/30/2002,0.725,,,nan,,,,,,,,,
,,6/28/2002,0.7,,,nan,,,,,,,,,
,,3/28/2002,0.735,,,nan,,,,,,,,,
,,12/31/2001,0.155,,,nan,,,,,,,,,
,,9/28/2001,0.135,,,nan,,,,,,,,,
,,6/29/2001,0.325,,,nan,,,,,,,,,
,,3/30/2001,0.06,,,nan,,,,,,,,,
,,12/29/2000,0.28,,,nan,,,,,,,,,
