CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,12/31/2023,,0.81,3/19/2023,0.81,2/11/2023,0.8,1/24/2023,0.81,12/17/2022,0.8,11/11/2022,0.82,10/20/2022,0.82,9/16/2022,0.83,8/13/2022,0.84,7/15/2022,0.84,6/15/2022,0.84,5/12/2022,0.84,4/20/2022,,3/18/2022,0.71,2/13/2022,0.71,1/20/2022,0.71,12/16/2021,0.71,11/12/2021,0.72,10/16/2021,0.72,9/13/2021,0.71,8/8/2021,0.71,7/10/2021,0.71,6/9/2021,0.73,5/10/2021,0.73,4/12/2021,0.65,3/13/2021,0.62,2/9/2021,0.62,1/4/2021,0.62,12/2/2020,0.63,11/2/2020,0.63,9/27/2020,0.63,9/25/2020
,,9/30/2023,,0.79,,0.79,,0.79,,0.79,,0.79,,0.79,,0.79,,0.79,,0.78,,0.78,,0.78,,0.78,,,,0.69,,0.69,,0.69,,0.69,,0.68,,0.68,,0.68,,0.68,,0.68,,0.67,,0.67,,0.61,,0.6,,0.6,,0.6,,0.58,,0.58,,0.58,
,,6/30/2023,,0.71,,0.72,,0.73,,0.74,,0.73,,0.75,,0.75,,0.74,,0.72,,0.72,,0.73,,0.73,,,,0.66,,0.66,,0.66,,0.66,,0.66,,0.66,,0.62,,0.62,,0.62,,0.62,,0.62,,0.55,,0.53,,0.53,,0.53,,0.55,,0.55,,0.55,
,,3/30/2023,,0.65,,0.65,,0.66,,0.66,,0.67,,0.69,,0.69,,0.68,,0.68,,0.68,,0.68,,0.68,,,,0.62,,0.62,,0.62,,0.61,,0.61,,0.61,,0.6,,0.6,,0.6,,0.56,,0.56,,0.49,,0.5,,0.5,,0.5,,0.53,,0.53,,0.53,
,2/9/2023,12/31/2022,0.48,0.7,,0.68,,0.68,,0.68,,0.73,,0.73,,0.73,,0.75,,0.75,,0.75,,0.77,,0.77,,0.71,2/13/2022,0.71,1/20/2022,0.71,12/16/2021,0.71,11/12/2021,0.72,10/16/2021,0.72,9/13/2021,0.71,8/8/2021,0.71,7/10/2021,0.71,6/9/2021,0.73,5/10/2021,0.73,4/12/2021,0.65,3/13/2021,0.62,2/9/2021,0.62,1/4/2021,0.62,12/2/2020,0.63,11/2/2020,0.63,9/27/2020,0.63,9/25/2020,,
,11/9/2022,9/30/2022,0.51,0.75,,0.69,,0.69,,0.69,,0.7,,0.7,,0.7,,0.7,,0.7,,0.69,,0.69,,0.69,,0.69,,0.68,,0.68,,0.68,,0.68,,0.68,,0.67,,0.67,,0.61,,0.6,,0.6,,0.6,,0.58,,0.58,,0.58,,,,,,,,,
,8/4/2022,6/30/2022,0.38,0.7,,0.64,,0.64,,0.64,,0.64,,0.64,,0.66,,0.66,,0.66,,0.66,,0.66,,0.66,,0.62,,0.62,,0.62,,0.62,,0.62,,0.55,,0.53,,0.53,,0.53,,0.55,,0.55,,0.55,,,,,,,,,,,,,,,
,5/5/2022,3/31/2022,0.51,0.6,,0.53,,0.53,,0.62,,0.62,,0.62,,0.61,,0.61,,0.61,,0.6,,0.6,,0.6,,0.56,,0.56,,0.49,,0.5,,0.5,,0.5,,0.53,,0.53,,0.53,,,,,,,,,,,,,,,,,,,,,
,2/11/2022,12/31/2021,0.38,0.54,,0.52,,0.52,,0.52,,0.58,,0.58,,0.6,,0.6,,0.6,,0.65,,0.65,4/12/2021,0.65,3/13/2021,0.62,2/9/2021,0.62,1/4/2021,0.62,12/2/2020,0.63,11/2/2020,0.63,9/27/2020,0.63,9/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,0.53,0.66,,0.56,,0.56,,0.58,,0.58,,0.58,,0.61,,0.61,,0.61,,0.6,,0.6,,0.6,,0.58,,0.58,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2021,6/30/2021,0.53,0.66,,0.54,,0.54,,0.55,,0.55,,0.55,,0.53,,0.53,,0.53,,0.55,,0.55,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/10/2021,3/31/2021,0.47,0.59,,0.49,,0.49,,0.5,,0.5,,0.5,,0.53,,0.53,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/9/2021,12/31/2020,0.38,0.51,,0.49,,0.49,,0.52,4/21/2020,0.52,4/21/2020,0.65,3/16/2020,0.64,3/8/2020,0.64,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2020,9/30/2020,0.43,0.56,,0.49,,0.6,,0.59,,0.59,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2020,6/30/2020,0.32,0.52,,0.55,,0.55,,0.55,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/11/2020,3/31/2020,0.44,0.53,,0.47,,0.49,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6/2020,12/31/2019,0.42,0.57,,0.56,,0.57,,0.58,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/7/2019,9/30/2019,0.449842369,0.56,,0.52,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7/2019,6/28/2019,0.378515666,0.49,,0.46,,0.47,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2019,3/29/2019,0.309956919,0.43,,0.4,,0.43,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/7/2019,12/31/2018,0.409769957,0.52,,0.48,,0.49,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6/2018,9/28/2018,0.377552546,0.48,,0.45,,0.46,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7/2018,6/29/2018,0.333947068,0.41,,0.4,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/3/2018,3/29/2018,0.329591276,0.39,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/12/2018,12/29/2017,0.298657613,,,0.41,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/7/2017,9/29/2017,0.378280946,,,0.39,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2017,6/30/2017,0.355882639,,,0.36,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2017,3/31/2017,0.263194855,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10/2017,12/30/2016,0.379041948,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2016,9/30/2016,0.328494076,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3/2016,6/30/2016,0.305098428,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5/2016,3/31/2016,0.273805173,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.298657613,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.312735954,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.283763331,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.200825645,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.206691906,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.211544144,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
