CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2025,,0.68,5/4/2024,0.72,4/5/2024,0.72,2/17/2024,0.66,1/30/2024,0.71,12/28/2023,0.71,10/28/2023,,,,,,,,,
,,9/30/2025,,0.62,,0.67,,0.67,,0.62,,0.65,,0.65,,,,,,,,,,
,,6/30/2025,,0.56,,0.66,,0.66,,0.66,,0.69,,0.69,,,,,,,,,,
,,3/30/2025,,0.43,,0.5,,0.5,,0.48,,0.51,,0.51,,,,,,,,,,
,,12/31/2024,,0.66,4/5/2024,0.72,4/5/2024,0.72,2/17/2024,0.66,1/30/2024,0.71,12/28/2023,0.71,10/28/2023,,,,,,,,,
,,9/30/2024,,0.62,,0.67,,0.67,,0.62,,0.65,,0.65,,,,,,,,,,
,,6/30/2024,,0.53,,0.66,,0.66,,0.66,,0.69,,0.69,,,,,,,,,,
,5/2/2024,3/30/2024,0.28,0.5,,0.5,,0.5,,0.48,,0.51,,0.51,,,,,,,,,,
,2/13/2024,12/31/2023,0.64,0.71,,0.67,,0.64,,0.64,,,,,,,,,,,,,,
,11/2/2023,9/30/2023,0.54,0.61,,0.61,,,,,,,,,,,,,,,,,,
,7/27/2023,6/30/2023,0.65,0.72,,0.72,,,,,,,,,,,,,,,,,,
,5/2/2023,3/30/2023,0.47,0.52,,0.52,,,,,,,,,,,,,,,,,,
,2/14/2023,12/31/2022,0.44,0.78,,0.78,,,,,,,,,,,,,,,,,,
,10/27/2022,9/30/2022,0.58,0.66,,0.66,,,,,,,,,,,,,,,,,,
,7/28/2022,6/30/2022,0.52,0.59,,0.59,,,,,,,,,,,,,,,,,,
,5/2/2022,3/31/2022,0.36,0.4,,0.4,,,,,,,,,,,,,,,,,,
,2/10/2022,12/31/2021,0.61,0.64,,0.64,,,,,,,,,,,,,,,,,,
,10/26/2021,9/30/2021,0.52,0.55,,0.55,,,,,,,,,,,,,,,,,,
,7/28/2021,6/30/2021,0.48,0.51,,0.51,,,,,,,,,,,,,,,,,,
,5/5/2021,3/31/2021,0.31,0.35,,0.35,,,,,,,,,,,,,,,,,,
,2/10/2021,12/31/2020,0.43,0.47,,0.47,,,,,,,,,,,,,,,,,,
,11/12/2020,9/30/2020,0.28,0.32,,0.32,,,,,,,,,,,,,,,,,,
,8/5/2020,6/30/2020,0.11,0.12,,0.12,,,,,,,,,,,,,,,,,,
,5/6/2020,3/31/2020,0.08,0.15,,0.15,,,,,,,,,,,,,,,,,,
,2/18/2020,12/31/2019,0.23,0.23,,0.23,,,,,,,,,,,,,,,,,,
,11/5/2019,9/30/2019,0.21,0.21,,0.21,,,,,,,,,,,,,,,,,,
,,6/28/2019,0.23,0.23,,0.23,,,,,,,,,,,,,,,,,,
,,3/29/2019,0.14,0.15,,0.15,,,,,,,,,,,,,,,,,,
,,12/31/2018,-0.01,0.11,,0.11,,,,,,,,,,,,,,,,,,
,,9/28/2018,0.13,0.13,,0.13,,,,,,,,,,,,,,,,,,
,,6/29/2018,0.1,,,,,,,,,,,,,,,,,,,,,
,,3/29/2018,0.09,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,0.04,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,0.03,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,0.03,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,0.03,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.02,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.01,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,-0.01,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,-0.01,,,,,,,,,,,,,,,,,,,,,
