CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,,
Adjusted,,12/31/2026,,1.2,9/1/2025,1.2,7/26/2025,1.21,6/5/2025,1.21,4/28/2025,1.22,3/31/2025
,,9/30/2026,,1.23,,1.23,,1.24,,1.24,,1.25,
,,6/30/2026,,1.2,,1.21,,1.16,,1.18,,1.19,
,,3/30/2026,,1.19,,1.19,,1.18,,1.18,,1.14,
,,12/31/2025,,0.99,1/13/2025,1,1/13/2025,1.02,1/13/2025,1.02,1/13/2025,1.03,1/13/2025
,,9/30/2025,,1.04,,1.04,,1.04,,1.04,,1.05,
,7/24/2025,6/30/2025,0.56,1.08,,0.99,,1,,1.02,,,
,4/24/2025,3/30/2025,0.75,1.05,,0.97,,0.99,,1.07,,,
,2/13/2025,12/31/2024,0.34,0.97,4/7/2024,0.96,4/7/2024,0.97,4/7/2024,0.97,4/7/2024,,
,10/23/2024,9/30/2024,0.35,1.04,,1.01,,1.01,,1.01,,,
,7/25/2024,6/30/2024,0.44,0.99,,0.97,,0.94,,0.9,,,
,4/25/2024,3/30/2024,0.33,0.92,,0.8,,0.8,,0.83,,,
,2/13/2024,12/31/2023,0.03,0.8,3/25/2023,0.71,3/25/2023,0.7,3/25/2023,0.72,3/25/2023,,
,10/24/2023,9/30/2023,-2.07,0.91,,0.95,,0.95,,0.96,,,
,7/25/2023,6/30/2023,0.28,0.86,,0.83,,0.83,,0.88,,,
,4/25/2023,3/30/2023,0.27,0.8,,0.74,,0.75,,0.86,,,
,2/14/2023,12/31/2022,0.24,0.78,,0.82,,0.82,,0.82,,,
,10/25/2022,9/30/2022,0.41,0.93,,0.91,,0.91,,0.93,,,
,7/26/2022,6/30/2022,0.49,0.98,,0.98,,0.98,,0.99,,,
,4/26/2022,3/31/2022,0.25,0.93,,0.92,,0.93,,0.97,,,
,2/22/2022,12/31/2021,5.27,0.81,,0.91,,0.91,,0.91,,,
,10/26/2021,9/30/2021,0.59,1.01,,0.93,,0.93,,0.92,,,
,7/27/2021,6/30/2021,0.66,0.96,,0.91,,0.91,,0.84,,,
,4/27/2021,3/31/2021,0.67,0.91,,0.79,,0.77,,0.77,,,
,2/16/2021,12/31/2020,0.53,0.8,,0.79,,0.79,,0.76,3/23/2020,,
,10/27/2020,9/30/2020,0.53,0.81,,0.75,,0.73,,0.63,,,
,7/28/2020,6/30/2020,0.36,0.66,,0.47,,0.45,,0.43,,,
,4/28/2020,3/31/2020,0.37,0.73,,0.7,,0.69,,0.69,,,
,2/18/2020,12/31/2019,0.43,0.75,,0.72,,0.7,,0.7,,,
,10/22/2019,9/30/2019,0.48,0.76,,0.71,,0.71,,0.69,,,
,7/23/2019,6/28/2019,0.53058024,0.69,,0.65,,0.66,,0.7,,,
,4/23/2019,3/29/2019,0.371204188,0.6,,0.59,,0.63,,0.64,,,
,2/14/2019,12/31/2018,0.534554974,0.66,,0.63,,0.61,,0.62,,,
,10/23/2018,9/28/2018,0.242154812,0.65,,0.62,,0.63,,0.62,,,
,7/24/2018,6/29/2018,0.288259958,0.62,,0.59,,0.58,,0.57,,,
,4/20/2018,3/29/2018,0.384534456,0.57,,0.52,,0.51,,0.49,,,
,2/13/2018,12/29/2017,1.292040063,,,0.48,,0.47,,,,,
,10/27/2017,9/29/2017,0.363636364,,,0.46,,0.44,,0.46,,,
,7/25/2017,6/30/2017,0.34284205,,,0.44,,,,,,,
,4/25/2017,3/31/2017,0.327377824,,,,,,,,,,
,,12/30/2016,0.268108108,,,,,,,,,,
,,9/30/2016,0.222402597,,,,,,,,,,
,,6/30/2016,0.093817787,,,,,,,,,,
,,3/31/2016,0.068478261,,,,,,,,,,
,,12/31/2015,0.104404568,,,,,,,,,,
,,9/30/2015,-0.021965953,,,,,,,,,,
