CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Adjusted,,12/31/2026,,2.17,11/18/2025,2.16,10/19/2025,2.16,9/28/2025,2.16,8/26/2025,2.18,7/21/2025
,,9/30/2026,,1.96,,1.98,,1.98,,1.98,,1.99,
,,6/30/2026,,2.94,,2.93,,2.92,,2.92,,2.9,
,,3/30/2026,,3.24,,3.24,,3.24,,3.24,,3.24,
,,12/31/2025,,1.98,12/27/2024,1.98,12/27/2024,1.99,12/27/2024,1.99,12/27/2024,1.98,12/27/2024
,10/16/2025,9/30/2025,1.51,1.85,,1.8,,1.8,,1.8,,,
,7/17/2025,6/30/2025,2.45,2.72,,2.68,,2.67,,2.68,,,
,4/17/2025,3/30/2025,2.79,3.06,,3.06,,3.06,,3.08,,,
,1/30/2025,12/31/2024,1.59,1.87,3/10/2024,1.78,3/10/2024,1.83,3/10/2024,1.85,3/10/2024,,
,10/17/2024,9/30/2024,1.51,1.63,,1.62,,1.62,,1.61,,,
,7/18/2024,6/30/2024,2.27,2.41,,2.4,,2.4,,2.41,,,
,4/18/2024,3/30/2024,2.82,2.89,,2.8,,2.81,,2.81,,,
,1/25/2024,12/31/2023,1.52,1.68,,1.64,,1.64,,1.61,,,
,10/19/2023,9/30/2023,1.47,1.57,,1.39,,1.39,,1.38,,,
,7/20/2023,6/30/2023,2.07,2.2,,2.11,,2.12,,2.13,,,
,4/20/2023,3/30/2023,2.47,2.53,,2.47,,2.45,,2.46,,,
,1/26/2023,12/31/2022,0.93,1.47,,1.4,,1.4,,1.4,,,
,10/20/2022,9/30/2022,1.08,1.18,,1.15,,1.15,,1.15,,,
,7/21/2022,6/30/2022,1.91,1.89,,1.88,,1.88,,1.89,,,
,4/21/2022,3/31/2022,2.1,2.3,,2.16,,2.16,,2.17,,,
,1/27/2022,12/31/2021,1.57,1.36,,1.34,,1.34,,1.37,,,
,10/21/2021,9/30/2021,1.05,1.08,,0.98,,0.98,,0.95,,,
,7/22/2021,6/30/2021,1.6,1.75,,1.42,,1.42,,1.38,,,
,4/27/2021,3/31/2021,1.91,1.99,,1.71,,1.7,,1.7,,,
,1/28/2021,12/31/2020,0.73,1.19,,1.13,,1.13,,1.13,,,
,10/29/2020,9/30/2020,0.62,0.82,,0.72,,0.72,,0.69,,,
,7/30/2020,6/30/2020,1.119373777,1.32,,1.13,,1.3,,1.29,,,
,4/30/2020,3/31/2020,1.478431373,1.64,,1.57,,1.58,,1.61,,,
,1/30/2020,12/31/2019,0.766666667,1.19,,1.18,,1.19,,1.22,,,
,10/29/2019,9/30/2019,0.59295499,0.77,,0.7,,0.8,,0.84,,,
,7/30/2019,6/28/2019,0.6484375,1.18,,1.13,,1.15,,1.2,,,
,4/25/2019,3/29/2019,1.401174168,1.52,,1.45,,1.46,,,,,
,1/31/2019,12/31/2018,0.300589391,1.09,,1.04,,1.05,,1.08,,,
,10/25/2018,9/28/2018,0.541176471,0.78,,0.75,,0.86,,,,,
,7/26/2018,6/29/2018,1.037109375,1.1,,1.11,,1.09,,,,,
,4/26/2018,3/29/2018,1.342412451,1.38,,1.3,,1.17,,,,,
,2/1/2018,12/29/2017,0.055876686,,,0.94,,0.95,,,,,
,10/26/2017,9/29/2017,0.757225434,,,0.78,,0.79,,0.78,,,
,7/27/2017,6/30/2017,0.963461538,,,1,,1.01,,,,,
,4/27/2017,3/31/2017,1.090038314,,,0.98,,0.99,,,,,
,,12/30/2016,0.836852207,,,0.84,,0.86,,,,,
,,9/30/2016,0.724665392,,,0.68,,0.7,,0.69,,,
,,6/30/2016,0.899047619,,,0.9,,0.89,,,,,
,,3/31/2016,0.914448669,,,0.88,,0.89,,0.9,,,
,,12/31/2015,0.711574953,,,0.71,,,,,,,
,,9/30/2015,0.606003752,,,0.6,,,,,,,
,,6/30/2015,0.774491682,,,0.79,,,,,,,
,,3/31/2015,0.88440367,,,0.86,,,,,,,
,,12/31/2014,0.53649635,,,0.66,,,,,,,
,,9/30/2014,0.539019964,,,0.52,,,,,,,
,,6/30/2014,0.775179856,,,0.75,,,,,,,
,,3/31/2014,0.79676259,,,0.8,,,,,,,
,,12/31/2013,0.543985637,,,0.56,,,,,,,
,,9/30/2013,0.453405018,,,0.46,,,,,,,
,,6/28/2013,0.694096601,,,0.67,,,,,,,
,,3/28/2013,0.741472172,,,0.69,,,,,,,
,,12/31/2012,0.467509025,,,0.52,,,,,,,
,,9/28/2012,0.436594203,,,0.38,,,,,,,
,,6/29/2012,0.594936709,,,0.58,,,,,,,
