Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1
,12/31/2018,0.473173154,3/8/2020,,,,,,
,9/28/2018,0.509274157,,,,,,,
,6/29/2018,0.502805021,,,,,,,
,3/29/2018,0.542849706,,,,,,,
,12/29/2017,0.35740403600000004,,,,,,,
,9/29/2017,0.506036306,,,,,,,
,6/30/2017,0.479397564,,,,,,,
,3/31/2017,0.46549199399999996,,,,,,,
,12/30/2016,0.39548356,,,,,,,
,9/30/2016,0.460096909,,,,,,,
,6/30/2016,0.433276536,,,,,,,
,3/31/2016,0.426881038,,,,,,,
,12/31/2015,0.44052597,,,,,,,
,9/30/2015,0.42656251799999995,,,,,,,
,6/30/2015,0.400191411,,,,,,,
,3/31/2015,0.397853113,,,,,,,
,12/31/2014,0.41409097899999997,,,,,,,
,9/30/2014,0.458549635,,,,,,,
,6/30/2014,0.43772143,,,,,,,
,3/31/2014,0.41485251700000003,,,,,,,
,12/31/2013,0.376121596,,,,,,,
,9/30/2013,0.438376104,,,,,,,
,6/28/2013,0.43566328600000004,,,,,,,
,3/28/2013,0.43344939299999996,,,,,,,
,12/31/2012,0.385112998,,,,,,,
,9/28/2012,0.43925126200000003,,,,,,,
,6/29/2012,0.430239936,,,,,,,
,3/30/2012,0.42645395799999997,,,,,,,
,12/30/2011,0.398743888,,,,,,,
,9/30/2011,0.440341266,,,,,,,
,6/30/2011,0.458132925,,,,,,,
,3/31/2011,0.45685539,,,,,,,
,12/31/2010,0.407431793,,,,,,,
,9/30/2010,0.447095497,,,,,,,
,6/30/2010,0.39312465399999996,,,,,,,
,3/31/2010,0.381813443,,,,,,,
,12/31/2009,0.341609682,,,,,,,
,9/30/2009,0.349280101,,,,,,,
,6/30/2009,0.29393394300000003,,,,,,,
,3/31/2009,0.31688013800000003,,,,,,,
,12/31/2008,0.424242424,,,,,,,
,9/30/2008,0.424242424,,,,,,,
,6/30/2008,0.363636364,,,,,,,
,3/31/2008,0.325757576,,,,,,,
,12/31/2007,0.378787879,,,,,,,
,9/28/2007,0.378787879,,,,,,,
,6/29/2007,0.340909091,,,,,,,
,3/30/2007,0.340909091,,,,,,,
,12/29/2006,0.303030303,,,,,,,
,9/29/2006,0.325757576,,,,,,,
,6/30/2006,0.295454545,,,,,,,
,3/31/2006,0.325757576,,,,,,,
,12/30/2005,0.21969697,,,,,,,
,9/30/2005,0.28030303,,,,,,,
,6/30/2005,0.22727272699999998,,,,,,,
