CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Non-GAAP,,3/30/2027,,0.73,11/10/2025,0.74,9/22/2025,0.76,8/17/2025,0.75,6/28/2025,0.72,5/14/2025
,,12/30/2026,,0.66,,0.69,,0.7,,0.69,,0.67,
,,9/30/2026,,0.63,,0.64,,0.65,,0.64,,0.61,
,,6/30/2026,,0.55,,0.56,,0.57,,0.54,,0.52,
,,3/30/2026,,0.46,4/22/2025,0.48,4/22/2025,0.48,4/22/2025,0.44,4/22/2025,0.43,4/22/2025
,,12/30/2025,,0.39,,0.4,,0.4,,0.37,,0.36,
,11/6/2025,9/30/2025,0.03,0.35,,0.33,,0.33,,0.3,,0.29,
,8/7/2025,6/30/2025,-0.09,0.27,,0.23,,0.22,,0.17,,,
,5/8/2025,3/30/2025,-0.29,0.11,6/26/2024,0.11,6/26/2024,0.11,6/26/2024,0.12,6/26/2024,,
,2/6/2025,12/30/2024,-0.1,0.2,,0.29,,0.31,,0.48,,,
,11/5/2024,9/30/2024,0.14,0.46,,0.43,,0.45,,0.6,,,
,8/1/2024,6/30/2024,0.24,0.53,,0.52,,0.52,,0.58,,,
,5/6/2024,3/30/2024,0.28,0.57,,0.57,,0.59,,0.98,,,
,2/1/2024,12/30/2023,0.77,1.08,,1.13,,1.44,,1.54,,,
,11/2/2023,9/30/2023,1.213765477,1.62,,1.62,,1.63,,1.62,,,
,8/3/2023,6/30/2023,1.208560029,1.64,,1.64,,1.43,,,,,
,5/4/2023,3/30/2023,1.09044954,1.64,,1.62,,1.63,,1.62,,,
,2/2/2023,12/30/2022,1.044832553,1.56,,1.55,,1.36,,1.14,,,
,11/3/2022,9/30/2022,0.978327064,1.46,,1.44,,1.35,,1.165,,,
,8/2/2022,6/30/2022,0.903294746,1.37,,1.34,,1.15,,,,,
,5/9/2022,3/31/2022,0.774907096,1.35,,1.25,,1.115,,1.84,,,
,2/3/2022,12/31/2021,0.621893178,1.2,,1.17,,2.18,,1.77,,,
,11/4/2021,9/30/2021,0.427637392,1.07,,1.06,,2.11,,1.82,,,
,8/3/2021,6/30/2021,0.447275301,0.99,,0.95,,0.475,,0.955,,,
,5/6/2021,3/31/2021,0.206039076,0.81,,0.87,,0.815,,0.75,,,
,2/4/2021,12/31/2020,0.065722585,0.78,,0.79,,0.725,,0.72,,,
,11/5/2020,9/30/2020,0.137467314,0.78,,0.715,,0.71,,0.695,,,
,8/4/2020,6/30/2020,0.239720714,,,0.715,,0.71,,0.69,,,
,,3/31/2020,0.194131364,,,0.675,,0.64,,0.655,,,
,,12/31/2019,0.602206736,,,0.63,,0.62,,0.73,,,
,,9/30/2019,0.213278496,,,0.715,,0.76,,0.92,,,
,,6/28/2019,0.099842458,,,0.685,,0.69,,0.85,,,
,,3/29/2019,0.034927426,,,0.7,,0.78,,0.79,,,
,,12/31/2018,0.100572363,,,0.79,,0.785,,0.825,,,
,,9/28/2018,0.191223193,,,0.865,,0.845,,0.755,,,
,,6/29/2018,0.070777161,,,0.74,,0.715,,0.72,,,
,,3/29/2018,0.291650099,,,0.67,,0.685,,0.62,,,
,,12/29/2017,-0.536265623,,,0.675,,0.6,,0.55,,,
,,9/29/2017,0.386400127,,,0.675,,0.625,,0.575,,,
,,6/30/2017,0.351143671,,,0.615,,0.605,,0.555,,,
,,3/31/2017,0.28621363,,,0.53,,0.465,,,,,
,,12/30/2016,0.227621228,,,0.43,,0.45,,0.36,,,
,,9/30/2016,0.072488887,,,0.435,,0.375,,0.38,,,
,,6/30/2016,-0.264440505,,,0.37,,0.36,,0.355,,,
,,3/31/2016,0.154689014,,,0.34,,0.335,,0.325,,,
,,12/31/2015,0.140408304,,,0.31,,0.305,,0.36,,,
,,9/30/2015,0.149468676,,,0.315,,0.37,,0.365,,,
,,6/30/2015,0.30139966,,,0.355,,0.35,,0.345,,,
,,3/31/2015,0.224945349,,,0.335,,0.33,,0.325,,,
,,12/31/2014,0.192532452,,,0.31,,0.35,,0.34,,,
,,9/30/2014,0.207828785,,,0.335,,0.36,,0.355,,,
,,6/30/2014,0.200218682,,,0.335,,0.325,,0.275,,,
,,3/31/2014,0.250337915,,,0.305,,0.31,,0.27,,,
,,12/31/2013,0.240543797,,,0.3,,0.275,,,,,
,,9/30/2013,0.230525465,,,0.3,,0.285,,0.24,,,
,,6/28/2013,0.185095588,,,0.27,,0.25,,0.21,,,
,,3/28/2013,0.142494963,,,0.235,,0.21,,0.16,,,
,,12/31/2012,0.024884421,,,0.185,,0.195,,0.245,,,
,,9/28/2012,-0.054581057,,,0.24,,,,,,,
