CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y - Mostly,,12/31/2026,,-0.2,11/9/2025,-0.15,9/24/2025,-0.13,8/22/2025,-0.13,6/28/2025,-0.18,5/16/2025,,,,,,,,,,,
,,9/30/2026,,-0.21,,-0.17,,-0.15,,-0.15,,-0.17,,,,,,,,,,,,
,,6/30/2026,,-0.21,,-0.17,,-0.15,,-0.15,,-0.17,,,,,,,,,,,,
,,3/30/2026,,-0.22,,-0.19,,-0.18,,-0.18,,-0.16,,,,,,,,,,,,
,,12/31/2025,,-0.24,3/2/2025,-0.27,3/2/2025,-0.26,3/2/2025,-0.25,3/2/2025,-0.24,3/2/2025,,,,,,,,,,,
,11/5/2025,9/30/2025,-0.2,-0.2,,-0.27,,-0.26,,-0.25,,-0.25,,,,,,,,,,,,
,8/11/2025,6/30/2025,-0.36,-0.36,,-0.25,,-0.26,,-0.27,,,,,,,,,,,,,,
,5/12/2025,3/30/2025,-0.17,-0.17,,-0.27,,-0.28,,-0.27,,,,,,,,,,,,,,
,2/27/2025,12/31/2024,-0.45,-0.45,,-0.29,,-0.29,,,,,,,,,,,,,,,,
,11/8/2024,9/30/2024,-0.29,-0.29,,-0.29,,,,,,,,,,,,,,,,,,
,8/8/2024,6/30/2024,-0.32,-0.32,,-0.32,,,,,,,,,,,,,,,,,,
,5/9/2024,3/30/2024,-0.36,-0.36,,-0.36,,,,,,,,,,,,,,,,,,
,2/26/2024,12/31/2023,-0.34,-0.34,,-0.34,,,,,,,,,,,,,,,,,,
,11/9/2023,9/30/2023,-0.19,-0.19,,-0.19,,,,,,,,,,,,,,,,,,
,8/10/2023,6/30/2023,-0.73,-0.73,,-0.73,,,,,,,,,,,,,,,,,,
,5/11/2023,3/30/2023,-0.46,-0.46,,-0.46,,,,,,,,,,,,,,,,,,
,3/9/2023,12/31/2022,-0.32,-0.32,,-0.32,,,,,,,,,,,,,,,,,,
,11/10/2022,9/30/2022,-0.26,-0.26,,-0.26,,,,,,,,,,,,,,,,,,
,8/10/2022,6/30/2022,-0.17,-0.17,,-0.17,,,,,,,,,,,,,,,,,,
,5/12/2022,3/31/2022,-0.17,-0.17,,-0.17,,,,,,,,,,,,,,,,,,
,3/14/2022,12/31/2021,-0.3,-0.3,,-0.3,,,,,,,,,,,,,,,,,,
,11/12/2021,9/30/2021,-0.33,-0.33,,-0.33,,,,,,,,,,,,,,,,,,
,,6/30/2021,-1.25,-1.25,,-1.25,,,,,,,,,,,,,,,,,,
,,3/31/2021,-1.26,-1.26,,-1.26,,,,,,,,,,,,,,,,,,
,,12/31/2020,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,,9/30/2020,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,,6/30/2020,-0.12,-0.12,,-0.12,,,,,,,,,,,,,,,,,,
,,3/31/2020,-0.13,-0.13,,-0.13,,,,,,,,,,,,,,,,,,
