CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Non-GAAP,,12/31/2026,,0.1,10/27/2025,0.06,9/24/2025,0.06,8/22/2025,0.2,7/28/2025,0.2,6/27/2025
,,9/30/2026,,0.09,,0.08,,0.08,,0.08,,0.08,
,,6/30/2026,,0.39,,0.39,,0.39,,0.29,,0.29,
,,3/30/2026,,0.89,,0.98,,0.98,,0.89,,0.89,
,,12/31/2025,,-0.02,12/22/2024,-0.02,12/22/2024,-0.02,12/22/2024,0.03,12/22/2024,0.03,12/22/2024
,,9/30/2025,,-0.09,,-0.09,,-0.09,,-0.04,,-0.04,
,8/11/2025,6/30/2025,-0.85,0.4,,0.21,,0.21,,0.23,,,
,5/8/2025,3/30/2025,0.47,1.06,,0.71,,0.7,,0.7,,,
,2/27/2025,12/31/2024,0.09,0.4,4/10/2024,0.35,4/10/2024,0.38,4/10/2024,0.41,4/10/2024,,
,11/7/2024,9/30/2024,-0.15,0.13,,0.21,,0.22,,0.32,,,
,8/8/2024,6/30/2024,-0.54,0.25,,0.25,,0.29,,0.32,,,
,5/9/2024,3/30/2024,0.09,0.59,,0.73,,0.75,,0.95,,,
,2/27/2024,12/31/2023,-0.45,0.14,4/8/2023,0.17,4/8/2023,0.16,4/8/2023,0.28,4/8/2023,,
,11/9/2023,9/30/2023,-0.12,0.14,,0.22,,0.22,,0.22,,,
,8/3/2023,6/30/2023,0.01,0.37,,0.34,,0.41,,0.42,,,
,5/4/2023,3/30/2023,0.69,0.99,,0.8,,0.81,,0.83,,,
,2/23/2023,12/31/2022,0.11,0.34,,0.22,,0.23,,0.25,,,
,11/9/2022,9/30/2022,0.09,0.44,,0.35,,0.35,,0.35,,,
,8/4/2022,6/30/2022,0.27,0.74,,0.55,,0.54,,0.56,,,
,5/5/2022,3/31/2022,0.7,1.06,,0.85,,0.87,,1.02,,,
,2/24/2022,12/31/2021,-0.19,0.27,,0.31,,0.31,,0.36,,,
,11/4/2021,9/30/2021,0.13,0.43,,0.37,,0.37,,0.37,,,
,8/3/2021,6/30/2021,0.45,0.68,,0.43,,0.44,,0.48,,,
,5/5/2021,3/31/2021,0.46,0.83,,0.88,,0.91,,0.96,,,
,2/22/2021,12/31/2020,-0.45,0.31,,0.18,,0.18,,0.18,,,
,11/4/2020,9/30/2020,-0.06,0.25,,0.11,,0.13,,0.05,,,
,8/4/2020,6/30/2020,0.06,0.43,,0.31,,0.31,,0.38,,,
,5/11/2020,3/31/2020,0.87,1.13,,0.96,,0.95,,1.3,,,
,2/19/2020,12/31/2019,0.03,0.14,,0.11,,0.28,,0.29,,,
,11/7/2019,9/30/2019,-0.01,0.2,,0.02,,0.04,,0.31,,,
,8/7/2019,6/28/2019,0.644700898,0.9,,0.63,,0.65,,0.89,,,
,5/8/2019,3/29/2019,1.17400231,1.51,,1.43,,1.44,,1.55,,,
,2/20/2019,12/31/2018,0.260247994,0.56,,0.5,,0.49,,0.52,,,
,11/7/2018,9/28/2018,0.084661668,0.59,,0.43,,,,,,,
,8/8/2018,6/29/2018,0.548391248,0.74,,0.63,,,,,,,
,5/9/2018,3/29/2018,1.291274846,1.4,,1.29,,,,,,,
,2/21/2018,12/29/2017,0.225617181,,,0.25,,,,,,,
,11/7/2017,9/29/2017,0.257714037,,,0.27,,,,,,,
,8/8/2017,6/30/2017,0.367307252,,,0.4,,,,,,,
,5/9/2017,3/31/2017,0.776311027,,,0.84,,,,,,,
,,12/30/2016,-0.02603461,,,0.15,,,,,,,
,,9/30/2016,0.039480171,,,0.17,,,,,,,
,,6/30/2016,0.156208599,,,0.24,,,,,,,
,,3/31/2016,0.627322232,,,0.71,,,,,,,
,,12/31/2015,-0.115228268,,,0.03,,,,,,,
,,9/30/2015,0.003323084,,,0.08,,,,,,,
,,6/30/2015,0.064983262,,,0.24,,,,,,,
,,3/31/2015,0.763371712,,,0.62,,,,,,,
,,12/31/2014,-0.016441857,,,nan,,,,,,,
,,9/30/2014,0.302884259,,,nan,,,,,,,
,,6/30/2014,0.315589733,,,nan,,,,,,,
,,3/31/2014,0.335912714,,,nan,,,,,,,
,,12/31/2013,0.02,,,nan,,,,,,,
,,9/30/2013,0.13,,,nan,,,,,,,
,,6/28/2013,0.25,,,nan,,,,,,,
,,3/28/2013,0.35,,,nan,,,,,,,
,,12/31/2012,0.24,,,nan,,,,,,,
,,9/28/2012,0.22,,,nan,,,,,,,
,,6/29/2012,0.25,,,nan,,,,,,,
,,3/30/2012,0.37,,,nan,,,,,,,
,,12/30/2011,0.33,,,nan,,,,,,,
,,9/30/2011,0.3,,,nan,,,,,,,
,,6/30/2011,0.27,,,nan,,,,,,,
,,3/31/2011,0.29,,,nan,,,,,,,
,,12/31/2010,0.18,,,nan,,,,,,,
,,9/30/2010,0.2,,,nan,,,,,,,
,,6/30/2010,0.29,,,nan,,,,,,,
,,3/31/2010,0,,,nan,,,,,,,
,,12/31/2009,0.18,,,nan,,,,,,,
,,9/30/2009,0.28,,,nan,,,,,,,
,,6/30/2009,0.33,,,nan,,,,,,,
