Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2
12/31/2021,1.94,02/05/2021,1.94
09/30/2021,1.54,,1.54
06/30/2021,1.22,,1.22
03/31/2021,0.52,,0.52
12/31/2020,0.98,,0.98,,1.67,,1.64,,1.99,,2.24
09/30/2020,0.69,,0.69,,1.44,,1.51,,1.65,,1.97
06/30/2020,-0.09,,-0.09,,1.09,,1.33,,1.58,,1.62
03/31/2020,-2.487063732481524,,0.09,,0.18,,0.72,,1.02,,1.08
12/31/2019,1.0458333333333334,,1.14,,1.11,,1.44,,1.58,,1.42,,1.72
09/30/2019,1.3543938852136599,,1.07,,1.11,,1.43,,1.4,,1.53
06/28/2019,1.1911901802361715,,0.95,,1.34,,1.48
03/29/2019,0.9076710205888864,,0.41,,0.82,,1.01
12/31/2018,2.072841155471847,,1.01,,1.0,,1.05,,1.86
09/28/2018,1.4942973634139711,,0.93,,1.62
06/29/2018,2.324312138474058,,0.82,,1.43
03/29/2018,0.7145022398365313,,0.81,,0.8
12/29/2017,0.384527019106787,,0.93,,1.2,,1.17
09/29/2017,2.060220652323501,,0.83,,1.01,,0.99
06/30/2017,0.7909952493494712,,0.64,,0.83,,0.86
03/31/2017,0.3176694463298749,,0.35,,0.39,,0.46,,0.94
12/30/2016,1.1956205918879022,,0.94,,1.1,,1.28,,1.29,,1.28
09/30/2016,0.48627157892157463,,0.68,,0.89,,1.08,,1.07
06/30/2016,-2.449291399972335,,0.5,,0.74,,0.97,,0.93,,0.92
03/31/2016,0.09763631005010315,,0.35,,0.62,,0.78
12/31/2015,-0.36933228193056106,,0.93,,0.91,,1.02,,1.05,,1.02,,1.01,,0.96,,0.91,,1.15,,1.16,,1.39
09/30/2015,0.7380314960629921,,0.77,,0.78,,0.89,,0.87,,0.86,,0.87,,0.83,,1.02,,1.03,,1.27
06/30/2015,0.677585576527581,,0.59,,0.78,,0.77,,0.86,,0.82,,0.96,,1.07
03/31/2015,0.2974943103720228,,0.35,,0.37,,0.36,,0.65,,0.61,,0.7,,0.71,,0.86,,0.78
12/31/2014,0.7843777246205093,,0.86,,0.84,,0.82,,0.86,,1.17,,1.18,,1.23,,1.17,,1.2,,1.21,,0.59
09/30/2014,3.6807298119157563,,0.66,,0.68,,1.03,,1.04,,1.13,,1.1,,1.12,,0.73
06/30/2014,-0.21635528625357667,,0.81,,0.97,,1.02,,1.04,,0.48
03/31/2014,0.4101705376737381,,0.55,,0.82,,0.81,,0.82,,0.81
12/31/2013,0.8843982476917593,,0.91,,0.92,,0.83
09/30/2013,1.1262663816339809,,0.95,,1.01,,0.83
06/28/2013,0.6733823920150642,,0.94,,0.95,,0.53
03/28/2013,0.6368828516469164,,0.69,,0.81,,0.63
12/31/2012,0.43352736482531845,,0.78
09/28/2012,0.43000316823318196,,0.51
06/29/2012,0.47130737437459214,,nan
03/30/2012,0.3759131250136287,,nan
12/30/2011,0.5263294226846406,,nan
09/30/2011,0.6931044782488106,,nan
06/30/2011,0.4360033709481819,,nan
03/31/2011,0.19289892822067553,,nan
12/31/2010,-0.9,,nan
09/30/2010,0.16,,nan
06/30/2010,0.12,,nan
03/31/2010,-0.16,,nan
12/31/2009,-7.94,,nan
09/30/2009,0.16,,nan
06/30/2009,0.28,,nan
03/31/2009,-0.19,,nan
12/31/2008,1.57,,nan
09/30/2008,-0.11,,nan
06/30/2008,-3.02,,nan
03/31/2008,0.38,,nan
12/31/2007,-2.53,,nan
09/28/2007,0.47,,nan
06/29/2007,0.66,,nan
03/30/2007,0.42,,nan
12/29/2006,0.1,,nan
09/29/2006,0.48,,nan
06/30/2006,0.34,,nan
03/31/2006,0.29,,nan
12/30/2005,0.33,,nan
09/30/2005,0.2,,nan
06/30/2005,2.72,,nan
03/31/2005,0.36,,nan
12/31/2004,-0.44,,nan
09/30/2004,0.48,,nan
06/30/2004,0.36,,nan
03/31/2004,0.2,,nan
12/31/2003,1.0,,nan
09/30/2003,0.08,,nan
06/30/2003,0.64,,nan
03/31/2003,-0.92,,nan
12/31/2002,-2.92,,nan
09/30/2002,-0.32,,nan
06/28/2002,22.04,,nan
03/28/2002,-1.32,,nan
12/31/2001,1.84,,nan
09/28/2001,2.36,,nan
06/29/2001,0.36,,nan
03/30/2001,-0.28,,nan
12/29/2000,-0.84,,nan
09/29/2000,-0.24,,nan
06/30/2000,-0.32,,nan
03/31/2000,-0.24,,nan
12/31/1999,-0.2,,nan
09/30/1999,-0.08,,nan
06/30/1999,-0.12,,nan
03/31/1999,0.08,,nan
12/31/1998,1.24,,nan
09/30/1998,-0.06,,nan
06/30/1998,-0.04,,nan
03/31/1998,0.34,,nan
12/31/1997,0.04,,nan
09/30/1997,0.06,,nan
06/30/1997,0.05,,nan
03/31/1997,0.07,,nan
12/31/1996,-0.11,,nan
09/30/1996,-0.04,,nan
06/28/1996,-0.05,,nan
