CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
Non-GAAP,,12/31/2026,,3.89,1/17/2026,3.86,12/14/2025,4.54,11/3/2025,4.59,9/9/2025,4.59,8/4/2025,4.84,6/17/2025,4.84,5/4/2025
,,9/30/2026,,2.68,,2.68,,3.16,,3.32,,3.32,,3.52,,3.52,
,,6/30/2026,,2.78,,2.77,,3.12,,3.3,,3.27,,3.45,,3.45,
,,3/30/2026,,2.3,,2.3,,2.55,,2.8,,2.68,,2.92,,2.92,
,,12/31/2025,,3.57,1/22/2025,3.56,1/22/2025,3.75,1/22/2025,3.8,1/22/2025,3.81,1/22/2025,3.95,1/22/2025,3.99,1/22/2025
,10/30/2025,9/30/2025,2.09,2.41,,2.29,,2.34,,2.54,,2.55,,,,,
,7/31/2025,6/30/2025,3.59,2.43,,2.04,,2.06,,2.07,,,,,,,
,5/1/2025,3/30/2025,1.51,1.8,,1.43,,1.49,,1.99,,,,,,,
,2/6/2025,12/31/2024,1.86,2.97,4/4/2024,2.62,4/4/2024,2.64,4/4/2024,3.24,4/4/2024,,,,,,
,10/31/2024,9/30/2024,1.88,2.38,,2.22,,2.44,,2.56,,,,,,,
,8/1/2024,6/30/2024,2.01,2.49,,2.16,,2.51,,2.67,,,,,,,
,5/2/2024,3/30/2024,1.53,2.41,,2.36,,2.56,,2.93,,,,,,,
,2/8/2024,12/31/2023,3.54,3.98,4/24/2023,3.72,4/24/2023,3.72,4/24/2023,3.71,4/24/2023,,,,,,
,11/2/2023,9/30/2023,3.53,4.14,,3.51,,3.55,,3.64,,,,,,,
,8/5/2023,6/30/2023,4.12,4.37,,4.35,,4.26,,4.11,,,,,,,
,5/4/2023,3/30/2023,4.6,4.6,,4.5,,4.5,,4.45,,,,,,,
,2/2/2023,12/31/2022,5.66,5.69,,5.69,,5.69,,5.52,,,,,,,
,11/3/2022,9/30/2022,5.27,5.45,,5.39,,5.39,,5.49,,,,,,,
,8/4/2022,6/30/2022,5.54,5.78,,5.63,,5.63,,5.51,,,,,,,
,5/5/2022,3/31/2022,5.31,5.43,,4.55,,4.55,,4.16,,,,,,,
,2/3/2022,12/31/2021,5.26,5.37,,4.45,,4.43,,3.98,,,,,,,
,11/4/2021,9/30/2021,4,4.04,,3.54,,3.54,,3.16,,,,,,,
,8/5/2021,6/30/2021,3.23,3.34,,2.95,,2.93,,2.58,,,,,,,
,5/6/2021,3/31/2021,2.72,2.84,,2.29,,2.28,,1.99,,,,,,,
,2/4/2021,12/31/2020,3.08,3.17,,2.66,,2.66,,2.23,,,,,,,
,10/29/2020,9/30/2020,2.126629614,2.08,,1.66,,1.46,,1.84,,,,,,,
,7/30/2020,6/30/2020,1.676217403,1.59,,1.45,,1.43,,1.61,,,,,,,
,4/30/2020,3/31/2020,0.610297381,0.97,,1.09,,1.32,,1.55,,,,,,,
,2/6/2020,12/31/2019,1.357690956,2.2,,2.17,,2.1,,2.55,,,,,,,
,10/31/2019,9/30/2019,1.104356272,1.86,,1.67,,2.13,,2.29,,,,,,,
,8/1/2019,6/28/2019,-6.484973775,1.6,,1.59,,2.01,,2.24,,,,,,,
,5/2/2019,3/29/2019,1.63040582,1.84,,1.9,,,,,,,,,,,
,2/7/2019,12/31/2018,2.634197873,2.57,,2.56,,2.54,,,,,,,,,
,11/1/2018,9/28/2018,1.992291892,2.18,,2.16,,2.03,,,,,,,,,
,8/2/2018,6/29/2018,1.916651627,2.2,,2.15,,2.04,,,,,,,,,
,5/3/2018,3/29/2018,1.562239569,1.88,,1.82,,1.81,,,,,,,,,
,2/6/2018,12/29/2017,0.603564148,,,2.14,,2.12,,2.19,,,,,,,
,11/2/2017,9/29/2017,1.503573822,,,1.71,,1.69,,1.66,,,,,,,
,8/3/2017,6/30/2017,1.10955397,,,1.76,,1.75,,1.76,,,,,,,
,5/4/2017,3/31/2017,1.256535713,,,1.44,,1.45,,,,,,,,,
,,12/30/2016,1.814029903,,,2,,2.07,,2.1,,,,,,,
,,9/30/2016,1.280504253,,,1.51,,1.49,,1.48,,,,,,,
,,7/1/2016,1.448545198,,,1.64,,1.62,,1.58,,,,,,,
,,4/1/2016,1.144934096,,,1.4,,1.39,,1.35,,,,,,,
,,12/31/2015,1.685385851,,,1.83,,1.84,,1.99,,,,,,,
,,9/30/2015,1.145559599,,,1.46,,1.45,,1.42,,,,,,,
,,6/26/2015,1.282289522,,,1.5,,1.49,,1.52,,,,,,,
,,3/31/2015,1.09197426,,,1.32,,1.33,,1.36,,,,,,,
,,12/31/2014,1.184247008,,,1.83,,1.74,,1.8,,,,,,,
,,9/30/2014,1.470610618,,,1.31,,1.33,,1.3,,,,,,,
,,6/30/2014,1.271693085,,,1.42,,1.45,,1.44,,,,,,,
,,3/31/2014,1.056420675,,,1.21,,1.23,,1.18,,,,,,,
,,12/31/2013,1.323819342,,,1.62,,1.51,,1.5,,,,,,,
,,9/30/2013,0.951902743,,,1.2,,1.03,,1.03,,,,,,,
,,6/28/2013,0.864560102,,,1.03,,1.05,,1.06,,,,,,,
,,3/28/2013,0.722241801,,,0.88,,0.89,,0.9,,,,,,,
,,12/31/2012,1.616058462,,,1.06,,1.07,,1.02,,,,,,,
,,9/28/2012,0.942881322,,,0.98,,,,,,,,,,,
,,6/29/2012,1.020994189,,,1.12,,,,,,,,,,,
,,3/30/2012,0.996064062,,,1.07,,,,,,,,,,,
,,12/30/2011,1.501638892,,,nan,,,,,,,,,,,
,,9/30/2011,1.150304507,,,nan,,,,,,,,,,,
,,7/5/2011,1.329686981,,,nan,,,,,,,,,,,
,,4/1/2011,1.160787887,,,nan,,,,,,,,,,,
,,12/31/2010,1.320396063,,,nan,,,,,,,,,,,
,,10/1/2010,1.002258215,,,nan,,,,,,,,,,,
,,7/2/2010,0.963577559,,,nan,,,,,,,,,,,
,,4/1/2010,0.714041967,,,nan,,,,,,,,,,,
,,12/31/2009,0.523641162,,,nan,,,,,,,,,,,
,,10/2/2009,0.104160285,,,nan,,,,,,,,,,,
,,7/2/2009,0.17534513,,,nan,,,,,,,,,,,
,,4/3/2009,0.222594957,,,nan,,,,,,,,,,,
,,12/31/2008,-7.3,,,nan,,,,,,,,,,,
,,9/30/2008,0.63,,,nan,,,,,,,,,,,
,,6/30/2008,0.79,,,nan,,,,,,,,,,,
,,3/31/2008,0.69,,,nan,,,,,,,,,,,
,,12/31/2007,0.92,,,nan,,,,,,,,,,,
,,9/28/2007,0.79,,,nan,,,,,,,,,,,
,,6/29/2007,0.79,,,nan,,,,,,,,,,,
,,3/30/2007,0.77,,,nan,,,,,,,,,,,
,,12/29/2006,1.04,,,nan,,,,,,,,,,,
,,9/29/2006,0.7,,,nan,,,,,,,,,,,
,,6/30/2006,0.76,,,nan,,,,,,,,,,,
,,3/31/2006,0.66,,,nan,,,,,,,,,,,
,,12/30/2005,0.6,,,nan,,,,,,,,,,,
,,9/30/2005,0.52,,,nan,,,,,,,,,,,
,,6/30/2005,0.48,,,nan,,,,,,,,,,,
