CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2027,,0.463,9/5/2026,0.463,9/4/2026,,,,,,,,,,,,,,,,,
,,9/30/2027,,0.357,,0.357,,,,,,,,,,,,,,,,,,
,,6/30/2027,,0.337,,0.337,,,,,,,,,,,,,,,,,,
,,3/30/2027,,0.287,,0.287,,,,,,,,,,,,,,,,,,
,,12/31/2026,,0.402,,0.402,,,,,,,,,,,,,,,,,,
,,9/30/2026,,0.306,,0.306,,,,,,,,,,,,,,,,,,
,8/6/2026,6/30/2026,0.34,0.34,,0.34,,,,,,,,,,,,,,,,,,
,5/6/2026,3/30/2026,0.21,0.21,,0.21,,,,,,,,,,,,,,,,,,
,3/11/2026,12/31/2025,0.34,0.33,,0.33,,,,,,,,,,,,,,,,,,
,11/10/2025,9/30/2025,0.15,0.15,,0.15,,,,,,,,,,,,,,,,,,
,8/11/2025,6/30/2025,0.14,0.14,,0.14,,,,,,,,,,,,,,,,,,
,5/12/2025,3/30/2025,0.15,0.15,,0.15,,,,,,,,,,,,,,,,,,
,3/26/2025,12/31/2024,0.23,0.19,,0.19,,,,,,,,,,,,,,,,,,
,11/12/2024,9/30/2024,-2,-2,,-2,,,,,,,,,,,,,,,,,,
