Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,9/30/2013,0.79852975,,0.84,,0.9,,,,,,,,,,,,,,
,6/28/2013,0.870460731,,0.88,,0.86,,0.78,,,,,,,,,,,,
,3/28/2013,0.797340845,,0.79,,0.81,,0.82,,0.74,,,,,,,,,,
,12/28/2012,0.7419482059999999,,0.73,,0.73,,,,,,,,,,,,,,
,9/28/2012,0.771783688,,0.72,,,,,,,,,,,,,,,,
,6/29/2012,0.7853235129999999,,,,,,,,,,,,,,,,,,
,3/30/2012,0.7593017209999999,,,,,,,,,,,,,,,,,,
,12/30/2011,0.684169985,,,,,,,,,,,,,,,,,,
,9/30/2011,0.656778909,,,,,,,,,,,,,,,,,,
,7/1/2011,0.677878842,,,,,,,,,,,,,,,,,,
,4/1/2011,0.552675605,,,,,,,,,,,,,,,,,,
,1/3/2011,0.486987234,,,,,,,,,,,,,,,,,,
,10/1/2010,0.381720936,,,,,,,,,,,,,,,,,,
,7/1/2010,0.38095907100000004,,,,,,,,,,,,,,,,,,
,4/1/2010,0.277429614,,,,,,,,,,,,,,,,,,
,1/4/2010,0.285511564,,,,,,,,,,,,,,,,,,
,10/1/2009,0.149582571,,,,,,,,,,,,,,,,,,
,7/1/2009,0.17688767800000002,,,,,,,,,,,,,,,,,,
,4/1/2009,-0.042410082,,,,,,,,,,,,,,,,,,
,1/2/2009,0.226111395,,,,,,,,,,,,,,,,,,
,10/1/2008,0.8008863890000001,,,,,,,,,,,,,,,,,,
,7/1/2008,0.8121742759999999,,,,,,,,,,,,,,,,,,
,3/31/2008,0.62,,,,,,,,,,,,,,,,,,
,12/31/2007,0.57,,,,,,,,,,,,,,,,,,
,9/28/2007,0.575,,,,,,,,,,,,,,,,,,
,6/29/2007,0.635,,,,,,,,,,,,,,,,,,
,3/30/2007,0.555,,,,,,,,,,,,,,,,,,
,12/29/2006,0.6,,,,,,,,,,,,,,,,,,
,9/29/2006,0.51,,,,,,,,,,,,,,,,,,
,6/30/2006,0.495,,,,,,,,,,,,,,,,,,
,3/31/2006,0.43,,,,,,,,,,,,,,,,,,
,12/30/2005,0.35,,,,,,,,,,,,,,,,,,
,9/30/2005,0.45,,,,,,,,,,,,,,,,,,
,6/30/2005,0.385,,,,,,,,,,,,,,,,,,
,3/31/2005,0.265,,,,,,,,,,,,,,,,,,
,12/31/2004,0.185,,,,,,,,,,,,,,,,,,
,9/30/2004,0.275,,,,,,,,,,,,,,,,,,
,6/30/2004,0.285,,,,,,,,,,,,,,,,,,
,3/31/2004,0.225,,,,,,,,,,,,,,,,,,
,12/31/2003,0.17,,,,,,,,,,,,,,,,,,
,9/30/2003,0.17,,,,,,,,,,,,,,,,,,
,6/30/2003,0.17,,,,,,,,,,,,,,,,,,
,3/31/2003,0.145,,,,,,,,,,,,,,,,,,
,12/31/2002,0.215,,,,,,,,,,,,,,,,,,
,9/30/2002,0.215,,,,,,,,,,,,,,,,,,
,6/28/2002,0.23,,,,,,,,,,,,,,,,,,
,3/28/2002,-0.315,,,,,,,,,,,,,,,,,,
,12/31/2001,0.24,,,,,,,,,,,,,,,,,,
,9/28/2001,0.225,,,,,,,,,,,,,,,,,,
,6/29/2001,0.255,,,,,,,,,,,,,,,,,,
,3/30/2001,0.26,,,,,,,,,,,,,,,,,,
,12/29/2000,0.1,,,,,,,,,,,,,,,,,,
,9/29/2000,0.185,,,,,,,,,,,,,,,,,,
,6/30/2000,0.345,,,,,,,,,,,,,,,,,,
,3/31/2000,0.28,,,,,,,,,,,,,,,,,,
,12/31/1999,0.255,,,,,,,,,,,,,,,,,,
,9/30/1999,0.255,,,,,,,,,,,,,,,,,,
,6/30/1999,0.255,,,,,,,,,,,,,,,,,,
,3/31/1999,0.045,,,,,,,,,,,,,,,,,,
,12/31/1998,0.22,,,,,,,,,,,,,,,,,,
,9/30/1998,0.235,,,,,,,,,,,,,,,,,,
,6/30/1998,0.255,,,,,,,,,,,,,,,,,,
,3/31/1998,0.24,,,,,,,,,,,,,,,,,,
,12/31/1997,0.205,,,,,,,,,,,,,,,,,,
,9/30/1997,0.2175,,,,,,,,,,,,,,,,,,
,6/30/1997,0.2275,,,,,,,,,,,,,,,,,,
,3/31/1997,0.2125,,,,,,,,,,,,,,,,,,
,12/31/1996,0.18,,,,,,,,,,,,,,,,,,
,9/30/1996,0.1975,,,,,,,,,,,,,,,,,,
,6/28/1996,0.2025,,,,,,,,,,,,,,,,,,
,3/29/1996,0.1675,,,,,,,,,,,,,,,,,,
,12/29/1995,0.135,,,,,,,,,,,,,,,,,,
,9/29/1995,0.1475,,,,,,,,,,,,,,,,,,
,6/30/1995,0.1975,,,,,,,,,,,,,,,,,,
,3/31/1995,0.1825,,,,,,,,,,,,,,,,,,
,12/30/1994,0.155,,,,,,,,,,,,,,,,,,
,9/30/1994,0.1325,,,,,,,,,,,,,,,,,,
