Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,12/31/2020,1.28,3/17/2020,1.27,3/8/2020,1.27,,1.41,,1.45,,,,,,,,,,
,9/30/2020,1.18,,1.23,,1.23,,1.4,,1.48,,,,,,,,,,
,6/30/2020,1.21,,1.32,,1.32,,1.45,,1.5,,,,,,,,,,
,3/31/2020,1.08,,1.19,,1.19,,1.31,,,,,,,,,,,,
,12/31/2019,1.03,,1.14,,1.3,,1.34,,1.38,,,,,,,,,,
,9/30/2019,1.17,,1.24,,1.27,,1.34,,1.35,,,,,,,,,,
,6/28/2019,1.357027156,,1.28,,1.34,,1.39,,1.38,,,,,,,,,,
,3/29/2019,1.118640354,,1.22,,1.23,,1.28,,,,,,,,,,,,
,12/31/2018,1.345110674,,1.2,,1.22,,1.03,,,,,,,,,,,,
,9/28/2018,1.074437946,,1.21,,1.02,,,,,,,,,,,,,,
,6/29/2018,1.041484551,,1.22,,1.04,,,,,,,,,,,,,,
,3/29/2018,0.9154312720000001,,1.09,,0.95,,,,,,,,,,,,,,
,12/29/2017,0.363460093,,0.96,,0.94,,0.92,,0.87,,0.99,,,,,,,,
,9/29/2017,1.591046745,,0.94,,0.92,,0.89,,0.9,,1.02,,,,,,,,
,6/30/2017,0.919227485,,0.93,,0.88,,0.89,,0.99,,,,,,,,,,
,3/31/2017,0.838712584,,0.79,,0.78,,0.79,,0.83,,,,,,,,,,
,12/30/2016,0.80531801,,0.81,,0.8,,0.88,,0.89,,0.92,,0.95,,1.04,,,,
,9/30/2016,0.8938257270000001,,0.82,,0.89,,0.91,,0.97,,1.01,,,,,,,,
,6/30/2016,0.454594281,,0.83,,0.85,,0.86,,0.93,,0.94,,1.03,,,,,,
,3/31/2016,0.763573727,,0.68,,0.7,,0.81,,0.83,,0.82,,0.93,,,,,,
,12/31/2015,0.675143162,,0.78,,0.81,,0.85,,0.84,,0.93,,1.0,,1.04,,1.09,,1.11
,9/30/2015,-0.819833501,,0.88,,0.9,,0.98,,1.03,,1.06,,1.02,,,,,,
,6/30/2015,0.9356630990000001,,0.91,,0.99,,1.07,,1.11,,1.09,,,,,,,,
,3/31/2015,0.88703461,,0.84,,0.87,,0.94,,0.95,,0.96,,,,,,,,
,12/31/2014,0.960807358,,0.91,,0.97,,0.96,,1.03,,0.97,,0.89,,,,,,
,9/30/2014,0.573082471,,0.9,,0.88,,0.92,,0.96,,0.97,,0.89,,,,,,
,6/30/2014,0.957399131,,0.92,,0.91,,0.95,,1.0,,0.9,,,,,,,,
,3/31/2014,0.691690355,,0.9,,0.92,,0.95,,0.84,,,,,,,,,,
,12/31/2013,1.074710406,,0.86,,0.84,,,,,,,,,,,,,,
