CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
,11/3/2022,9/30/2022,1.88,3.02,,2.91,,2.91,,2.95,,,,,
,8/4/2022,6/30/2022,1.66,2.44,,2.36,,2.37,,2.38,,,,,
,5/3/2022,3/31/2022,1.86,2.63,,2.63,,2.63,,2.6,,,,,
,2/3/2022,12/31/2021,2.4,3.14,,3.12,,3.12,,3.07,,,,,
,11/4/2021,9/30/2021,1.95,2.62,,2.54,,2.54,,2.49,,,,,
,7/29/2021,6/30/2021,2.02,2.15,,2.14,,2.14,,2.11,,,,,
,4/29/2021,4/1/2021,1.948441247,2.37,,2.35,,1.69,,1.56,,,,,
,1/28/2021,12/31/2020,3.049700599,3.36,,2.08,,2.07,,1.81,,,,,
,11/2/2020,10/2/2020,1.464412811,1.85,,1.52,,1.46,,1.7,,,,,
,7/23/2020,6/26/2020,0.770647653,1.25,,1.12,,1.34,,1.43,,,,,
,5/4/2020,3/27/2020,1.058445354,1.34,,1.33,,1.35,,1.45,,,,,
,1/23/2020,12/27/2019,1.498251748,1.68,,1.65,,1.61,,1.72,,,,,
,11/12/2019,9/27/2019,1.222996516,1.52,,1.5,,1.58,,1.57,,,,,
,8/7/2019,6/28/2019,0.831026528,1.35,,1.36,,1.35,,1.36,,,,,
,5/2/2019,3/29/2019,1.225658648,1.47,,1.43,,1.45,,1.52,,,,,
,2/5/2019,12/31/2018,1.603263928,1.83,,1.84,,1.85,,1.84,,,,,
,11/8/2018,9/28/2018,1.584350721,1.94,,1.92,,1.87,,1.95,,,,,
,7/19/2018,6/29/2018,1.567286652,1.64,,1.6,,1.59,,1.6,,,,,
,5/3/2018,3/29/2018,1.497558329,1.63,,1.6,,1.61,,1.64,,,,,
,2/5/2018,12/29/2017,0.379514825,2,,1.92,,1.91,,1.92,,,,,
,,9/29/2017,1.514808831,,,1.75,,1.73,,1.72,,,,,
,,6/30/2017,1.319399786,,,1.52,,1.5,,1.49,,,,,
,,3/31/2017,1.202030999,,,1.4,,1.39,,1.4,,,,,
,,12/30/2016,1.376401495,,,1.58,,1.56,,1.57,,,,,
,,9/30/2016,1.30720339,,,1.43,,1.42,,1.56,,,,,
,,7/1/2016,0.965049557,,,1.21,,1.32,,1.33,,,,,
,,4/1/2016,1.076564925,,,1.24,,1.25,,1.24,,,,,
,,12/31/2015,1.824858757,,,1.58,,1.6,,1.58,,,,,
,,10/2/2015,1.176591376,,,1.52,,1.51,,1.42,,,,,
,,7/2/2015,1.061412487,,,1.29,,1.28,,1.26,,,,,
,,4/2/2015,0.852971311,,,1.13,,1.12,,1.11,,,,,
,,12/31/2014,1.005149331,,,1.19,,1.18,,1.08,,,,,
,,9/30/2014,0.90247678,,,1.08,,0.98,,1.01,,,,,
,,6/27/2014,0.576604555,,,0.8,,0.79,,0.73,,,,,
,,3/31/2014,0.400104058,,,0.59,,0.57,,0.57,,,,,
,,12/31/2013,0.494246862,,,0.66,,0.66,,0.64,,,,,
,,9/30/2013,0.442459275,,,0.62,,0.6,,0.44,,,,,
,,6/28/2013,0.343619247,,,0.53,,0.52,,0.39,,,,,
,,3/28/2013,0.319559814,,,0.47,,0.46,,0.47,,,,,
,,12/27/2012,0.342745656,,,0.54,,0.55,,0.43,,,,,
,,9/28/2012,0.317161701,,,0.51,,,,,,,,,
,,6/29/2012,0.256249448,,,0.35,,,,,,,,,
,,3/30/2012,0.178168321,,,0.32,,,,,,,,,
,,12/30/2011,0.301167217,,,nan,,,,,,,,,
,,9/30/2011,0.336549852,,,nan,,,,,,,,,
,,7/1/2011,0.269348939,,,nan,,,,,,,,,
,,4/1/2011,0.260261199,,,nan,,,,,,,,,
,,12/31/2010,0.322836943,,,nan,,,,,,,,,
,,10/1/2010,0.253358884,,,nan,,,,,,,,,
,,7/2/2010,0.188896563,,,nan,,,,,,,,,
,,4/1/2010,0.151669546,,,nan,,,,,,,,,
,,12/31/2009,0.156128068,,,nan,,,,,,,,,
,,10/2/2009,0.31979449,,,nan,,,,,,,,,
,,7/2/2009,0.117085976,,,nan,,,,,,,,,
,,4/3/2009,-0.027645078,,,nan,,,,,,,,,
,,1/2/2009,0.133326876,,,nan,,,,,,,,,
,,10/3/2008,0.332548329,,,nan,,,,,,,,,
,,6/27/2008,0.124300785,,,nan,,,,,,,,,
,,3/28/2008,0.10229964,,,nan,,,,,,,,,
,,12/28/2007,0.117160824,,,nan,,,,,,,,,
,,9/28/2007,0.14,,,nan,,,,,,,,,
,,6/27/2007,0.07,,,nan,,,,,,,,,
,,3/30/2007,0.08,,,nan,,,,,,,,,
,,12/29/2006,0.07,,,nan,,,,,,,,,
,,10/2/2006,-0.6,,,nan,,,,,,,,,
,,6/30/2006,0.02,,,nan,,,,,,,,,
,,3/31/2006,0.01,,,nan,,,,,,,,,
,,12/30/2005,0.03,,,nan,,,,,,,,,
,,10/3/2005,0.02,,,nan,,,,,,,,,
,,6/30/2005,0.05,,,nan,,,,,,,,,
,,3/30/2005,0.01,,,nan,,,,,,,,,
,,12/31/2004,0.09,,,nan,,,,,,,,,
,,9/30/2004,0.09,,,nan,,,,,,,,,
,,6/30/2004,0.08,,,nan,,,,,,,,,
,,3/31/2004,-0.06,,,nan,,,,,,,,,
,,12/31/2003,0.03,,,nan,,,,,,,,,
,,9/30/2003,-0.3,,,nan,,,,,,,,,
,,6/30/2003,-0.04,,,nan,,,,,,,,,
,,3/31/2003,-0.04,,,nan,,,,,,,,,
,,12/31/2002,-2.87,,,nan,,,,,,,,,
,,9/30/2002,-0.01,,,nan,,,,,,,,,
