Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3
,3/30/2020,0.5,3/20/2020,0.5,2/5/2020,,,,
,12/30/2019,0.5,,0.5,,,,,
,9/30/2019,0.685685366,,,,,,,
,6/28/2019,0.7136317670000001,,,,,,,
,3/29/2019,0.627844073,,,,,,,
,12/31/2018,0.542456806,,,,,,,
,9/28/2018,0.6699669970000001,,,,,,,
,6/29/2018,0.616584651,,,,,,,
,3/29/2018,0.46947225,,,,,,,
,12/29/2017,0.500444537,,,,,,,
,9/29/2017,0.44252873600000003,,,,,,,
,6/30/2017,0.461842105,,,,,,,
,3/31/2017,0.41506002200000003,,,,,,,
,12/30/2016,0.360581104,,,,,,,
,9/30/2016,0.412052036,,,,,,,
,6/30/2016,0.33931644899999996,,,,,,,
,3/31/2016,0.33729636700000004,,,,,,,
,12/31/2015,0.337094499,,,,,,,
,9/30/2015,0.412052036,,,,,,,
,6/30/2015,0.33931644899999996,,,,,,,
,3/31/2015,0.27180112100000003,,,,,,,
,12/31/2014,0.328682767,,,,,,,
,9/30/2014,0.374489311,,,,,,,
,6/30/2014,0.391277699,,,,,,,
,3/31/2014,0.39177244899999997,,,,,,,
,12/31/2013,0.412824614,,,,,,,
,9/30/2013,0.405809983,,,,,,,
,6/28/2013,0.39886026700000005,,,,,,,
,3/28/2013,0.347642634,,,,,,,
,12/31/2012,0.264157674,,,,,,,
,9/28/2012,0.291402954,,,,,,,
,6/29/2012,0.288639944,,,,,,,
,3/30/2012,0.220987977,,,,,,,
,12/30/2011,0.233281493,,,,,,,
,9/30/2011,0.33760281,,,,,,,
,6/30/2011,0.347756002,,,,,,,
,3/31/2011,0.1,,,,,,,
,12/31/2010,0.28,,,,,,,
,9/30/2010,0.31,,,,,,,
,6/30/2010,0.32,,,,,,,
,3/31/2010,0.235,,,,,,,
,12/31/2009,0.27,,,,,,,
,9/30/2009,0.25,,,,,,,
,6/30/2009,0.245,,,,,,,
,3/31/2009,0.14,,,,,,,
,12/31/2008,0.17,,,,,,,
,9/30/2008,0.18,,,,,,,
,6/30/2008,0.2,,,,,,,
,3/31/2008,0.22,,,,,,,
,12/31/2007,0.215,,,,,,,
,9/28/2007,0.2,,,,,,,
,6/29/2007,0.195,,,,,,,
,3/30/2007,-0.155,,,,,,,
,12/29/2006,0.465,,,,,,,
,9/29/2006,0.17,,,,,,,
,6/30/2006,0.163333333,,,,,,,
,3/31/2006,0.10666666699999999,,,,,,,
,12/30/2005,0.056666667000000004,,,,,,,
,9/30/2005,0.07,,,,,,,
,6/30/2005,0.093333333,,,,,,,
,3/31/2005,0.066666667,,,,,,,
,12/31/2004,0.04,,,,,,,
,9/30/2004,0.096666667,,,,,,,
,6/30/2004,0.10666666699999999,,,,,,,
,3/31/2004,0.096666667,,,,,,,
,12/31/2003,0.12666666699999998,,,,,,,
,9/30/2003,0.136666667,,,,,,,
,6/30/2003,0.133333333,,,,,,,
,3/31/2003,0.12666666699999998,,,,,,,
,12/31/2002,0.12666666699999998,,,,,,,
,9/30/2002,0.123333333,,,,,,,
,6/28/2002,0.12,,,,,,,
,3/28/2002,0.0,,,,,,,
,12/31/2001,0.11,,,,,,,
,9/28/2001,0.21,,,,,,,
,6/29/2001,0.10333333300000001,,,,,,,
,3/30/2001,0.091111111,,,,,,,
,12/29/2000,0.095555556,,,,,,,
,9/29/2000,0.093333333,,,,,,,
,6/30/2000,0.091111111,,,,,,,
,3/31/2000,0.075555556,,,,,,,
,12/31/1999,0.082222222,,,,,,,
,9/30/1999,0.08,,,,,,,
,6/30/1999,0.07777777799999999,,,,,,,
,3/31/1999,0.07111111099999999,,,,,,,
,12/31/1998,0.07111111099999999,,,,,,,
,9/30/1998,0.06888888900000001,,,,,,,
,6/30/1998,0.066666667,,,,,,,
,3/31/1998,0.064444444,,,,,,,
,12/31/1997,0.062222222,,,,,,,
,9/30/1997,0.061111110999999996,,,,,,,
,6/30/1997,0.057777777999999995,,,,,,,
,3/31/1997,0.04,,,,,,,
,12/31/1996,0.051111110999999994,,,,,,,
,9/30/1996,0.048888889000000005,,,,,,,
