Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11
,12/31/2021,1.44,4/23/2020,1.44,3/16/2020,,,,,,,
,9/30/2021,1.81,,1.81,,,,,,,,
,6/30/2021,1.39,,1.39,,,,,,,,
,3/31/2021,1.8,,1.8,,,,,,,,
,12/31/2020,1.38,3/16/2020,1.4,3/16/2020,1.35,3/8/2020,1.35,,1.38,,1.39
,9/30/2020,1.76,,1.79,,1.75,,1.75,,1.72,,1.7
,6/30/2020,1.3,,1.31,,1.34,,1.34,,1.32,,1.23
4/23/2020,3/31/2020,1.29,,1.68,,1.71,,1.71,,1.7,,1.66
1/30/2020,12/31/2019,0.98,,1.24,,1.27,,1.34,,1.27,,1.32
10/24/2019,9/30/2019,1.54,,1.6,,1.63,,1.68,,1.6,,
7/25/2019,6/28/2019,1.48,,1.18,,1.17,,1.15,,1.16,,
4/25/2019,3/29/2019,1.447070514,,1.47,,1.54,,1.53,,,,
1/31/2019,12/31/2018,1.59571212,,1.27,,1.25,,1.21,,,,
10/25/2018,9/28/2018,1.251717051,,1.55,,1.59,,,,,,
7/26/2018,6/29/2018,1.078320927,,1.1,,1.14,,,,,,
4/26/2018,3/29/2018,1.652251657,,1.4,,1.44,,,,,,
2/1/2018,12/29/2017,0.852005682,,1.07,,1.22,,1.18,,,,
10/26/2017,9/29/2017,1.280755605,,1.33,,1.39,,1.38,,1.35,,
7/26/2017,6/30/2017,0.948103802,,0.9,,0.92,,0.9,,,,
4/26/2017,3/31/2017,0.582895927,,1.25,,1.21,,1.26,,1.22,,
,12/30/2016,0.546210514,,1.08,,,,,,,,
,9/30/2016,1.056896928,,1.18,,,,,,,,
,7/1/2016,0.680434864,,0.78,,,,,,,,
,4/1/2016,1.056762013,,1.07,,,,,,,,
,12/31/2015,1.042769811,,1.05,,,,,,,,
,10/2/2015,0.637355447,,1.13,,,,,,,,
,7/2/2015,-0.455077796,,0.75,,,,,,,,
,4/2/2015,1.098859998,,1.16,,,,,,,,
,12/31/2014,0.905885563,,1.06,,,,,,,,
,9/26/2014,1.010929777,,1.08,,,,,,,,
,6/27/2014,0.747476454,,0.76,,,,,,,,
,3/28/2014,1.112087418,,1.14,,,,,,,,
,12/31/2013,0.82,,0.86,,,,,,,,
,9/27/2013,1.03,,1.01,,,,,,,,
,6/28/2013,0.7,,0.71,,,,,,,,
,3/28/2013,1.06,,1.04,,,,,,,,
,12/31/2012,0.66,,,,,,,,,,
,9/28/2012,0.77,,,,,,,,,,
,6/29/2012,0.59,,,,,,,,,,
,3/30/2012,0.87,,,,,,,,,,
,12/30/2011,0.62,,,,,,,,,,
,9/30/2011,0.86,,,,,,,,,,
,7/1/2011,0.56,,,,,,,,,,
,4/1/2011,0.7,,,,,,,,,,
,12/31/2010,0.59,,,,,,,,,,
,10/1/2010,0.78,,,,,,,,,,
,7/2/2010,0.2,,,,,,,,,,
,4/1/2010,0.64,,,,,,,,,,
,12/31/2009,0.55,,,,,,,,,,
,10/2/2009,0.71,,,,,,,,,,
,7/2/2009,0.31,,,,,,,,,,
,4/3/2009,0.33,,,,,,,,,,
,12/31/2008,0.36,,,,,,,,,,
,9/26/2008,0.54,,,,,,,,,,
,6/27/2008,0.18,,,,,,,,,,
,3/28/2008,0.28,,,,,,,,,,
,12/31/2007,0.25,,,,,,,,,,
,9/28/2007,0.27,,,,,,,,,,
,6/29/2007,0.01,,,,,,,,,,
,3/30/2007,0.4,,,,,,,,,,
,12/29/2006,0.64,,,,,,,,,,
,9/29/2006,0.77,,,,,,,,,,
,6/30/2006,0.41,,,,,,,,,,
,3/31/2006,0.5,,,,,,,,,,
,12/30/2005,0.62,,,,,,,,,,
,9/30/2005,0.48,,,,,,,,,,
,7/1/2005,0.39,,,,,,,,,,
,3/31/2005,0.47,,,,,,,,,,
,12/31/2004,0.62,,,,,,,,,,
,10/1/2004,0.66,,,,,,,,,,
,7/2/2004,0.56,,,,,,,,,,
,4/2/2004,0.41,,,,,,,,,,
,12/31/2003,0.54,,,,,,,,,,
,9/26/2003,0.545,,,,,,,,,,
,6/27/2003,0.27,,,,,,,,,,
,3/28/2003,0.365,,,,,,,,,,
,12/31/2002,0.445,,,,,,,,,,
,9/27/2002,0.445,,,,,,,,,,
,6/28/2002,0.23,,,,,,,,,,
,3/28/2002,0.315,,,,,,,,,,
,12/31/2001,-0.16,,,,,,,,,,
,9/28/2001,0.44,,,,,,,,,,
,6/29/2001,0.19,,,,,,,,,,
,3/30/2001,0.285,,,,,,,,,,
,12/29/2000,0.435,,,,,,,,,,
