CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,,
N,,9/30/2026,,1.91,10/27/2025,1.91,9/22/2025,1.72,8/17/2025,1.68,6/28/2025,1.68,5/14/2025
,,6/30/2026,,2.03,,2.03,,1.86,,1.6,,1.6,
,,3/30/2026,,1.95,,1.95,,1.86,,1.74,,1.74,
,,12/30/2025,,1.75,,1.75,,1.71,,1.68,,1.68,
,,9/30/2025,,1.67,11/23/2024,1.67,11/23/2024,1.57,11/23/2024,1.47,11/23/2024,1.47,11/23/2024
,8/7/2025,6/30/2025,1.86,2.16,,1.42,,1.42,,1.56,,,
,5/8/2025,3/30/2025,1.69,2.01,,1.38,,1.38,,1.17,,,
,2/6/2025,12/30/2024,0.69,0.69,,1.06,,1.16,,1.2,,,
,11/20/2024,9/30/2024,1.19,1.19,1/2/2024,1.5,1/2/2024,1.5,1/2/2024,1.21,1/2/2024,,
,8/10/2024,6/30/2024,1.46,1.46,,1.34,,0.94,,0.94,,,
,5/8/2024,3/30/2024,1.31,1.31,,1.02,,1.03,,1.04,,,
,2/7/2024,12/30/2023,1.04,1.04,,1.01,,1.1,,0.98,,,
,11/15/2023,9/30/2023,0.96,0.96,,1.03,,1.29,,1.29,,,
,8/2/2023,6/30/2023,0.5,0.5,,0.73,,0.85,,0.85,,,
,5/3/2023,3/30/2023,0.52,0.52,,0.69,,0.69,,0.96,,,
,2/8/2023,12/30/2022,0.65,0.65,,0.76,,0.76,,0.8,,,
,11/21/2022,9/30/2022,1.13,1.13,,0.7,,0.7,,0.68,,,
,8/3/2022,6/30/2022,0.51,0.51,,0.71,,0.71,,1.19,,,
,5/4/2022,3/31/2022,0.8,0.8,,0.72,,0.75,,0.75,,,
,2/3/2022,12/31/2021,0.85,0.85,,0.77,,0.78,,0.9,,,
,11/18/2021,9/30/2021,0.84,0.83,,0.87,,0.87,,0.94,,,
,8/5/2021,6/30/2021,1.51,1.51,,1.09,,1.09,,1.09,,,
,5/6/2021,3/31/2021,1.29,1.29,,0.82,,0.83,,0.75,,,
,2/4/2021,12/31/2020,1.03,1.03,,0.91,,0.91,,0.83,,,
,11/19/2020,9/30/2020,1.02,1.02,,0.89,,0.89,,0.89,,,
,8/6/2020,6/30/2020,1.04,1.04,,1.04,,,,,,,
,5/7/2020,3/31/2020,0.43,0.43,,0.43,,,,,,,
,2/6/2020,12/31/2019,0.91,0.91,,0.91,,,,,,,
,11/19/2019,9/30/2019,0.93,0.93,,0.93,,,,,,,
,8/8/2019,6/30/2019,0.97,0.97,,0.97,,,,,,,
,5/9/2019,3/30/2019,0.96,0.96,,0.96,,,,,,,
,2/7/2019,12/31/2018,0.86,0.86,,0.86,,,,,,,
,11/20/2018,9/28/2018,0.71,0.71,,0.71,,,,,,,
,8/9/2018,6/29/2018,0.91,0.91,,0.91,,,,,,,
,5/10/2018,3/30/2018,0.84,0.84,,0.84,,,,,,,
,2/8/2018,12/29/2017,0.89,0.89,,0.89,,,,,,,
,11/9/2017,9/29/2017,0.81,,,0.81,,,,,,,
,8/3/2017,6/30/2017,0.86,,,0.86,,,,,,,
,5/4/2017,3/31/2017,0.8,,,0.8,,,,,,,
,2/9/2017,12/30/2016,0.71,,,0.71,,,,,,,
,,9/30/2016,0.77,,,0.77,,,,,,,
,,6/30/2016,0.79,,,0.79,,,,,,,
,,3/30/2016,0.74,,,0.74,,,,,,,
,,12/24/2015,0.4,,,0.4,,,,,,,
,,9/30/2015,0.53,,,0.53,,,,,,,
,,6/30/2015,0.62,,,0.62,,,,,,,
,,3/31/2015,0.58,,,0.58,,,,,,,
,,12/31/2014,0.63,,,0.63,,,,,,,
,,9/30/2014,0.53,,,0.53,,,,,,,
