CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,,,,,,,,,,,,,,,,,,,,,,,,
ADS Non-GAAP Diluted,,12/31/2023,,-0.8,9/25/2022,-0.8,8/22/2022,-0.8,7/26/2022,-0.85,6/24/2022,-0.85,5/21/2022,,4/29/2022,-1.57,3/26/2022,-1.28,2/21/2022,-0.62,1/20/2022,-0.62,12/16/2021,-0.64,11/12/2021,0.43,10/10/2021,0.43,9/9/2021,0.43,9/8/2021
,,9/30/2023,,-0.29,,-0.29,,-0.29,,0.09,,0.09,,,,-0.11,,-0.19,,0.09,,0.09,,0.22,,0.8,,0.8,,0.8,
,,6/30/2023,,0.3,,0.3,,0.3,,0.09,,0.09,,,,-0.02,,0.11,,0.06,,0.06,,0.26,,0.8,,0.8,,0.8,
,,3/30/2023,,0.64,,0.64,,0.64,,0.45,,0.45,,,,0.09,,-0.03,,-0.05,,-0.05,,0.12,,0.76,,0.76,,0.76,
,,12/31/2022,,-1.57,,-1.57,,-1.31,,-1.26,,-1.02,,-1.57,,-1.57,3/26/2022,-1.28,2/21/2022,-0.62,1/20/2022,-0.62,12/16/2021,-0.64,11/12/2021,0.43,10/10/2021,0.43,9/9/2021,0.43,9/8/2021
,,9/30/2022,,-0.73,,-0.64,,-0.93,,-0.29,,-0.4,,-0.11,,-0.11,,-0.19,,0.09,,0.09,,0.22,,0.8,,0.8,,0.8,
,8/16/2022,6/30/2022,0.01,0.02,,-0.21,,-0.4,,-0.28,,-0.02,,-0.02,,0.11,,0.06,,0.06,,0.26,,0.8,,0.8,,0.8,,,
,5/17/2022,3/30/2022,-0.01,0.19,,0.09,,0.09,,-0.03,,-0.05,,-0.05,,0.12,,0.76,,0.76,,0.76,,,,,,,,,
,3/22/2022,12/31/2021,-1.31,-1.01,,-1.53,,-1.45,,-1.45,,-0.7,,-0.42,,-0.42,,-0.42,,,,,,,,,,,,,
,11/9/2021,9/30/2021,2.17,0.75,,0.24,,0.24,,0.24,,,,,,,,,,,,,,,,,,,,,
,8/17/2021,6/30/2021,0.77,1.04,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,
,5/18/2021,3/31/2021,0.77,1.1,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,
,3/23/2021,12/31/2020,1.05,1.27,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2020,1.05,1.5,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
,8/11/2020,6/30/2020,0.87,1.49,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20/2020,3/31/2020,0.73,1.12,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,
,3/16/2020,12/31/2019,0.68,1.02,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,
,11/12/2019,9/30/2019,0.52,0.87,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13/2019,6/28/2019,0.52,0.73,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
,5/16/2019,3/29/2019,0.29,0.59,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
,3/4/2019,12/31/2018,0.45,0.76,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
,11/12/2018,9/28/2018,0.26,0.55,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13/2018,6/29/2018,-13.7,0.37,,-13.7,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2018,-4.96,,,-4.96,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,-0.1,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,-0.39,,,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,-0.15,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,-0.42,,,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,
