CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y,,12/31/2026,,-0.16,1/4/2026,-0.13,11/9/2025,-0.12,9/21/2025,-0.12,8/17/2025,-0.07,7/24/2025,-0.07,7/23/2025,,,,,,,,,
,,9/30/2026,,-0.17,,-0.14,,-0.12,,-0.12,,-0.09,,-0.09,,,,,,,,,,
,,6/30/2026,,-0.17,,-0.15,,-0.15,,-0.15,,-0.1,,-0.1,,,,,,,,,,
,,3/30/2026,,-0.17,,-0.15,,-0.15,,-0.15,,-0.12,,-0.12,,,,,,,,,,
,,12/31/2025,,-0.18,,-0.17,,-0.17,,-0.17,,-0.17,,-0.17,,,,,,,,,,
,11/5/2025,9/30/2025,-0.19,-0.19,,-0.17,,-0.17,,-0.16,,-0.16,,,,,,,,,,,,
,8/7/2025,6/30/2025,-0.12,-0.12,,-0.16,,-0.16,,,,,,,,,,,,,,,,
,5/8/2025,3/30/2025,-0.15,-0.15,,-0.15,,,,,,,,,,,,,,,,,,
,2/27/2025,12/31/2024,-0.11,-0.11,,-0.11,,,,,,,,,,,,,,,,,,
,11/4/2024,9/30/2024,-0.17,-0.17,,-0.17,,,,,,,,,,,,,,,,,,
,8/6/2024,6/30/2024,-0.13,-0.13,,-0.13,,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,-0.14,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,2/20/2024,12/31/2023,-0.17,-0.17,,-0.17,,,,,,,,,,,,,,,,,,
,11/2/2023,9/30/2023,-0.1,-0.1,,-0.1,,,,,,,,,,,,,,,,,,
,8/3/2023,6/30/2023,-0.11,-0.11,,-0.11,,,,,,,,,,,,,,,,,,
,5/4/2023,3/30/2023,-0.14,-0.14,,-0.14,,,,,,,,,,,,,,,,,,
,2/21/2023,12/31/2022,-0.1,-0.1,,-0.1,,,,,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,0.08,0.08,,0.08,,,,,,,,,,,,,,,,,,
,8/9/2022,6/30/2022,-0.02,-0.02,,-0.02,,,,,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,0.54,0.54,,0.54,,,,,,,,,,,,,,,,,,
,2/24/2022,12/31/2021,0.19,0.19,,0.19,,,,,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,-0.08,-0.08,,-0.08,,,,,,,,,,,,,,,,,,
,8/12/2021,6/30/2021,-0.01,-0.01,,-0.01,,,,,,,,,,,,,,,,,,
,5/13/2021,3/31/2021,0.37,0.37,,0.37,,,,,,,,,,,,,,,,,,
