Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11
,12/31/2020,0.43,3/15/2020,0.44,3/8/2020,0.44,,0.45,,0.46,,
,9/30/2020,0.43,,0.44,,0.44,,0.45,,,,
,6/30/2020,0.43,,0.43,,0.43,,0.44,,,,
,3/31/2020,0.43,,0.42,,0.42,,0.41,,0.42,,
,12/31/2019,0.38,,0.44,,0.43,,0.44,,0.42,,0.46
,9/30/2019,0.44,,0.43,,0.42,,0.46,,,,
,7/1/2019,0.43,,0.42,,0.43,,0.41,,0.45,,
,3/29/2019,0.42613054,,0.44,,0.43,,0.4,,0.43,,
,12/31/2018,0.393046027,,0.42,,0.41,,0.44,,0.45,,
,9/28/2018,0.392540978,,0.41,,0.43,,0.44,,,,
,6/29/2018,0.404385856,,0.45,,0.42,,,,,,
,3/29/2018,0.44002302200000004,,0.44,,0.4,,,,,,
,12/29/2017,0.308026763,,0.38,,0.39,,0.41,,,,
,9/29/2017,0.37868083799999996,,0.38,,0.4,,0.37,,,,
,6/30/2017,0.373808386,,0.36,,0.38,,0.37,,,,
,3/31/2017,0.376446574,,0.35,,0.36,,,,,,
,12/30/2016,0.312692484,,0.35,,0.36,,,,,,
,9/30/2016,0.336431821,,0.35,,0.34666666700000004,,0.35333333299999997,,,,
,6/30/2016,0.335109789,,0.34,,0.333333333,,,,,,
,3/31/2016,0.34550306299999994,,0.33,,0.32666666699999997,,,,,,
,12/31/2015,0.309000328,,0.31,,0.313333333,,0.333333333,,0.337777778,,
,9/30/2015,0.30577384,,0.31,,0.313333333,,0.32,,,,
,6/30/2015,0.295732183,,0.3,,0.29333333300000003,,0.32,,0.29333333300000003,,0.297777778
,3/31/2015,0.30716441699999997,,0.43,,0.306666667,,0.28444444399999996,,0.28444444399999996,,
,12/31/2014,0.259586457,,0.286666667,,0.28444444399999996,,0.311111111,,0.27555555600000003,,
,9/30/2014,0.288996832,,0.273333333,,0.27555555600000003,,0.271111111,,0.302222222,,0.27555555600000003
,6/30/2014,0.265206367,,0.26666666699999997,,0.29333333300000003,,0.257777778,,,,
,3/31/2014,0.285804916,,0.262222222,,0.271111111,,0.24888888899999997,,,,
,12/31/2013,0.249123653,,0.253333333,,0.27555555600000003,,0.257777778,,,,
,9/30/2013,0.250325447,,0.26666666699999997,,0.257777778,,,,,,
,6/28/2013,0.257745496,,0.262222222,,0.271111111,,0.257777778,,,,
,3/28/2013,0.27515698,,0.257777778,,0.262222222,,0.257777778,,0.262222222,,
,12/31/2012,0.24752732100000002,,0.262222222,,0.27555555600000003,,0.26666666699999997,,,,
,9/28/2012,0.23559260699999998,,0.26666666699999997,,0.262222222,,,,,,
,6/29/2012,0.267435976,,0.257777778,,,,,,,,
,3/30/2012,0.25661386,,,,,,,,,,
,12/30/2011,0.23684852,,,,,,,,,,
,9/30/2011,0.265389484,,,,,,,,,,
,6/30/2011,0.234614359,,,,,,,,,,
,3/31/2011,0.23974426100000001,,,,,,,,,,
,12/31/2010,0.204875926,,,,,,,,,,
,9/30/2010,0.245840405,,,,,,,,,,
,6/30/2010,0.30325640800000003,,,,,,,,,,
,3/31/2010,0.279121257,,,,,,,,,,
,12/31/2009,0.135104208,,,,,,,,,,
,9/30/2009,0.23643557199999998,,,,,,,,,,
,6/30/2009,0.207695312,,,,,,,,,,
,3/31/2009,0.23998575,,,,,,,,,,
,12/31/2008,0.196798587,,,,,,,,,,
,9/30/2008,0.21829944,,,,,,,,,,
,6/30/2008,0.201978643,,,,,,,,,,
,3/31/2008,0.173333333,,,,,,,,,,
,12/31/2007,0.177777778,,,,,,,,,,
,9/28/2007,0.173333333,,,,,,,,,,
,6/29/2007,0.164444444,,,,,,,,,,
,3/30/2007,0.151111111,,,,,,,,,,
,12/29/2006,0.16,,,,,,,,,,
,9/29/2006,0.164444444,,,,,,,,,,
,6/30/2006,0.16,,,,,,,,,,
,3/31/2006,0.16,,,,,,,,,,
,12/30/2005,0.166666667,,,,,,,,,,
,9/30/2005,0.18888888899999998,,,,,,,,,,
,6/30/2005,0.164444444,,,,,,,,,,
,3/31/2005,0.168888889,,,,,,,,,,
,12/31/2004,0.16,,,,,,,,,,
,9/30/2004,0.164444444,,,,,,,,,,
,6/30/2004,0.162222222,,,,,,,,,,
,3/31/2004,0.157777778,,,,,,,,,,
,12/31/2003,0.151111111,,,,,,,,,,
,9/30/2003,0.15555555599999998,,,,,,,,,,
,6/30/2003,0.133333333,,,,,,,,,,
,3/31/2003,0.164444444,,,,,,,,,,
,12/31/2002,0.15555555599999998,,,,,,,,,,
,9/30/2002,0.157777778,,,,,,,,,,
,6/28/2002,0.15555555599999998,,,,,,,,,,
,3/28/2002,0.13777777800000002,,,,,,,,,,
,12/31/2001,0.127407407,,,,,,,,,,
,9/28/2001,0.13777777800000002,,,,,,,,,,
,6/29/2001,0.134814815,,,,,,,,,,
,3/30/2001,0.118518519,,,,,,,,,,
,12/29/2000,0.121481481,,,,,,,,,,
,9/29/2000,0.127407407,,,,,,,,,,
,6/30/2000,0.10962963,,,,,,,,,,
,3/31/2000,0.10814814800000001,,,,,,,,,,
,12/31/1999,0.114074074,,,,,,,,,,
,9/30/1999,0.111111111,,,,,,,,,,
,6/30/1999,0.151111111,,,,,,,,,,
,3/31/1999,0.10222222199999999,,,,,,,,,,
,12/31/1998,0.100740741,,,,,,,,,,
,9/30/1998,0.09777777800000001,,,,,,,,,,
,6/30/1998,0.09777777800000001,,,,,,,,,,
,3/31/1998,0.088888889,,,,,,,,,,
,12/31/1997,0.094814815,,,,,,,,,,
,9/30/1997,0.094814815,,,,,,,,,,
,6/30/1997,0.08740740699999999,,,,,,,,,,
,3/31/1997,0.07851851900000001,,,,,,,,,,
,12/31/1996,0.080987654,,,,,,,,,,
,9/30/1996,0.084,,,,,,,,,,
,6/28/1996,0.077,,,,,,,,,,
,3/29/1996,0.077,,,,,,,,,,
,12/29/1995,0.083,,,,,,,,,,
,9/29/1995,0.076,,,,,,,,,,
,6/30/1995,0.0652,,,,,,,,,,
