CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,12/31/2024,,4.44,4/10/2024,4.39,3/2/2024,4.39,1/23/2024,4.5,12/25/2023,4.44,11/2/2023,4.43,10/13/2023,4.25,9/6/2023,4.12,7/28/2023,4.05,6/10/2023,3.98,4/29/2023,,4/10/2023,2.17,3/2/2023,1.95,2/14/2023,1.84,1/9/2023,1.84,12/4/2022,1.25,10/30/2022,0.96,10/8/2022,0.7,9/7/2022,0.84,8/2/2022,0.83,7/8/2022,0.83,6/5/2022,0.79,5/2/2022,0.79,4/10/2022,,3/7/2022,0.7,1/19/2022,0.72,12/12/2021,0.74,11/6/2021,0.76,10/5/2021,0.78,8/31/2021,0.88,7/31/2021,0.85,6/29/2021,0.85,5/30/2021,0.85,5/1/2021,0.85,3/27/2021
,,9/30/2024,,3.84,,3.67,,3.44,,3.45,,3.49,,3.48,,3.59,,3.64,,3.59,,3.57,,,,1.74,,1.46,,1.44,,1.38,,0.97,,0.71,,0.44,,0.63,,0.61,,0.61,,0.59,,0.59,,,,0.53,,0.49,,0.63,,0.66,,0.67,,0.77,,0.75,,0.74,,0.68,,0.68,
,,6/30/2024,,3.21,,3.15,,2.95,,2.93,,2.94,,2.95,,2.99,,2.95,,2.87,,2.93,,,,1.15,,1,,1.01,,1.01,,0.74,,0.53,,0.29,,0.38,,0.37,,0.37,,0.37,,0.37,,,,0.43,,0.4,,0.57,,0.61,,0.63,,0.72,,0.72,,0.71,,0.66,,0.66,
,,3/30/2024,,2.05,,2.26,,2.5,,2.43,,2.44,,2.46,,2.46,,2.5,,2.48,,2.47,,,,0.76,,0.58,,0.57,,0.51,,0.35,,0.23,,0.07,,0.15,,0.14,,0.14,,0.11,,0.11,,,,0.41,,0.37,,0.56,,0.59,,0.6,,0.69,,0.66,,0.68,,0.66,,0.66,
,2/27/2024,12/31/2023,3.25,3.25,4/10/2023,3.21,4/10/2023,3.27,4/10/2023,3.28,4/10/2023,3.59,4/10/2023,3.42,4/10/2023,3.23,4/10/2023,3.32,4/10/2023,3.02,4/10/2023,2.57,4/10/2023,2.17,3/2/2023,1.95,2/14/2023,1.84,1/9/2023,1.84,12/4/2022,1.25,10/30/2022,0.96,10/8/2022,0.7,9/7/2022,0.84,8/2/2022,0.83,7/8/2022,0.83,6/5/2022,0.79,5/2/2022,0.79,4/10/2022,,3/7/2022,0.7,1/19/2022,0.72,12/12/2021,0.74,11/6/2021,0.76,10/5/2021,0.78,8/31/2021,0.88,7/31/2021,0.85,6/29/2021,0.85,5/30/2021,0.85,5/1/2021,0.85,3/27/2021,,
,10/31/2023,9/30/2023,2.5,2.5,,2.08,,2.26,,2.44,,2.58,,2.32,,2.03,,1.74,,1.46,,1.44,,1.38,,0.97,,0.71,,0.44,,0.63,,0.61,,0.61,,0.59,,0.59,,,,0.53,,0.49,,0.63,,0.66,,0.67,,0.77,,0.75,,0.74,,0.68,,0.68,,,,,,,,,
,7/27/2023,6/30/2023,1.59,1.59,,1.08,,1.33,,1.38,,1.15,,1,,1.01,,1.01,,0.74,,0.53,,0.29,,0.38,,0.37,,0.37,,0.37,,0.37,,,,0.43,,0.4,,0.57,,0.61,,0.63,,0.72,,0.72,,0.71,,0.66,,0.66,,,,,,,,,,,,,,,
,4/27/2023,3/30/2023,0.4,0.4,,0.97,,0.76,,0.58,,0.57,,0.51,,0.35,,0.23,,0.07,,0.15,,0.14,,0.14,,0.11,,0.11,,,,0.41,,0.37,,0.56,,0.59,,0.6,,0.69,,0.66,,0.68,,0.66,,0.66,,,,,,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,-0.07,-0.07,,-0.15,,-0.15,,-0.13,,0.03,,0.03,,0.01,,-0.3,,-0.19,,-0.16,,-0.2,,-0.21,,0.04,,0.7,1/19/2022,0.72,12/12/2021,0.74,11/6/2021,0.76,10/5/2021,0.78,8/31/2021,0.88,7/31/2021,0.85,6/29/2021,0.85,5/30/2021,0.85,5/1/2021,0.85,3/27/2021,,,,,,,,,,,,,,,,,,,,,,
,10/27/2022,9/30/2022,-0.46,-0.46,,-0.27,,-0.26,,0.43,,0.28,,0.43,,0.38,,0.62,,0.64,,0.53,,0.49,,0.63,,0.66,,0.67,,0.77,,0.75,,0.74,,0.68,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
