CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Y,,12/31/2026,,0.55,1/7/2026,0.55,11/9/2025,0.48,9/21/2025,0.48,8/16/2025,0.44,7/25/2025,0.44,6/25/2025,,,,,,,,,
,,9/30/2026,,0.58,,0.58,,0.57,,0.47,,0.54,,0.54,,,,,,,,,,
,,6/30/2026,,0.64,,0.66,,0.63,,0.63,,0.53,,0.53,,,,,,,,,,
,,3/30/2026,,0.44,,0.45,,0.45,,0.45,,0.31,,0.27,,,,,,,,,,
,,12/31/2025,,0.45,7/25/2025,0.45,7/25/2025,0.45,7/25/2025,0.45,7/25/2025,0.44,7/25/2025,0.44,6/25/2025,,,,,,,,,
,11/5/2025,9/30/2025,0.47,0.47,,0.52,,0.52,,0.54,,0.54,,,,,,,,,,,,
,8/6/2025,6/30/2025,0.59,0.59,,0.53,,0.53,,0.51,,,,,,,,,,,,,,
,5/6/2025,3/30/2025,0.31,0.31,,0.27,,0.38,,0.5,,,,,,,,,,,,,,
,2/26/2025,12/31/2024,0.32,0.32,4/10/2024,0.38,4/10/2024,0.46,4/10/2024,0.46,4/10/2024,,,,,,,,,,,,,
,11/7/2024,9/30/2024,0.54,0.54,,0.51,,0.51,,0.51,,,,,,,,,,,,,,
,8/8/2024,6/30/2024,0.54,0.54,,0.46,,0.46,,0.63,,,,,,,,,,,,,,
,5/2/2024,3/31/2024,0.24,0.29,,0.31,,0.54,,0.54,,,,,,,,,,,,,,
,2/22/2024,12/31/2023,0.43,0.43,6/21/2023,0.48,6/21/2023,0.49,6/21/2023,0.51,6/21/2023,,,,,,,,,,,,,
,11/8/2023,9/30/2023,0.49,0.56,,0.62,,0.62,,0.64,,,,,,,,,,,,,,
,8/12/2023,6/30/2023,0.57,0.57,,0.57,,0.57,,0.54,,,,,,,,,,,,,,
,5/9/2023,3/31/2023,0.41,0.41,,0.37,,0.37,,0.44,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,0.3,0.3,,0.44,,0.44,,0.44,,,,,,,,,,,,,,
,11/9/2022,9/30/2022,0.48,0.48,,0.44,,0.43,,0.43,,,,,,,,,,,,,,
,8/9/2022,6/30/2022,0.43,0.43,,0.34,,0.34,,0.34,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,0.28,0.28,,0.24,,0.24,,0.35,,,,,,,,,,,,,,
,2/28/2022,12/31/2021,0.22,0.22,,0.3,,0.3,,0.3,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,0.3,0.32,,0.32,,0.32,,0.32,,,,,,,,,,,,,,
,8/9/2021,6/30/2021,0.37,0.37,,0.26,,0.26,,0.25,,,,,,,,,,,,,,
,5/10/2021,3/31/2021,0.25,0.25,,0.18,,0.17,,0.16,,,,,,,,,,,,,,
,3/11/2021,12/31/2020,0.22,0.22,,0.2,,0.2,,0.2,,,,,,,,,,,,,,
,11/10/2020,9/30/2020,0.24,0.24,,0.17,,0.17,,,,,,,,,,,,,,,,
,8/12/2020,6/30/2020,0.14,0.14,,0.14,,,,,,,,,,,,,,,,,,
,5/14/2020,3/31/2020,0.06,0.06,,0.06,,,,,,,,,,,,,,,,,,
,3/16/2020,12/31/2019,0.17,0.17,,0.17,,,,,,,,,,,,,,,,,,
,11/8/2019,9/30/2019,0.16,0.16,,0.16,,,,,,,,,,,,,,,,,,
,,6/28/2019,0.11,,,0.11,,,,,,,,,,,,,,,,,,
,,3/29/2019,0.07,,,0.07,,,,,,,,,,,,,,,,,,
,,12/31/2018,0.08,,,0.08,,,,,,,,,,,,,,,,,,
,,9/28/2018,0.08,,,0.08,,,,,,,,,,,,,,,,,,
,,6/29/2018,0.08,,,0.08,,,,,,,,,,,,,,,,,,
,,3/29/2018,0.08,,,0.08,,,,,,,,,,,,,,,,,,
