Date,Q_EPS_Diluted,,,,,,,
12/31/2020,0.55,0.56,0.56,0.55,0.547885714,,,
9/30/2020,0.53,0.54,0.54,0.53,0.536228571,,,
6/30/2020,0.51,0.5,0.5,0.49,0.501257143,,,
3/31/2020,0.48,0.48,0.48,0.466285714,,,,
12/31/2019,0.48,0.47,0.47,0.46,0.48,,,
9/30/2019,0.45,0.45,0.45,0.46,0.45,0.44,0.43,0.45
6/28/2019,0.156104588,0.43,0.44,0.43,0.44,,,
3/29/2019,0.11795607,0.4,0.41,0.42,0.43,0.42,,
12/31/2018,0.065946082,0.38,0.37,0.39,0.38,0.32,,
9/28/2018,0.093933119,0.35,0.36,0.37,0.36,0.31,,
6/29/2018,0.094205877,0.37,0.34,0.28,,,,
3/29/2018,0.128523763,0.34,0.33,0.27,,,,
12/29/2017,-0.25892558,0.26,0.25,0.23,,,,
9/29/2017,0.082576124,0.23,,,,,,
6/30/2017,0.075837656,0.22,,,,,,
3/31/2017,0.100692994,0.21,,,,,,
12/30/2016,0.093040599,0.2,,,,,,
9/30/2016,0.05388869,0.19,,,,,,
6/30/2016,0.026995503,0.17,,,,,,
3/31/2016,0.038834951,0.16,,,,,,
12/31/2015,0.050613198,0.15,,,,,,
9/30/2015,-0.106995455,0.12,,,,,,
6/30/2015,-0.043203688,0.12,,,,,,
3/31/2015,-0.020895057,0.1,,,,,,
12/31/2014,0,0.08,,,,,,
9/30/2014,-0.04,0.08,,,,,,
6/30/2014,-0.08,0.08,,,,,,
3/31/2014,-0.01,0.15,,,,,,
12/31/2013,0.03,nan,,,,,,
9/30/2013,0.17,nan,,,,,,
6/28/2013,0.06,nan,,,,,,
3/28/2013,0.01,nan,,,,,,
12/31/2012,0.05,nan,,,,,,
9/28/2012,0.03,nan,,,,,,
6/29/2012,-0.03,nan,,,,,,
3/30/2012,0.02,nan,,,,,,
12/30/2011,0,nan,,,,,,
9/30/2011,-0.02,nan,,,,,,
6/30/2011,0,nan,,,,,,
3/31/2011,-0.01,nan,,,,,,
12/31/2010,0,nan,,,,,,
