CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,,
Adjusted,,9/30/2027,,3.56,10/25/2025,3.11,10/6/2025,3.11,8/29/2025,3.11,7/25/2025,3.04,7/11/2025
,,6/30/2027,,3.29,,2.87,,2.87,,2.87,,2.78,
,,3/30/2027,,3.25,,2.79,,2.78,,2.78,,2.74,
,,12/30/2026,,3.31,,2.8,,2.8,,2.8,,2.75,
,,9/30/2026,,3.19,10/6/2025,3.11,10/6/2025,3.11,8/29/2025,3.11,7/25/2025,3.04,7/11/2025
,,6/30/2026,,2.94,,2.87,,2.87,,2.87,,2.78,
,,3/30/2026,,2.89,,2.79,,2.78,,2.78,,2.74,
,,12/30/2025,,2.93,,2.8,,2.8,,2.8,,2.75,
,10/25/2025,9/30/2025,2.95,3.11,12/5/2024,2.75,12/5/2024,2.7,12/5/2024,2.72,12/5/2024,2.64,12/5/2024
,7/23/2025,6/30/2025,2.12,2.18,,2.36,,2.37,,2.37,,,
,4/23/2025,3/30/2025,2.36,2.42,,2.53,,2.53,,2.49,,,
,1/29/2025,12/30/2024,2.86,2.93,,2.66,,2.61,,2.56,,,
,10/23/2024,9/30/2024,2.86,2.95,12/15/2023,2.41,12/15/2023,2.4,12/15/2023,2.49,12/15/2023,,
,7/24/2024,6/30/2024,2.31,2.39,,2.34,,2.34,,2.36,,,
,4/24/2024,3/30/2024,2.22,2.31,,2.3,,2.31,,2.23,,,
,1/24/2024,12/30/2023,2.32,2.4,,2.25,,2.23,,2.3,,,
,10/25/2023,9/30/2023,2.02,2.13,,2.29,,2.32,,2.32,,,
,7/26/2023,6/30/2023,1.71,1.85,,2.14,,2.16,,2.18,,,
,4/26/2023,3/30/2023,1.93,2.03,,2.32,,2.32,,2.36,,,
,1/25/2023,12/30/2022,2.3,2.29,,2.28,,2.29,,2.32,,,
,10/26/2022,9/30/2022,1.98,2.08,,2.03,,2.05,,2.05,,,
,7/27/2022,6/30/2022,1.38,1.61,,1.72,,1.73,,1.79,,,
,4/27/2022,3/31/2022,1.52,1.55,,1.73,,1.72,,1.7,,,
,1/26/2022,12/31/2021,2.1,2.12,,1.73,,1.72,,1.64,,,
,10/27/2021,9/30/2021,2.02,2.06,,1.67,,2.49,,2.55,,,
,7/28/2021,6/30/2021,2.18,2.745,,2.22,,2.21,,2.16,,,
,4/28/2021,3/31/2021,2.51,2.505,,2.16,,2.05,,1.77,,,
,1/27/2021,12/31/2020,2.23,2.235,,1.64,,1.61,,1.47,,,
,10/28/2020,9/30/2020,1.5,1.785,,1.29,1/26/2020,1.29,1/26/2020,1.16,1/26/2020,,
,7/29/2020,6/30/2020,1.23,1.23,,0.9,,1.02,,1.54,,,
,4/29/2020,3/31/2020,1.2,1.2,,1.72,,1.89,,1.93,,,
,1/22/2020,12/31/2019,1.89,1.89,,1.93,,1.96,,1.97,,,
,,9/30/2019,1.86,1.995,,1.92,,1.94,,1.94,,,
,7/24/2019,6/28/2019,1.80362117,2.7,,1.82,,1.83,,1.8,,,
,4/24/2019,3/29/2019,1.813759555,2.715,,1.63,,1.61,,1.64,,,
,1/23/2019,12/31/2018,1.690427699,2.685,,1.73,,1.75,,1.77,,,
,10/24/2018,9/28/2018,1.757946783,2.52,,1.82,,1.45,,1.72,,,
,7/25/2018,6/29/2018,1.551426258,2.325,,1.72,,1.37,,1.63,,,
