CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
N,,12/31/2026,,1.48,1/17/2026,1.51,12/14/2025,1.61,11/3/2025,1.74,9/9/2025,2.14,8/4/2025,2.38,6/17/2025,2.58,5/4/2025,,,,,,,
,,9/30/2026,,1.92,,1.94,,2.04,,2.21,,2.82,,3.02,,3.28,,,,,,,,
,,6/30/2026,,1.91,,1.95,,2.02,,2.22,,2.52,,2.77,,2.91,,,,,,,,
,,3/30/2026,,0.85,,0.89,,0.97,,1.05,,1.32,,1.5,,1.59,,,,,,,,
,,12/31/2025,,1.22,2/3/2025,1.23,2/3/2025,1.2,2/3/2025,1.15,2/3/2025,1.68,2/3/2025,1.84,2/3/2025,2,2/3/2025,,,,,,,
,10/30/2025,9/30/2025,1.1,1.88,,1.66,,2.3,,2.43,,2.65,,,,,,,,,,,,
,7/31/2025,6/30/2025,1.66,2.38,,2.28,,2.45,,2.83,,,,,,,,,,,,,,
,5/1/2025,3/30/2025,0.84,1.51,,1.43,,1.62,,2.14,,,,,,,,,,,,,,
,2/20/2025,12/31/2024,1.65,2.31,4/9/2024,2.12,4/9/2024,2.14,4/9/2024,2.24,4/9/2024,,,,,,,,,,,,,
,11/5/2024,9/30/2024,2.44,3.07,,2.96,,3.35,,3.8,,,,,,,,,,,,,,
,8/6/2024,6/30/2024,2.87,3.5,,3.04,,3.2,,3.61,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,2.1,2.65,,2.28,,2.36,,2.42,,,,,,,,,,,,,,
,2/22/2024,12/31/2023,2.83,3.65,4/10/2023,2.54,4/10/2023,2.54,4/10/2023,2.52,4/10/2023,,,,,,,,,,,,,
,11/1/2023,9/30/2023,3.59,4.24,,3.73,,3.47,,2.4,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,3.16,3.89,,2.46,,2.26,,1.85,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,2.41,2.96,,1.51,,1.49,,1.24,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,2.62,3.21,,2.34,,2.43,,2.17,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,4.72,5.2,,3.32,,3.37,,3.36,,,,,,,,,,,,,,
,8/1/2022,6/30/2022,5.75,6.26,,3.09,,3.09,,3.08,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,3.56,3.9,,1.98,,1.97,,1.25,,,,,,,,,,,,,,
,3/1/2022,12/31/2021,2.31,2.78,,1.91,,1.91,,1.89,,,,,,,,,,,,,,
,11/4/2021,9/30/2021,2.98,3.39,,1.64,,1.64,,1.2,,,,,,,,,,,,,,
,8/5/2021,6/30/2021,2.39,2.76,,1.27,,1.26,,1.01,,,,,,,,,,,,,,
,5/6/2021,3/31/2021,0.83,1.1,,0.67,,0.6,,0.6,,,,,,,,,,,,,,
,2/26/2021,12/31/2020,1.18,1.26,,0.91,,0.9,,0.9,,,,,,,,,,,,,,
,10/29/2020,9/30/2020,0.727805738,0.82,,0.727805738,,,,,,,,,,,,,,,,,,
,7/30/2020,6/30/2020,0.671220873,0.67,,0.671220873,,,,,,,,,,,,,,,,,,
,4/30/2020,3/31/2020,0.074897442,0.34,,0.074897442,,,,,,,,,,,,,,,,,,
,2/20/2020,12/31/2019,0.35239141,0.4,,0.35239141,,,,,,,,,,,,,,,,,,
,10/31/2019,9/30/2019,0.666643905,0.72,,0.666643905,,,,,,,,,,,,,,,,,,
,8/1/2019,6/28/2019,0.569625125,0.63,,0.569625125,,,,,,,,,,,,,,,,,,
,5/2/2019,3/29/2019,0.306356249,0.34,,0.306356249,,,,,,,,,,,,,,,,,,
,2/28/2019,12/31/2018,0.446831364,0.46,,0.446831364,,,,,,,,,,,,,,,,,,
,11/1/2018,9/28/2018,0.629422271,0.67,,0.629422271,,,,,,,,,,,,,,,,,,
,8/7/2018,6/29/2018,0.485033378,0.54,,0.485033378,,,,,,,,,,,,,,,,,,
,5/9/2018,3/29/2018,0.198807157,0.24,,0.198807157,,,,,,,,,,,,,,,,,,
,2/28/2018,12/29/2017,-0.377078568,,,-0.377078568,,,,,,,,,,,,,,,,,,
,11/8/2017,9/29/2017,0.343485428,,,0.343485428,,,,,,,,,,,,,,,,,,
,8/3/2017,6/30/2017,0.328237994,,,0.328237994,,,,,,,,,,,,,,,,,,
,5/8/2017,3/31/2017,0.033164601,,,0.033164601,,,,,,,,,,,,,,,,,,
