CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
,,12/31/1996,0.03,,,nan,,,,,,,,,
,,9/30/1996,0.103333333,,,nan,,,,,,,,,
,,6/30/1996,0.423333333,,,nan,,,,,,,,,
,,3/30/1996,0.426666667,,,nan,,,,,,,,,
,,12/29/1995,0.373333333,,,nan,,,,,,,,,
,,9/30/1995,0.333333333,,,nan,,,,,,,,,
,,6/30/1995,0.333333333,,,nan,,,,,,,,,
,,3/31/1995,0.276666667,,,nan,,,,,,,,,
,,12/30/1994,0.213333333,,,nan,,,,,,,,,
,,9/30/1994,0.193333333,,,nan,,,,,,,,,
,,6/30/1994,0.153333333,,,nan,,,,,,,,,
,,3/31/1994,0.126666667,,,nan,,,,,,,,,
,,12/31/1993,0.113333333,,,nan,,,,,,,,,
