CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
N,,12/31/2026,,0.33,1/20/2026,0.32,12/19/2025,0.32,11/5/2025,0.36,10/23/2025,0.36,9/15/2025,0.42,8/6/2025,0.41,7/22/2025
,,9/30/2026,,0.23,,0.23,,0.23,,0.33,,0.33,,0.39,,0.42,
,,6/30/2026,,0.12,,0.12,,0.16,,0.28,,0.28,,0.34,,0.38,
,,3/30/2026,,0.07,,0.08,,0.13,,0.19,,0.19,,0.26,,0.32,
,,12/31/2025,,-0.06,12/17/2024,-0.06,12/17/2024,0.03,12/17/2024,0.13,12/17/2024,0.13,12/17/2024,0.2,12/17/2024,0.26,12/17/2024
,11/3/2025,9/30/2025,-0.67,0.07,,0.12,,0.12,,0.17,,0.24,,,,,
,8/4/2025,6/30/2025,-0.28,0.03,,0.14,,0.14,,0.14,,,,,,,
,5/5/2025,3/30/2025,-0.13,0.12,,0.26,,0.26,,0.26,,,,,,,
,2/4/2025,12/31/2024,-0.12,0.08,3/31/2024,0.27,3/31/2024,0.27,3/31/2024,0.21,3/31/2024,,,,,,
,11/4/2024,9/30/2024,-0.08,0.12,,0.11,,0.1,,0.11,,,,,,,
,8/6/2024,6/30/2024,-0.15,0.05,,0.03,,0.03,,0.13,,,,,,,
,5/7/2024,3/30/2024,-0.3,-0.09,,0.01,,0.01,,0.1,,,,,,,
,2/6/2024,12/30/2023,-0.4,-0.06,3/19/2023,0.07,3/19/2023,0.07,3/19/2023,0.15,3/19/2023,,,,,,
,11/6/2023,9/30/2023,-0.36,0.07,,0.08,,0.08,,0.1,,,,,,,
,8/8/2023,6/30/2023,-0.71,0.02,,0.01,,0.01,,0.25,,,,,,,
,5/9/2023,3/30/2023,0.01,0.38,,0.27,,0.28,,0.79,,,,,,,
,2/7/2023,12/30/2022,0.49,0.72,,0.97,,1.01,,1.07,,,,,,,
,11/8/2022,9/30/2022,1,1.22,,0.99,,0.99,,0.99,,,,,,,
,8/9/2022,6/30/2022,0.74,0.98,,0.81,,0.81,,0.81,,,,,,,
,5/10/2022,3/31/2022,0.28,0.7,,0.9,,0.9,,0.9,,,,,,,
,2/8/2022,12/31/2021,0.51,0.9,,0.91,,0.91,,1.04,,,,,,,
,11/2/2021,9/24/2021,0.638659367,0.81,,0.85,,0.99,,0.93,,,,,,,
,8/3/2021,6/30/2021,0.785940827,0.9,,0.85,,0.79,,0.76,,,,,,,
,5/4/2021,3/26/2021,0.509518011,0.76,,0.72,,0.7,,0.64,,,,,,,
,2/2/2021,12/31/2020,0.513778294,0.81,,0.71,,0.67,,0.64,,,,,,,
,11/2/2020,9/30/2020,0.449727722,0.62,,0.6,,0.49,,0.65,,,,,,,
,8/3/2020,6/30/2020,0.295270607,0.54,,0.43,,0.64,,0.47,,,,,,,
,5/4/2020,3/27/2020,0.14667104,0.52,,0.6,,0.62,,0.47,,,,,,,
,2/5/2020,12/27/2019,0.347920373,0.48,,0.5,,0.28,,0.39,,,,,,,
,11/5/2019,9/27/2019,0.039614625,0.3,,0.28,,0.31,,0.38,,,,,,,
,8/6/2019,6/28/2019,0.014825893,0.23,,0.24,,0.34,,0.32,,,,,,,
,5/7/2019,3/29/2019,0.067358268,0.25,,0.26,,0.39,,0.4,,,,,,,
,2/6/2019,12/31/2018,0.151427479,0.32,,0.35,,0.68,,0.7,,,,,,,
,11/6/2018,9/28/2018,0.390558637,0.55,,0.54,,0.69,,0.89,,,,,,,
,8/7/2018,6/29/2018,1.073477424,1.02,,0.94,,0.95,,0.96,,,,,,,
,5/8/2018,3/29/2018,0.625441608,1.03,,0.94,,0.95,,0.81,,,,,,,
,,12/29/2017,0.730190296,,,0.68,,,,,,,,,,,
,,9/29/2017,0.543797856,,,0.62,,,,,,,,,,,
,,6/30/2017,0.378306436,,,0.6,,,,,,,,,,,
,,3/31/2017,0.500778293,,,0.57,,,,,,,,,,,
,,12/30/2016,0.382772283,,,0.51,,,,,,,,,,,
,,9/23/2016,0.084722506,,,nan,,,,,,,,,,,
,,6/24/2016,0.018014512,,,nan,,,,,,,,,,,
,,3/24/2016,0,,,nan,,,,,,,,,,,
,,12/24/2015,-120.25,,,nan,,,,,,,,,,,
,,9/25/2015,-607.87,,,nan,,,,,,,,,,,
,,6/25/2015,0.1,,,nan,,,,,,,,,,,
