CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
,,7/29/2005,-0.629370629,,,nan,,,,,,,,,,,
,,4/29/2005,-0.909090909,,,nan,,,,,,,,,,,
,,1/31/2005,-0.699300699,,,nan,,,,,,,,,,,
,,10/29/2004,-6.993006993,,,nan,,,,,,,,,,,
,,7/30/2004,-1.748251748,,,nan,,,,,,,,,,,
,,4/30/2004,-1.118881119,,,nan,,,,,,,,,,,
,,1/30/2004,-1.118881119,,,nan,,,,,,,,,,,
,,10/31/2003,-2.027972028,,,nan,,,,,,,,,,,
,,7/31/2003,-1.398601399,,,nan,,,,,,,,,,,
,,4/30/2003,-1.188811189,,,nan,,,,,,,,,,,
,,1/31/2003,-1.748251748,,,nan,,,,,,,,,,,
,,10/31/2002,-12.16783217,,,nan,,,,,,,,,,,
,,7/31/2002,-2.937062937,,,nan,,,,,,,,,,,
,,4/30/2002,-13.00699301,,,nan,,,,,,,,,,,
,,1/31/2002,-1.538461538,,,nan,,,,,,,,,,,
,,10/31/2001,-40.41958042,,,nan,,,,,,,,,,,
,,7/31/2001,0.13986014,,,nan,,,,,,,,,,,
,,4/30/2001,-1.188811189,,,nan,,,,,,,,,,,
,,1/31/2001,1.328671329,,,nan,,,,,,,,,,,
,,10/31/2000,0.629370629,,,nan,,,,,,,,,,,
,,7/31/2000,0.699300699,,,nan,,,,,,,,,,,
,,4/28/2000,0.454545455,,,nan,,,,,,,,,,,
,,1/31/2000,0.244755245,,,nan,,,,,,,,,,,
,,10/29/1999,-0.034965035,,,nan,,,,,,,,,,,
,,7/30/1999,-0.13986014,,,nan,,,,,,,,,,,
,,4/30/1999,0.034965035,,,nan,,,,,,,,,,,
,,1/29/1999,0.06993007,,,nan,,,,,,,,,,,
,,10/30/1998,-0.13986014,,,nan,,,,,,,,,,,
,,7/31/1998,0.06993007,,,nan,,,,,,,,,,,
,,4/30/1998,0.524475524,,,nan,,,,,,,,,,,
