CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,
Adjusted Non-GAAP,,10/30/2027,,1.97,1/17/2026,1.9,12/13/2025,1.41,11/25/2025,1.41,10/20/2025,1.31,9/7/2025,1.06,7/14/2025,1.06,6/7/2025
,,7/30/2027,,1.71,,1.65,,1.19,,1.19,,1.11,,0.91,,0.91,
,,4/30/2027,,1.55,,1.5,,0.99,,0.99,,0.91,,0.74,,0.74,
,,1/30/2027,,1.44,,1.39,,0.81,,0.81,,0.76,,0.6,,0.6,
,,10/30/2026,,1.62,11/25/2025,1.6,11/25/2025,1.41,11/25/2025,1.41,10/20/2025,1.31,9/7/2025,1.06,7/14/2025,1.06,6/7/2025
,,7/30/2026,,1.38,,1.37,,1.19,,1.19,,1.11,,0.91,,0.91,
,,4/30/2026,,1.21,,1.18,,0.99,,0.99,,0.91,,0.74,,0.74,
,,1/30/2026,,1.16,,1.13,,0.81,,0.81,,0.76,,0.6,,0.6,
,12/11/2025,10/30/2025,0.13,0.91,12/14/2024,0.76,12/14/2024,0.76,12/14/2024,0.75,12/14/2024,0.66,12/14/2024,0.66,12/14/2024,,
,9/4/2025,7/30/2025,0.35,0.67,,0.53,,0.53,,0.6,,,,,,,
,6/5/2025,4/30/2025,0.06,0.42,,0.51,,0.51,,0.51,,,,,,,
,3/11/2025,1/30/2025,0.31,0.64,,0.42,,0.43,,0.5,,,,,,,
,12/12/2024,10/30/2024,0.25,0.54,1/23/2024,0.66,1/23/2024,0.66,1/23/2024,0.67,1/23/2024,,,,,,
,9/4/2024,7/30/2024,0.1,0.35,,0.26,,0.26,,0.53,,,,,,,
,6/6/2024,4/30/2024,-0.12,0.27,,0.14,,0.14,,0.14,,,,,,,
,3/7/2024,1/30/2024,0.34,0.66,,0.48,,0.48,,0.56,,,,,,,
,12/7/2023,10/30/2023,0.62,0.75,,0.69,,0.69,,0.69,,,,,,,
,8/31/2023,7/30/2023,0.2,0.59,,0.51,,0.52,,0.71,,,,,,,
,6/6/2023,4/30/2023,0.38,0.74,,0.61,,0.61,,0.6,,,,,,,
,3/6/2023,1/30/2023,0.51,0.64,,0.36,,0.36,,0.34,,,,,,,
,12/8/2022,10/29/2022,0.39,0.61,,0.08,,0.08,,0.46,,,,,,,
,9/1/2022,7/30/2022,0.07,0.33,,0.34,,0.34,,0.9,,,,,,,
,6/2/2022,4/30/2022,0.25,0.52,,0.54,,0.54,,0.56,,,,,,,
,3/7/2022,1/29/2022,0.29,0.47,,0.46,,0.52,,0.53,,,,,,,
,12/9/2021,10/29/2021,0.66,0.85,,0.86,,0.86,,0.91,,,,,,,
,9/2/2021,7/30/2021,1.52,0.92,,0.79,,0.79,,0.78,,,,,,,
,6/3/2021,4/30/2021,0.66,0.62,,0.48,,0.49,,0.52,,,,,,,
,3/4/2021,1/29/2021,0.35,0.53,,0.45,,0.45,,0.49,,,,,,,
,12/10/2020,10/30/2020,0.42,0.6,,0.63,,0.63,,0.8,,,,,,,
,9/3/2020,7/31/2020,0.910112719,1.06,,0.83,,0.71,,0.78,,,,,,,
,6/4/2020,4/30/2020,0.590785157,0.76,,0.5,,0.49,,0.59,,,,,,,
,3/5/2020,1/31/2020,0.40021061,0.52,,0.38,,0.41,,0.43,,,,,,,
,12/12/2019,11/1/2019,0.512930044,0.58,,0.51,,0.63,,0.61,,,,,,,
,9/5/2019,7/31/2019,0.550633514,0.71,,0.57,,0.5,,0.53,,,,,,,
,6/6/2019,4/30/2019,0.333175394,0.48,,0.41,,0.39,,0.4,,,,,,,
,3/5/2019,1/31/2019,0.212525447,0.33,,0.3,,0.28,,,,,,,,,
,12/13/2018,10/31/2018,0.323794732,0.53,,0.48,,0.51,,0.65,,,,,,,
,8/30/2018,7/31/2018,0.317753972,0.48,,0.36,,0.44,,0.57,,,,,,,
,5/31/2018,4/30/2018,0.093638704,0.23,,0.3,,0.47,,0.13,,,,,,,
,3/6/2018,1/31/2018,-3.289024611,0.15,,0.13,,0.3,,0.36,,,,,,,
,12/7/2017,10/31/2017,7.305552582,,,0.5,,0.57,,0.54,,,,,,,
,8/31/2017,7/31/2017,0.348668309,,,0.49,,0.47,,0.45,,,,,,,
,6/1/2017,4/28/2017,0.230079928,,,0.37,,0.4,,0.39,,,,,,,
,3/8/2017,1/31/2017,0.027154954,,,0.27,,0.29,,0.31,,,,,,,
,,10/31/2016,0.221339641,,,0.47,,0.49,,0.31,,,,,,,
,,7/29/2016,0.198087972,,,0.38,,0.37,,0.53,,,,,,,
,,4/29/2016,0.100778319,,,0.27,,0.42,,,,,,,,,
,,1/29/2016,-0.084477776,,,0.14,,0.31,,,,,,,,,
,,10/30/2015,-0.103149213,,,0.14,,,,,,,,,,,
,,7/31/2015,0.177320934,,,0.38,,,,,,,,,,,
,,4/30/2015,0.161330136,,,0.34,,,,,,,,,,,
,,1/30/2015,-0.174245869,,,0.24,,,,,,,,,,,
,,10/31/2014,-0.287129083,,,0.03,,,,,,,,,,,
,,7/31/2014,0.133764869,,,0.13,,,,,,,,,,,
,,4/30/2014,-0.096329101,,,0.28,,,,,,,,,,,
,,1/31/2014,-0.152496148,,,0.13,,,,,,,,,,,
,,11/1/2013,-0.094635975,,,0.06,,,,,,,,,,,
,,8/2/2013,-0.011984851,,,0.24,,,,,,,,,,,
,,4/30/2013,-0.265707025,,,0.16,,,,,,,,,,,
,,1/30/2013,-0.467609976,,,-0.01,,,,,,,,,,,
,,10/26/2012,-0.385758064,,,-0.13,,,,,,,,,,,
,,7/30/2012,-0.299578017,,,nan,,,,,,,,,,,
,,4/30/2012,-0.280659925,,,nan,,,,,,,,,,,
,,1/30/2012,-0.485927845,,,nan,,,,,,,,,,,
,,10/28/2011,-0.22,,,nan,,,,,,,,,,,
,,7/29/2011,-0.33,,,nan,,,,,,,,,,,
,,4/29/2011,-0.66,,,nan,,,,,,,,,,,
,,1/28/2011,-0.84,,,nan,,,,,,,,,,,
,,10/29/2010,-0.85,,,nan,,,,,,,,,,,
,,7/30/2010,-1.18,,,nan,,,,,,,,,,,
,,4/30/2010,-0.97,,,nan,,,,,,,,,,,
,,1/29/2010,-0.58,,,nan,,,,,,,,,,,
,,10/30/2009,-0.34,,,nan,,,,,,,,,,,
,,7/31/2009,-0.29,,,nan,,,,,,,,,,,
,,4/30/2009,-5.53,,,nan,,,,,,,,,,,
,,1/30/2009,-0.27,,,nan,,,,,,,,,,,
,,10/31/2008,-0.2,,,nan,,,,,,,,,,,
,,7/31/2008,0.12,,,nan,,,,,,,,,,,
,,4/30/2008,0.23,,,nan,,,,,,,,,,,
,,1/31/2008,0.28,,,nan,,,,,,,,,,,
,,10/31/2007,0.33,,,nan,,,,,,,,,,,
,,7/31/2007,0.29,,,nan,,,,,,,,,,,
,,4/30/2007,0.14,,,nan,,,,,,,,,,,
,,1/31/2007,0.12,,,nan,,,,,,,,,,,
,,10/31/2006,0.15,,,nan,,,,,,,,,,,
,,7/31/2006,-0.06993007,,,nan,,,,,,,,,,,
,,4/28/2006,0,,,nan,,,,,,,,,,,
,,1/31/2006,-0.06993007,,,nan,,,,,,,,,,,
,,10/31/2005,-3.076923077,,,nan,,,,,,,,,,,
