CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,12/31/2026,,0.94,2/14/2025,0.68,12/22/2024,0.78,11/11/2024,0.86,9/29/2024,0.91,8/12/2024,0.95,6/25/2024,0.94,5/11/2024,0.79,3/31/2024,0.8,2/10/2024,1.09,12/31/2023,1.09,11/11/2023,1.72,9/27/2023,1.73,8/10/2023,1.82,6/20/2023,1.82,5/11/2023,,3/16/2023,1.55,2/10/2023,1.69,1/24/2023,1.7,12/17/2022,1.7,11/9/2022,1.93,10/19/2022,1.93,9/15/2022,1.93,8/13/2022,1.89,7/13/2022,1.92,6/12/2022,1.89,5/11/2022,1.89,4/16/2022,,3/14/2022,1.53,2/10/2022,1.52,12/29/2021,1.49,12/28/2021,1.45
,,9/30/2026,,0.97,,0.75,,0.82,,0.91,,0.91,,0.96,,0.97,,0.73,,0.75,,0.98,,0.98,,1.68,,1.71,,1.88,,1.88,,,,1.61,,1.76,,1.78,,1.78,,1.97,,1.97,,1.97,,1.91,,1.91,,1.91,,1.91,,,,1.63,,1.6,,1.58,,1.53
,,6/30/2026,,0.79,,0.48,,0.54,,0.76,,0.76,,0.78,,0.76,,0.46,,0.48,,0.7,,0.7,,1.45,,1.5,,1.69,,1.69,,,,1.49,,1.57,,1.59,,1.59,,1.75,,1.75,,1.75,,1.71,,1.71,,1.71,,1.71,,,,1.5,,1.43,,1.41,,1.33
,,3/30/2026,,0.65,,0.31,,0.33,,0.61,,0.59,,0.62,,0.6,,0.3,,0.31,,0.5,,0.5,,1.25,,1.29,,1.51,,1.51,,,,1.45,,1.48,,1.49,,1.49,,1.56,,1.56,,1.56,,1.53,,1.54,,1.53,,1.53,,,,1.48,,1.29,,1.27,,1.14
,,12/31/2025,,0.51,12/22/2024,0.68,12/22/2024,0.78,11/11/2024,0.86,9/29/2024,0.91,8/12/2024,0.95,6/25/2024,0.94,5/11/2024,0.79,3/31/2024,0.8,2/10/2024,1.09,12/31/2023,1.09,11/11/2023,1.72,9/27/2023,1.73,8/10/2023,1.82,6/20/2023,1.82,5/11/2023,,3/16/2023,1.55,2/10/2023,1.69,1/24/2023,1.7,12/17/2022,1.7,11/9/2022,1.93,10/19/2022,1.93,9/15/2022,1.93,8/13/2022,1.89,7/13/2022,1.92,6/12/2022,1.89,5/11/2022,1.89,4/16/2022,,3/14/2022,1.53,2/10/2022,1.52,12/29/2021,1.49,12/28/2021,1.45
,,9/30/2025,,0.61,,0.75,,0.82,,0.91,,0.91,,0.96,,0.97,,0.73,,0.75,,0.98,,0.98,,1.68,,1.71,,1.88,,1.88,,,,1.61,,1.76,,1.78,,1.78,,1.97,,1.97,,1.97,,1.91,,1.91,,1.91,,1.91,,,,1.63,,1.6,,1.58,,1.53
,,6/30/2025,,0.33,,0.48,,0.54,,0.76,,0.76,,0.78,,0.76,,0.46,,0.48,,0.7,,0.7,,1.45,,1.5,,1.69,,1.69,,,,1.49,,1.57,,1.59,,1.59,,1.75,,1.75,,1.75,,1.71,,1.71,,1.71,,1.71,,,,1.5,,1.43,,1.41,,1.33
,,3/30/2025,,0.15,,0.31,,0.33,,0.61,,0.59,,0.62,,0.6,,0.3,,0.31,,0.5,,0.5,,1.25,,1.29,,1.51,,1.51,,,,1.45,,1.48,,1.49,,1.49,,1.56,,1.56,,1.56,,1.53,,1.54,,1.53,,1.53,,,,1.48,,1.29,,1.27,,1.14
,2/11/2025,12/31/2024,0.18,0.27,3/31/2024,0.32,3/31/2024,0.36,3/31/2024,0.51,3/31/2024,0.51,3/31/2024,0.56,3/31/2024,0.62,3/31/2024,0.79,3/31/2024,0.8,2/10/2024,1.09,12/31/2023,1.09,11/11/2023,1.72,9/27/2023,1.73,8/10/2023,1.82,6/20/2023,1.82,5/11/2023,,3/16/2023,1.55,2/10/2023,1.69,1/24/2023,1.7,12/17/2022,1.7,11/9/2022,1.93,10/19/2022,1.93,9/15/2022,1.93,8/13/2022,1.89,7/13/2022,1.92,6/12/2022,1.89,5/11/2022,1.89,4/16/2022,,3/14/2022,1.53,2/10/2022,1.52,12/29/2021,1.49,12/28/2021,1.45
,11/7/2024,9/30/2024,0.3,0.43,,0.42,,0.42,,0.5,,0.55,,0.73,,0.75,,0.98,,0.98,,1.68,,1.71,,1.88,,1.88,,,,1.61,,1.76,,1.78,,1.78,,1.97,,1.97,,1.97,,1.91,,1.91,,1.91,,1.91,,,,1.63,,1.6,,1.58,,1.53,,,,
,8/8/2024,6/30/2024,0.17,0.33,,0.3,,0.33,,0.46,,0.48,,0.7,,0.7,,1.45,,1.5,,1.69,,1.69,,,,1.49,,1.57,,1.59,,1.59,,1.75,,1.75,,1.75,,1.71,,1.71,,1.71,,1.71,,,,1.5,,1.43,,1.41,,1.33,,,,,,,,
,5/9/2024,3/30/2024,0.3,0.28,,0.3,,0.31,,0.5,,0.5,,1.25,,1.29,,1.51,,1.51,,,,1.45,,1.48,,1.49,,1.49,,1.56,,1.56,,1.56,,1.53,,1.54,,1.53,,1.53,,,,1.48,,1.29,,1.27,,1.14,,,,,,,,,,,,
,2/6/2024,12/31/2023,0.55,0.51,3/16/2023,0.5,3/16/2023,0.5,3/16/2023,1.14,3/16/2023,1.24,3/16/2023,1.55,3/16/2023,1.51,3/16/2023,1.59,3/16/2023,1.55,2/10/2023,1.69,1/24/2023,1.7,12/17/2022,1.7,11/9/2022,1.93,10/19/2022,1.93,9/15/2022,1.93,8/13/2022,1.89,7/13/2022,1.92,6/12/2022,1.89,5/11/2022,1.89,4/16/2022,,3/14/2022,1.53,2/10/2022,1.52,12/29/2021,1.49,12/28/2021,1.45,,,,,,,,,,,,,,,,
,11/8/2023,9/30/2023,1.05,1.13,,1.21,,1.28,,1.62,,1.59,,1.68,,1.61,,1.76,,1.78,,1.78,,1.97,,1.97,,1.97,,1.91,,1.91,,1.91,,1.91,,,,1.63,,1.6,,1.58,,1.53,,,,,,,,,,,,,,,,,,,,
,8/10/2023,6/30/2023,1.77,1.59,,1.57,,1.55,,1.57,,1.49,,1.57,,1.59,,1.59,,1.75,,1.75,,1.75,,1.71,,1.71,,1.71,,1.71,,,,1.5,,1.43,,1.41,,1.33,,,,,,,,,,,,,,,,,,,,,,,,
,5/9/2023,3/30/2023,1.54,1.59,,1.47,,1.45,,1.48,,1.49,,1.49,,1.56,,1.56,,1.56,,1.53,,1.54,,1.53,,1.53,,,,1.48,,1.29,,1.27,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6/2023,12/30/2022,2,1.73,,1.62,,1.63,,1.63,,1.62,,1.62,,1.62,,1.59,,1.59,,1.59,,1.54,,1.55,,1.53,2/10/2022,1.52,12/29/2021,1.49,12/28/2021,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/7/2022,9/30/2022,1.88,2,,1.85,,1.85,,1.85,,1.79,,1.79,,1.79,,1.67,,1.67,,1.63,,1.6,,1.58,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4/2022,6/30/2022,1.75,1.9,,1.75,,1.75,,1.65,,1.58,,1.58,,1.5,,1.43,,1.41,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2022,3/31/2022,1.59,1.75,,1.54,,1.54,,1.48,,1.29,,1.27,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/9/2022,12/31/2021,1.43,1.6,,1.47,,1.45,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/3/2021,9/30/2021,1.499145524,1.47,,1.39,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2021,6/30/2021,1.220802115,1.2,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6/2021,3/31/2021,0.873063236,0.93,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/16/2021,12/31/2020,0.58907533,0.74,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/9/2020,9/30/2020,0.514934856,0.62,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2020,6/30/2020,0.399474976,0.54,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/11/2020,3/31/2020,0.384723971,0.46,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11/2020,12/31/2019,0.904993863,0.65,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/4/2019,9/30/2019,0.73454279,0.81,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2019,6/28/2019,0.703215808,0.77,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7/2019,3/29/2019,0.615988496,0.69,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/13/2019,12/31/2018,0.579610831,0.65,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6/2018,9/28/2018,0.605125595,0.68,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7/2018,6/29/2018,0.494172311,0.58,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8/2018,3/29/2018,0.365453755,0.48,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,-0.621570732,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,0.28661536,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,0.263875541,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,0.024505165,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.025340741,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.213292737,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.11620202,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,-0.035888834,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,-0.098979276,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.056492616,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.306598985,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.226632366,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.342641417,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.398063033,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.359333375,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.21255938,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.129495502,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.283593278,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.181762688,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,-0.04185046,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.09,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.18,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.14,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.07,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.21,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.37,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.42,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.52,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,0.46,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.37,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2010,0.33,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.32,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2009,0.16,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2009,-0.07,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2009,-0.26,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2008,0.233333333,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
