CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Y,,12/31/2026,,0.45,10/26/2025,0.46,10/9/2025,0.46,9/1/2025,0.48,7/26/2025,0.53,6/4/2025
,,9/30/2026,,0.39,,0.39,,0.39,,0.42,,0.45,
,,6/30/2026,,0.23,,0.24,,0.24,,0.24,,0.3,
,,3/30/2026,,0.18,,0.18,,0.18,,0.17,,0.21,
,,12/31/2025,,0.31,12/16/2024,0.32,12/16/2024,0.32,12/16/2024,0.29,12/16/2024,0.3,12/16/2024
,10/23/2025,9/30/2025,0.26,0.29,,0.23,,0.23,,0.22,,0.23,
,7/24/2025,6/30/2025,-0.11,0.11,,0.09,,0.09,,0.11,,,
,4/24/2025,3/30/2025,0.06,0.07,,0.05,,0.05,,0.14,,,
,1/30/2025,12/31/2024,0.37,0.37,4/7/2024,0.38,4/7/2024,0.42,4/7/2024,0.43,4/7/2024,,
,10/31/2024,9/30/2024,0.37,0.37,,0.33,,0.33,,0.33,,,
,7/25/2024,6/30/2024,0.38,0.38,,0.36,,0.36,,0.66,,,
,4/25/2024,3/30/2024,0.54,0.54,,0.59,,0.68,,0.9,,,
,1/25/2024,12/31/2023,1.14,1.14,3/24/2023,0.95,3/24/2023,0.95,3/24/2023,1.06,3/24/2023,,
,10/26/2023,9/30/2023,1.16,1.09,,1.09,,1.08,,1.02,,,
,7/27/2023,6/30/2023,1.06,1.06,,1.08,,1.08,,1.05,,,
,4/27/2023,3/30/2023,1.1,1.1,,0.99,,0.87,,0.88,,,
,1/26/2023,12/30/2022,1.32,1.32,,1.13,,1.13,,1.13,,,
,10/27/2022,9/30/2022,1.16,1.16,,1.04,,1.04,,0.86,,,
,7/28/2022,6/30/2022,0.92,0.92,,0.81,,0.79,,0.79,,,
,4/27/2022,3/31/2022,0.79,0.79,,0.71,,0.71,,0.59,,,
,1/27/2022,12/31/2021,0.817260543,0.82,,0.69,,0.58,,0.49,,,
,10/28/2021,9/30/2021,0.513654096,0.51,,0.53,,0.42,,0.43,,,
,7/29/2021,6/30/2021,0.44,0.44,,0.37,,0.3,,0.29,,,
,4/29/2021,3/31/2021,0.39076529,0.39,,0.38,,0.3,,0.2,,,
,1/28/2021,12/31/2020,0.625336347,0.63,,0.56,,0.3,,0.26,,,
,10/22/2020,9/30/2020,0.262612454,0.26,,0.28,,0.22,,0.18,,,
,7/23/2020,6/30/2020,0.098779406,0.1,,0.08,,0.23,,0.25,,,
,4/22/2020,3/27/2020,0.209443842,0.21,,0.23,,0.2,,0.19,,,
,1/23/2020,12/31/2019,0.434608962,0.43,,0.37,,0.4,,0.41,,,
,10/24/2019,9/30/2019,0.335519115,0.34,,0.29,,0.3,,0.34,,,
,7/25/2019,6/28/2019,0.177442608,0.18,,0.18,,0.19,,0.22,,,
,4/24/2019,3/29/2019,0.197120709,0.2,,0.2,,0.29,,0.33,,,
,1/24/2019,12/31/2018,0.461623412,0.46,,0.44,,0.42,,0.45,,,
,10/24/2018,9/28/2018,0.4063784,0.41,,0.37,,0.38,,0.37,,,
,7/25/2018,6/29/2018,0.285058978,0.29,,0.28,,0.27,,0.26,,,
,4/25/2018,3/29/2018,0.266558863,0.26,,0.26,,0.23,,,,,
,,12/29/2017,0.338387168,,,0.35,,0.27,,0.22,,,
,,9/29/2017,0.261923173,,,0.25,,0.21,,0.22,,,
,,6/30/2017,0.169861492,,,0.17,,0.16,,,,,
,,3/31/2017,0.122242093,,,0.13,,0.1,,0.13,,,
,,12/30/2016,0.125998425,,,0.13,,0.11,,0.07,,,
,,9/30/2016,0.080069175,,,0.11,,0.07,,0.06,,,
,,7/1/2016,0.026103411,,,0.04,,0.12,,,,,
,,4/1/2016,-0.046667177,,,0,,0.01,,0.07,,,
,,12/31/2015,0.002267317,,,0,,0.02,,0.1,,,
,,9/30/2015,0.102190461,,,0.09,,0.12,,0.2,,,
,,6/30/2015,0.039763441,,,0.04,,0.08,,0.17,,,
,,3/31/2015,-0.025172347,,,0.02,,-0.02,,0.09,,,
,,12/31/2014,0.04893036,,,0.01,,0,,0.11,,,
,,9/30/2014,0.080777842,,,0.05,,0.08,,0.03,,,
,,6/30/2014,0.042464599,,,0.03,,0.04,,-0.03,,,
,,3/31/2014,-0.026946552,,,-0.03,,0.02,,,,,
,,12/31/2013,-0.040422187,,,0.04,,0.03,,,,,
,,9/27/2013,-0.521029804,,,0.05,,0.01,,,,,
,,6/28/2013,-0.170978934,,,0.02,,-0.17,,,,,
,,3/28/2013,-0.192575708,,,-0.17,,,,,,,
,,12/31/2012,-0.482036265,,,-0.09,,,,,,,
,,9/28/2012,-0.82,,,nan,,,,,,,
,,6/29/2012,-0.08,,,nan,,,,,,,
,,3/30/2012,-0.2,,,nan,,,,,,,
,,12/30/2011,0.35,,,nan,,,,,,,
,,9/30/2011,0.08,,,nan,,,,,,,
,,6/30/2011,0.46,,,nan,,,,,,,
,,3/31/2011,0.19,,,nan,,,,,,,
,,12/31/2010,0.24,,,nan,,,,,,,
,,9/30/2010,0.22,,,nan,,,,,,,
,,6/30/2010,0.39,,,nan,,,,,,,
,,3/31/2010,0.06,,,nan,,,,,,,
,,12/31/2009,-0.08,,,nan,,,,,,,
,,9/30/2009,-0.23,,,nan,,,,,,,
,,6/30/2009,-0.36,,,nan,,,,,,,
,,3/31/2009,-0.62,,,nan,,,,,,,
,,12/31/2008,-0.42,,,nan,,,,,,,
,,9/30/2008,-0.32,,,nan,,,,,,,
,,6/30/2008,-0.05,,,nan,,,,,,,
,,3/31/2008,-0.09,,,nan,,,,,,,
,,12/31/2007,0.03,,,nan,,,,,,,
,,9/28/2007,0.2,,,nan,,,,,,,
,,6/29/2007,-0.84,,,nan,,,,,,,
,,3/30/2007,0.08,,,nan,,,,,,,
,,12/29/2006,0.29,,,nan,,,,,,,
,,9/29/2006,0.22,,,nan,,,,,,,
,,6/30/2006,0.18,,,nan,,,,,,,
,,3/31/2006,0.14,,,nan,,,,,,,
