CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP,,12/31/2024,,0.84,5/11/2023,,3/24/2023,0.69,2/16/2023,0.73,1/13/2023,0.73,12/6/2022,0.77,11/2/2022,0.91,10/12/2022,0.91,9/10/2022,0.81,8/7/2022,0.84,7/11/2022,0.84,6/9/2022,0.84,5/8/2022,0.84,4/20/2022,,3/18/2022,0.7,2/16/2022,0.68,1/20/2022,0.68,12/15/2021,0.73,11/12/2021,0.75,10/12/2021,0.76,9/11/2021,0.73,8/7/2021,0.74,7/12/2021,0.74,6/11/2021,0.73,5/12/2021,0.73,4/12/2021,0.8,2/9/2021,0.79,1/16/2021,0.79,1/15/2021,0.77,,0.78
,,9/30/2024,,0.79,,,,0.71,,0.69,,0.69,,0.74,,0.76,,0.76,,0.76,,0.8,,0.8,,0.8,,0.8,,,,0.67,,0.63,,0.63,,0.71,,0.74,,0.76,,0.73,,0.73,,0.73,,0.72,,0.72,,0.68,,0.68,,0.71,,0.7,,
,,6/30/2024,,0.7,,,,0.67,,0.68,,0.68,,0.68,,0.66,,0.66,,0.69,,0.72,,0.72,,0.72,,0.72,,,,0.64,,0.64,,0.64,,0.68,,0.79,,0.78,,0.69,,0.66,,0.66,,0.64,,0.64,,0.65,,0.65,,0.65,,0.6,,
,,3/30/2024,,0.69,,,,0.76,,0.74,,0.74,,0.84,,0.87,,0.87,,0.77,,0.8,,0.8,,0.8,,0.8,,,,0.68,,0.67,,0.67,,0.7,,0.69,,0.71,,0.7,,0.69,,0.69,,0.68,,0.68,,0.64,,0.63,,0.65,,0.67,,
,,12/31/2023,,0.74,3/24/2023,0.69,3/24/2023,0.69,2/16/2023,0.73,1/13/2023,0.73,12/6/2022,0.77,11/2/2022,0.91,10/12/2022,0.91,9/10/2022,0.81,8/7/2022,0.84,7/11/2022,0.84,6/9/2022,0.84,5/8/2022,0.84,4/20/2022,,3/18/2022,0.7,2/16/2022,0.68,1/20/2022,0.68,12/15/2021,0.73,11/12/2021,0.75,10/12/2021,0.76,9/11/2021,0.73,8/7/2021,0.74,7/12/2021,0.74,6/11/2021,0.73,5/12/2021,0.73,4/12/2021,0.8,2/9/2021,0.79,1/16/2021,0.79,1/15/2021,0.77,,0.78
,,9/30/2023,,0.68,,0.71,,0.71,,0.69,,0.69,,0.74,,0.76,,0.76,,0.76,,0.8,,0.8,,0.8,,0.8,,,,0.67,,0.63,,0.63,,0.71,,0.74,,0.76,,0.73,,0.73,,0.73,,0.72,,0.72,,0.68,,0.68,,0.71,,0.7,,
,,6/30/2023,,0.61,,0.67,,0.67,,0.68,,0.68,,0.68,,0.66,,0.66,,0.69,,0.72,,0.72,,0.72,,0.72,,,,0.64,,0.64,,0.64,,0.68,,0.79,,0.78,,0.69,,0.66,,0.66,,0.64,,0.64,,0.65,,0.65,,0.65,,0.6,,
,5/9/2023,3/30/2023,0.21,0.58,,0.76,,0.76,,0.74,,0.74,,0.84,,0.87,,0.87,,0.77,,0.8,,0.8,,0.8,,0.8,,,,0.68,,0.67,,0.67,,0.7,,0.69,,0.71,,0.7,,0.69,,0.69,,0.68,,0.68,,0.64,,0.63,,0.65,,0.67,,
,2/14/2023,12/31/2022,0.17,0.61,,0.59,,0.59,,0.6,,0.84,,0.84,,0.72,,0.74,,0.74,,0.74,,0.78,,0.78,,0.7,2/16/2022,0.68,1/20/2022,0.68,12/15/2021,0.73,11/12/2021,0.75,10/12/2021,0.76,9/11/2021,0.73,8/7/2021,0.74,7/12/2021,0.74,6/11/2021,0.73,5/12/2021,0.73,4/12/2021,0.8,2/9/2021,0.79,1/16/2021,0.79,1/15/2021,0.77,,0.78,,,,
,11/1/2022,9/30/2022,0.15,0.57,,0.66,,0.66,,0.66,,0.71,,0.71,,0.71,,0.73,,0.73,,0.67,,0.63,,0.63,,0.71,,0.74,,0.76,,0.73,,0.73,,0.73,,0.72,,0.72,,0.68,,0.68,,0.71,,0.7,,,,,,,,,,,,
,8/2/2022,6/30/2022,0.21,0.59,,0.66,,0.66,,0.66,,0.64,,0.64,,0.64,,0.64,,0.64,,0.68,,0.79,,0.78,,0.69,,0.66,,0.66,,0.64,,0.64,,0.65,,0.65,,0.65,,0.6,,,,,,,,,,,,,,,,,,
,5/3/2022,3/31/2022,0.55,0.81,,0.66,,0.66,,0.68,,0.67,,0.67,,0.7,,0.69,,0.71,,0.7,,0.69,,0.69,,0.68,,0.68,,0.64,,0.63,,0.65,,0.67,,,,,,,,,,,,,,,,,,,,,,,,
,2/15/2022,12/31/2021,0.37,0.7,,0.57,,0.58,,0.63,,0.67,,0.67,,0.67,,0.68,,0.68,,0.66,,0.7,3/13/2021,0.8,2/9/2021,0.79,1/16/2021,0.79,1/15/2021,0.77,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/12/2021,9/30/2021,0.19,0.59,,0.63,,0.63,,0.62,,0.63,,0.63,,0.61,,0.63,,0.68,,0.68,,0.71,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3/2021,6/30/2021,0.42,0.75,,0.56,,0.56,,0.58,,0.59,,0.65,,0.65,,0.65,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/10/2021,3/31/2021,0.28,0.64,,0.56,,0.64,,0.63,,0.65,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/9/2021,12/31/2020,0.22,0.55,,0.67,,0.67,,0.65,,0.81,,0.73,,0.71,,0.8,,0.7746875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5/2020,9/30/2020,0.361830436,0.67,,0.52,,0.51,,0.47,,0.71,,0.62,,0.68,,0.73,,0.711875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4/2020,6/30/2020,0.120850217,0.39,,0.38,,0.61,,0.52,,0.56,,0.69,,0.59671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5/2020,3/31/2020,0.28,0.61,,0.57,,0.56,,0.61,,0.6,,0.59671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11/2020,12/31/2019,0.780911063,0.78,,0.7,,0.71,,0.65,,0.75,,0.74,,0.58,,0.59,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5/2019,9/30/2019,0.299009328,0.64,,0.61,,0.67,,0.68,,0.54,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2019,6/28/2019,0.120559664,0.5,,0.5,,0.49,,0.57,,0.45,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2019,3/29/2019,0.24,0.62,,0.56,,0.57,,0.52,,0.55,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/15/2019,12/31/2018,0.556713133,0.78,,0.58,,0.57,,0.53,,0.56,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1/2018,9/28/2018,0.40811526,0.79,,0.48,,0.59,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2018,6/29/2018,0.024187007,0.34,,0.57,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/3/2018,3/29/2018,0.294397032,0.59,,0.39,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/8/2018,12/29/2017,-1.601263941,,,0.46,,0.48,,0.49,,0.73,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2017,9/29/2017,0.17035217,,,0.47,,0.46,,0.48,,0.69,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3/2017,6/30/2017,0.118256334,,,0.48,,0.4,,0.42,,0.64,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2017,3/31/2017,0.018393899,,,0.37,,0.41,,0.6,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.149921331,,,0.37,,0.6,,1.04,,0.93,,0.65,,0.64,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.119981991,,,0.49,,0.53,,0.92,,0.89,,0.61,,0.6,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.149883607,,,0.78,,0.79,,0.82,,0.58,,0.57,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,-0.127677543,,,0.73,,0.74,,0.51,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.306294533,,,0.47,,0.56,,0.74,,0.91,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.319067554,,,0.54,,0.73,,0.85,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.532866667,,,0.66,,0.69,,0.85,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.498369351,,,0.55,,0.56,,0.76,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.601737871,,,0.87,,0.89,,0.91,,0.89,,0.88,,0.83,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.834517697,,,0.84,,0.81,,0.79,,0.81,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.813128489,,,0.85,,0.84,,0.79,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.691151991,,,0.8,,0.73,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.900170266,,,0.84,,0.77,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.655741313,,,0.67,,0.68,,0.73,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.765880191,,,0.76,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.626804919,,,0.75,,0.74,,0.71,,0.7,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.82526639,,,0.88,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.625847266,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.746655821,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.510620989,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.592515593,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.541343298,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.716769286,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.490103074,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.607961015,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,0.445863359,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.388944632,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2010,0.266107719,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.328289489,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
