CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP diluted ,,1/30/2024,,0.78,9/30/2022,0.8,8/27/2022,0.8,7/26/2022,0.82,6/24/2022,0.82,5/21/2022,,4/21/2022,0.63,3/19/2022,0.63,3/12/2022,0.62,2/6/2022,0.62,1/6/2022,0.55,12/5/2021,0.55,11/8/2021,0.54,10/4/2021,0.54,8/29/2021,0.52,8/15/2021,0.52,7/11/2021,0.52,6/10/2021,0.42,5/11/2021,0.41,4/8/2021,0.41,3/4/2021,0.41,1/7/2021,0.41,12/7/2020,0.41,10/27/2020,0.4,9/23/2020,0.38,8/27/2020,0.4,8/7/2020,0.39,7/4/2020,0.4,5/29/2020,0.38,5/28/2020,0.49744186
,,10/30/2023,,0.73,,0.76,,0.76,,0.77,,0.77,,,,0.6,,0.59,,0.58,,0.58,,0.52,,0.51,,0.51,,0.51,,0.5,,0.5,,0.5,,0.36,,0.37,,0.38,,0.38,,0.38,,0.38,,0.38,,0.36,,0.38,,0.38,,0.38,,0.37,,0.401162791
,,7/30/2023,,0.67,,0.71,,0.71,,0.71,,0.71,,,,0.55,,0.55,,0.53,,0.53,,0.47,,0.46,,0.46,,0.45,,0.44,,0.44,,0.44,,0.3,,0.31,,0.31,,0.32,,0.32,,0.32,,0.32,,0.31,,0.32,,0.32,,0.33,,0.32,,0.272790698
,,4/30/2023,,0.63,,0.65,,0.65,,0.66,,0.66,,,,0.51,,0.51,,0.5,,0.5,,0.43,,0.42,,0.41,,0.41,,0.4,,0.4,,0.4,,0.27,,0.27,,0.27,,0.27,,0.28,,0.28,,0.27,,0.27,,0.29,,0.28,,0.29,,0.28,,0.224651163
,,1/30/2023,,0.64,,0.64,,0.64,,0.64,,0.64,,0.64,,0.63,3/19/2022,0.63,3/12/2022,0.62,2/6/2022,0.62,1/6/2022,0.55,12/5/2021,0.55,11/8/2021,0.54,10/4/2021,0.54,8/29/2021,0.52,8/15/2021,0.52,7/11/2021,0.52,6/10/2021,0.42,5/11/2021,0.41,4/8/2021,0.41,3/4/2021,0.41,1/7/2021,0.41,12/7/2020,0.41,10/27/2020,0.4,9/23/2020,0.38,8/27/2020,0.4,8/7/2020,0.39,7/4/2020,0.4,5/29/2020,0.38,5/28/2020,0.49744186
,,10/30/2022,,0.59,,0.61,,0.61,,0.61,,0.6,,0.6,,0.6,,0.59,,0.58,,0.58,,0.52,,0.51,,0.51,,0.51,,0.5,,0.5,,0.5,,0.36,,0.37,,0.38,,0.38,,0.38,,0.38,,0.38,,0.36,,0.38,,0.38,,0.38,,0.37,,0.401162791
,8/25/2022,7/30/2022,0.01,0.57,,0.56,,0.56,,0.55,,0.55,,0.55,,0.55,,0.53,,0.53,,0.47,,0.46,,0.46,,0.45,,0.44,,0.44,,0.44,,0.3,,0.31,,0.31,,0.32,,0.32,,0.32,,0.32,,0.31,,0.32,,0.32,,0.33,,0.32,,0.272790698,,
,5/26/2022,4/30/2022,-0.2,0.52,,0.51,,0.51,,0.51,,0.51,,0.5,,0.5,,0.43,,0.42,,0.41,,0.41,,0.4,,0.4,,0.4,,0.27,,0.27,,0.27,,0.27,,0.28,,0.28,,0.27,,0.27,,0.29,,0.28,,0.29,,0.28,,0.224651163,,,,,,
,3/3/2022,1/31/2022,0.01,0.5,,0.48,,0.48,,0.48,,0.43,,0.43,,0.42,,0.42,,0.41,,0.41,,0.41,,0.42,,0.41,4/8/2021,0.41,3/4/2021,0.41,1/7/2021,0.41,12/7/2020,0.41,10/27/2020,0.4,9/23/2020,0.38,8/27/2020,0.4,8/7/2020,0.39,7/4/2020,0.4,5/29/2020,0.38,5/28/2020,0.49744186,,,,,,,,,,,,
,12/2/2021,10/29/2021,-0.08,0.43,,0.39,,0.38,,0.38,,0.37,,0.37,,0.37,,0.36,,0.37,,0.38,,0.38,,0.38,,0.38,,0.38,,0.36,,0.38,,0.38,,0.38,,0.37,,0.401162791,,,,,,,,,,,,,,,,,,,,
,8/26/2021,7/30/2021,-0.34,0.34,,0.31,,0.31,,0.31,,0.3,,0.31,,0.31,,0.32,,0.32,,0.32,,0.32,,0.31,,0.32,,0.32,,0.33,,0.32,,0.272790698,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/7/2021,4/30/2021,-0.13,0.29,,0.27,,0.27,,0.27,,0.27,,0.28,,0.28,,0.27,,0.27,,0.29,,0.28,,0.29,,0.28,,0.224651163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/3/2021,1/29/2021,0.02,0.29,,0.29,,0.28,,0.29,,0.28,,0.29,,0.3,,0.29,,0.3,,0.3,,0.31,,0.34,,0.33,,0.37,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
