CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,,
Non-GAAP,,9/30/2026,,3.41,9/7/2025,3.42,8/1/2025,3.44,7/18/2025,3.43,6/12/2025,3.43,5/2/2025
,,6/30/2026,,3.25,,3.25,,3.17,,3.17,,3.17,
,,3/30/2026,,3.1,,3.1,,3.1,,3.09,,3.09,
,,12/30/2025,,3.09,,3.09,,3.08,,3.07,,3.07,
,,9/30/2025,,2.96,12/12/2024,2.97,12/12/2024,3.01,12/12/2024,3,12/12/2024,3,12/12/2024
,7/29/2025,6/30/2025,2.69,2.98,,2.84,,2.83,,2.84,,,
,4/29/2025,3/30/2025,2.32,2.76,,2.68,,2.68,,2.68,,,
,1/30/2025,12/30/2024,2.58,2.75,,2.66,,2.66,,2.69,,,
,10/29/2024,9/30/2024,2.65,2.71,12/17/2023,2.58,12/17/2023,2.58,12/17/2023,2.58,12/17/2023,,
,7/23/2024,6/30/2024,2.4,2.42,,2.42,,2.42,,2.46,,,
,4/23/2024,3/30/2024,2.29,2.51,,2.44,,2.43,,2.35,,,
,1/25/2024,12/30/2023,2.39,2.41,,2.34,,2.34,,2.4,,,
,10/24/2023,9/30/2023,2.27,2.33,,2.25,,2.25,,2.25,,,
,7/25/2023,6/30/2023,2,2.16,,2.12,,2.12,,2.11,,,
,4/25/2023,3/30/2023,2.04,2.09,,1.98,,1.98,,1.97,,,
,1/26/2023,12/30/2022,1.99,2.18,,2.01,,2.01,,2.01,,,
,10/25/2022,9/30/2022,1.86,1.93,,1.87,,1.87,,1.86,,,
,7/26/2022,6/30/2022,1.6,1.98,,1.74,,1.73,,1.73,,,
,4/26/2022,3/31/2022,1.7,1.79,,1.65,,1.66,,1.65,,,
,1/27/2022,12/31/2021,1.83,1.81,,1.7,,1.7,,1.7,,,
,10/26/2021,9/30/2021,1.65,1.62,,1.54,,1.54,,1.53,,,
,7/27/2021,6/30/2021,1.18,1.49,,1.34,,1.33,,1.33,,,
,4/27/2021,3/31/2021,1.38,1.38,,1.27,,1.27,,1.29,,,
,1/28/2021,12/31/2020,1.42,1.42,,1.28,,1.28,,1.35,,,
,10/28/2020,9/30/2020,0.97,1.12,,1.1,1/10/2020,1.09,1/10/2020,1.12,1/10/2020,,
,7/28/2020,6/30/2020,1.07,1.07,,1.03,,1.05,,1.29,,,
,4/30/2020,3/31/2020,1.38,1.38,,1.35,,1.42,,1.44,,,
,1/30/2020,12/31/2019,1.46,1.46,,1.5,,1.49,,1.49,,,
,10/24/2019,9/30/2019,1.34,1.47,,1.43,,1.45,,1.45,,,
,7/23/2019,6/28/2019,1.369094923,1.37,,1.32,,1.34,,1.36,,,
,4/24/2019,3/29/2019,1.306274682,1.31,,1.24,,1.27,,1.28,,,
,1/30/2019,12/31/2018,1.299432562,1.3,,1.25,,1.27,,1.26,,,
,10/24/2018,9/28/2018,1.233738075,1.21,,1.2,,1.21,,1.1,,,
,7/25/2018,6/29/2018,1.00344679,1.2,,1.09,,1.1,,1.02,,,
,4/25/2018,3/29/2018,1.114676936,1.11,,1.02,,1,,0.96,,,
,2/1/2018,12/29/2017,1.071823204,1.08,,0.99,,0.97,,0.95,,,
,10/25/2017,9/29/2017,0.903716216,,,0.85,,0.84,,0.86,,,
,7/20/2017,6/30/2017,0.863312369,,,0.81,,0.82,,0.83,,,
,4/20/2017,3/31/2017,0.178719867,,,0.79,,0.8,,0.81,,,
,2/2/2017,12/30/2016,0.855018587,,,0.78,,0.79,,0.77,,,
,,9/30/2016,0.791393443,,,0.73,,0.72,,0.73,,,
,,6/30/2016,0.172673931,,,0.66,,0.67,,0.7,,,
,,3/31/2016,0.710953769,,,0.67,,0.7,,0.74,,,
,,12/31/2015,0.798765432,,,0.68,,0.69,,0.73,,,
,,9/30/2015,0.619672131,,,0.63,,0.73,,0.68,,,
,,6/30/2015,0.693218954,,,0.59,,0.65,,0.6525,,,
,,3/31/2015,0.633169935,,,0.62,,0.625,,0.6225,,,
,,12/31/2014,0.63368336,,,0.6225,,0.6325,,0.635,,,
,,9/30/2014,0.430577849,,,0.525,,0.55,,0.5775,,,
,,6/30/2014,0.541401274,,,0.525,,0.5475,,0.545,,,
,,3/31/2014,0.630126183,,,0.545,,0.5525,,0.56,,,
,,12/31/2013,0.550469484,,,0.54,,0.545,,0.5475,,,
,,9/30/2013,0.462732919,,,0.4625,,0.46,,0.4475,,,
,,6/28/2013,0.470430108,,,0.45,,0.4475,,0.445,,,
,,3/28/2013,0.481060606,,,0.4525,,0.45,,0.445,,,
,,12/28/2012,0.483183857,,,0.4475,,0.445,,0.375,,,
,,9/28/2012,0.618303571,,,0.3725,,,,,,,
,,6/29/2012,-0.684151786,,,0.3625,,,,,,,
,,3/30/2012,0.477810651,,,0.375,,,,,,,
,,12/30/2011,0.372826087,,,,,,,,,,
,,9/30/2011,0.317919075,,,,,,,,,,
,,6/30/2011,0.356889205,,,,,,,,,,
,,3/31/2011,0.308473389,,,,,,,,,,
,,12/31/2010,0.307371349,,,,,,,,,,
,,9/30/2010,0.264705882,,,,,,,,,,
,,6/30/2010,0.242547425,,,,,,,,,,
,,3/31/2010,0.240229111,,,,,,,,,,
,,12/31/2009,0.256040268,,,,,,,,,,
,,9/30/2009,0.169525066,,,,,,,,,,
,,6/30/2009,0.241071429,,,,,,,,,,
,,3/31/2009,0.177954847,,,,,,,,,,
,,12/31/2008,0.185880829,,,,,,,,,,
,,9/30/2008,-0.11573472,,,,,,,,,,
,,6/30/2008,0.135953608,,,,,,,,,,
,,3/31/2008,0.100899743,,,,,,,,,,
