CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
Adjusted,,12/31/2027,,0.71,8/31/2026,0.64,7/28/2026,0.64,7/14/2026,0.76,5/1/2026,,
,,9/30/2027,,1.03,,1.13,,1.13,,1.17,,,
,,6/30/2027,,1.18,,1.09,,1.09,,1.01,,,
,,3/30/2027,,0.5,,0.47,,0.47,,0.37,,,
,,12/31/2026,,0.39,1/14/2026,0.28,1/14/2026,0.32,1/14/2026,0.42,1/14/2026,,
,,9/30/2026,,0.62,,0.69,,0.71,,0.79,,,
,7/27/2026,6/30/2026,1.82,0.72,,0.71,,0.65,,0.57,,,
,4/27/2026,3/30/2026,-0.83,0.13,,-0.43,,-0.45,,-0.45,,,
,1/27/2026,12/31/2025,-5.34,0.08,1/10/2025,0.06,1/10/2025,0.06,1/10/2025,0.1,1/10/2025,,
,10/28/2025,9/30/2025,-0.28,0.41,,-0.16,,-0.29,,-0.33,,,
,7/29/2025,6/30/2025,-1.39,0.4,,-0.04,,0.11,,0.61,,,
,4/29/2025,3/30/2025,-1.17,-0.91,,-0.91,,-0.85,,-0.56,,,
,1/28/2025,12/31/2024,0.19,0.92,3/30/2024,0.89,3/30/2024,0.96,3/30/2024,1.24,3/30/2024,,
,10/22/2024,9/30/2024,0.49,0.73,,0.94,,1.06,,1.38,,,
,7/23/2024,6/30/2024,1.21,1.38,,2.26,,2.26,,2.1,,,
,4/23/2024,3/30/2024,0.07,0.23,,0.05,,0.53,,1.51,,,
,1/30/2024,12/31/2023,1.81,1.98,3/14/2023,2.58,3/14/2023,2.59,3/14/2023,2.76,3/14/2023,,
,10/24/2023,9/30/2023,2.62,2.71,,2.72,,2.72,,2.81,,,
,7/25/2023,6/30/2023,2.32,2.42,,2.2,,2.25,,2.57,,,
,4/25/2023,3/30/2023,1.95,2.05,,1.72,,1.73,,1.9,,,
,1/31/2023,12/31/2022,3.34,3.46,,3.27,,3.27,,3.32,,,
,10/25/2022,9/30/2022,3.1,3.25,,2.84,,2.84,,2.89,,,
,7/26/2022,6/30/2022,-0.08,2.42,,2.07,,2.11,,2.27,,,
,4/26/2022,3/31/2022,1.14,1.29,,1.8,,1.86,,1.85,,,
,1/25/2022,12/31/2021,1.4,2.16,,2.02,,2.02,,2.21,,,
,10/26/2021,9/30/2021,1.84,1.98,,1.97,,1.97,,2.08,,,
,7/27/2021,6/30/2021,2.52,2.7,,2.18,,2.17,,2.2,,,
,4/27/2021,3/31/2021,2.11,2.3,,1.56,,1.56,,0.87,,,
,1/26/2021,12/31/2020,3.15,3.34,,2.88,,1.55,,1.6,,,
,10/27/2020,9/30/2020,2.66,2.85,,2.15,,1.17,,1.19,,,
,7/28/2020,6/30/2020,-3.82,1.3,,0.63,,0.56,,0.74,,,
,4/28/2020,3/31/2020,-0.09,0.22,,0.55,,0.56,,0.59,,,
,1/28/2020,12/31/2019,1.58,1.83,,1.79,,1.8,,1.83,,,
,10/22/2019,9/30/2019,1.419545491,1.68,,1.58,,1.59,,1.69,,,
,7/23/2019,6/28/2019,1.419841066,1.73,,1.65,,1.66,,1.83,,,
,4/23/2019,3/29/2019,0.779950667,1.08,,0.91,,0.96,,1.15,,,
,1/29/2019,12/31/2018,1.471937051,1.83,,1.82,,1.92,,1.53,,,
,10/22/2018,9/28/2018,1.503304693,1.86,,1.57,,1.67,,1.84,,,
,7/25/2018,6/29/2018,1.426193632,1.77,,1.61,,1.31,,1.26,,,
,4/24/2018,3/29/2018,0.854260262,1.13,,0.88,,0.9,,0.82,,,
,1/30/2018,12/29/2017,0.484998844,,,1.47,,1.35,,1.29,,,
,10/24/2017,9/29/2017,1.28180324,,,1.23,,1.22,,1.3,,,
,7/20/2017,6/30/2017,0.972322786,,,1.08,,1.14,,1.28,,,
,4/25/2017,3/31/2017,-0.045390049,,,0.7,,0.74,,0.84,,,
,,12/30/2016,0.972857432,,,1.19,,1.91,,1.89,,,
