CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2026,,0.08,7/23/2025,0.03,6/23/2025,0.05,5/11/2025,0.05,4/8/2025,0.01,2/27/2025,0.03,1/23/2025,0.03,1/22/2025,,,,,,,
,,9/30/2026,,0.23,,0.23,,0.21,,0.22,,0.21,,0.25,,0.25,,,,,,,,
,,6/30/2026,,0.01,,0.01,,-0.04,,-0.03,,-0.04,,-0.03,,-0.03,,,,,,,,
,,3/30/2026,,0.05,,0.05,,0.04,,0.03,,0.01,,0.02,,0.02,,,,,,,,
,,12/31/2025,,0.02,2/27/2025,0.02,2/27/2025,0.01,2/27/2025,0.01,2/27/2025,0.01,2/27/2025,0.03,1/23/2025,0.03,1/22/2025,,,,,,,
,,9/30/2025,,0.2,,0.19,,0.17,,0.18,,0.21,,0.25,,0.25,,,,,,,,
,,6/30/2025,,-0.07,,-0.07,,-0.06,,-0.06,,-0.04,,-0.03,,-0.03,,,,,,,,
,5/6/2025,3/30/2025,-0.03,-0.03,,0.01,,0.01,,0.02,,0.02,,,,,,,,,,,,
,2/25/2025,12/31/2024,-0.12,-0.12,,-0.01,,-0.01,,,,,,,,,,,,,,,,
,11/7/2024,9/30/2024,0.3,0.3,,0.3,,,,,,,,,,,,,,,,,,
,8/6/2024,6/30/2024,0.11,-0.11,,-0.11,,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,-0.05,-0.05,,-0.05,,,,,,,,,,,,,,,,,,
,2/27/2024,12/31/2023,0.01,0.01,,0.01,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,0.08,0.08,,0.08,,,,,,,,,,,,,,,,,,
,8/8/2023,6/30/2023,-0.15,-0.15,,-0.15,,,,,,,,,,,,,,,,,,
,5/9/2023,3/30/2023,-0.03,-0.03,,-0.03,,,,,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,-0.01,-0.01,,-0.01,,,,,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,-0.04,-0.04,,-0.04,,,,,,,,,,,,,,,,,,
,8/9/2022,6/30/2022,-0.22,-0.22,,-0.22,,,,,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,-0.1,-0.1,,-0.1,,,,,,,,,,,,,,,,,,
,3/2/2022,12/31/2021,-0.11,-0.11,,-0.11,,,,,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,0.08,0.08,,0.08,,,,,,,,,,,,,,,,,,
,8/10/2021,6/30/2021,-0.16,-0.16,,-0.16,,,,,,,,,,,,,,,,,,
