CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,
,,6/30/2014,1.457753018,,,1.45,,1.48,,1.49,,,,,
,,3/31/2014,1.319218241,,,1.35,,1.44,,1.46,,,,,
,,12/31/2013,1.354176388,,,1.33,,1.46,,1.47,,,,,
,,9/30/2013,0.641253508,,,1.47,,1.36,,,,,,,
,,6/28/2013,1.361019349,,,1.36,,1.5,,1.37,,,,,
,,3/28/2013,1.376303318,,,1.37,,1.39,,1.29,,,,,
,,12/28/2012,1.309031044,,,1.29,,1.44,,,,,,,
,,9/28/2012,0.645116279,,,1.44,,,,,,,,,
,,6/29/2012,2.256637168,,,1.41,,,,,,,,,
,,3/30/2012,1.376744186,,,1.33,,,,,,,,,
,,12/30/2011,1.159887798,,,nan,,,,,,,,,
,,9/30/2011,1.499538319,,,nan,,,,,,,,,
,,6/30/2011,1.502531063,,,nan,,,,,,,,,
,,3/31/2011,1.390767824,,,nan,,,,,,,,,
,,12/31/2010,1.225364964,,,nan,,,,,,,,,
,,9/30/2010,1.253339475,,,nan,,,,,,,,,
,,6/30/2010,1.16735823,,,nan,,,,,,,,,
,,3/31/2010,1.161825726,,,nan,,,,,,,,,
,,12/31/2009,1.160368664,,,nan,,,,,,,,,
,,9/30/2009,1.142388759,,,nan,,,,,,,,,
,,6/30/2009,0.528971963,,,nan,,,,,,,,,
,,3/31/2009,0.968440886,,,nan,,,,,,,,,
,,12/31/2008,0.323432343,,,nan,,,,,,,,,
,,9/30/2008,1.21,,,nan,,,,,,,,,
,,6/30/2008,0.32,,,nan,,,,,,,,,
,,3/31/2008,1.43,,,nan,,,,,,,,,
,,12/31/2007,1.19,,,nan,,,,,,,,,
,,9/28/2007,1.31,,,nan,,,,,,,,,
,,6/29/2007,1.28,,,nan,,,,,,,,,
,,3/30/2007,1.02,,,nan,,,,,,,,,
,,12/29/2006,1.03,,,nan,,,,,,,,,
,,9/29/2006,0.57,,,nan,,,,,,,,,
,,6/30/2006,0.92,,,nan,,,,,,,,,
,,3/31/2006,0.89,,,nan,,,,,,,,,
,,12/30/2005,0.8,,,nan,,,,,,,,,
,,9/30/2005,0.79,,,nan,,,,,,,,,
,,6/30/2005,0.82,,,nan,,,,,,,,,
,,3/31/2005,0.75,,,nan,,,,,,,,,
,,12/31/2004,0.72,,,nan,,,,,,,,,
,,9/30/2004,0.73,,,nan,,,,,,,,,
,,6/30/2004,0.71,,,nan,,,,,,,,,
,,3/31/2004,0.62,,,nan,,,,,,,,,
,,12/31/2003,0.58,,,nan,,,,,,,,,
,,9/30/2003,0.59,,,nan,,,,,,,,,
,,6/30/2003,0.12,,,nan,,,,,,,,,
,,3/31/2003,0.51,,,nan,,,,,,,,,
,,12/31/2002,0.56,,,nan,,,,,,,,,
,,9/30/2002,0.64,,,nan,,,,,,,,,
,,6/28/2002,0.63,,,nan,,,,,,,,,
,,3/28/2002,0.57,,,nan,,,,,,,,,
,,12/31/2001,0.52,,,nan,,,,,,,,,
,,9/28/2001,0.46,,,nan,,,,,,,,,
,,6/29/2001,0.6,,,nan,,,,,,,,,
,,3/30/2001,0.43,,,nan,,,,,,,,,
,,12/29/2000,0.62,,,nan,,,,,,,,,
,,9/29/2000,1.02,,,nan,,,,,,,,,
,,6/30/2000,-0.9,,,nan,,,,,,,,,
,,3/31/2000,0.22,,,nan,,,,,,,,,
,,12/31/1999,0.23,,,nan,,,,,,,,,
,,9/30/1999,0.56,,,nan,,,,,,,,,
,,6/30/1999,0.44,,,nan,,,,,,,,,
,,3/31/1999,0.5,,,nan,,,,,,,,,
,,12/31/1998,0.59,,,nan,,,,,,,,,
,,9/30/1998,0.55,,,nan,,,,,,,,,
,,6/30/1998,0.63,,,nan,,,,,,,,,
,,3/31/1998,1.09,,,nan,,,,,,,,,
