CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Adjusted Diluted,,12/31/2026,,4.15,1/9/2026,4.27,11/10/2025,4.33,10/23/2025,4.36,9/14/2025,4.19,8/5/2025,4.01,6/20/2025,4.1,5/5/2025,4.26,4/14/2025,,,,,
,,9/30/2026,,3.98,,4.01,,3.85,,3.9,,3.79,,3.64,,3.76,,3.96,,,,,,
,,6/30/2026,,3.81,,3.81,,3.74,,3.8,,3.78,,3.31,,3.59,,3.8,,,,,,
,,3/30/2026,,3.11,,3.12,,3.07,,3.14,,3.13,,2.96,,3.1,,3.32,,,,,,
,,12/31/2025,,3.78,2/3/2025,3.93,2/3/2025,4.05,2/3/2025,4.05,2/3/2025,4.01,2/3/2025,3.75,2/3/2025,3.8,2/3/2025,4.09,2/3/2025,,,,,
,11/6/2025,9/30/2025,-9.24,3.67,,3.38,,3.41,,3.4,,3.39,,3.43,,3.71,,,,,,,,
,7/31/2025,6/30/2025,2.77,3.73,,3.36,,3.38,,3.47,,,,,,,,,,,,,,
,5/1/2025,3/30/2025,2.07,2.91,,2.88,,3.3,,3.52,,,,,,,,,,,,,,
,2/27/2025,12/31/2024,-2.95,3.89,4/9/2024,3.86,4/9/2024,3.86,4/9/2024,3.87,4/9/2024,,,,,,,,,,,,,
,10/31/2024,9/30/2024,2.36,3.49,,3.39,,3.39,,3.41,,,,,,,,,,,,,,
,8/1/2024,6/30/2024,1.69,3.42,,3.33,,3.33,,3.4,,,,,,,,,,,,,,
,5/2/2024,3/30/2024,0.33,3.21,,3.07,,3.07,,3.13,,,,,,,,,,,,,,
