CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
Non-GAAP,,12/31/2026,,0.16,11/9/2025,0.17,9/18/2025,0.17,8/16/2025,0.17,7/1/2025,0.17,5/18/2025,,,,,,,,,,,
Plots Adjusted,,9/30/2026,,0.26,,0.25,,0.25,,0.24,,0.24,,,,,,,,,,,,
,,6/30/2026,,0.3,,0.31,,0.31,,0.25,,0.25,,,,,,,,,,,,
,,3/30/2026,,0.18,,0.19,,0.19,,0.18,,0.18,,,,,,,,,,,,
,,12/31/2025,,0.1,,0.11,,0.11,,0.11,,0.11,,,,,,,,,,,,
,11/5/2025,9/30/2025,0.14,0.19,,0.17,,0.17,,0.17,,0.17,,,,,,,,,,,,
,8/6/2025,6/30/2025,0.2,0.26,,0.18,,0.18,,,,,,,,,,,,,,,,
,5/7/2025,3/30/2025,0.13,0.14,,,,,,,,,,,,,,,,,,,,
,2/12/2025,12/31/2024,0.03,0.07,,,,,,,,,,,,,,,,,,,,
,11/6/2024,9/30/2024,0.11,0.16,,,,,,,,,,,,,,,,,,,,
,8/7/2024,6/30/2024,0.12,0.19,,,,,,,,,,,,,,,,,,,,
,5/7/2024,3/30/2024,0.08,0.09,,,,,,,,,,,,,,,,,,,,
,2/21/2024,12/31/2023,-0.02,0.04,,,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,0.07,0.14,,,,,,,,,,,,,,,,,,,,
,8/8/2023,6/30/2023,0.05,0.13,,,,,,,,,,,,,,,,,,,,
,5/9/2023,3/30/2023,-0.07,-0.01,,,,,,,,,,,,,,,,,,,,
,2/22/2023,12/31/2022,-0.01,0.03,,,,,,,,,,,,,,,,,,,,
,11/9/2022,9/30/2022,0.03,0.09,,,,,,,,,,,,,,,,,,,,
,8/10/2022,6/30/2022,-0.02,0.05,,,,,,,,,,,,,,,,,,,,
,5/11/2022,3/31/2022,-0.1,-0.02,,,,,,,,,,,,,,,,,,,,
,3/1/2022,12/31/2021,-0.06,0.02,,,,,,,,,,,,,,,,,,,,
,11/10/2021,9/30/2021,-0.06,0.07,,,,,,,,,,,,,,,,,,,,
,,6/30/2021,-0.08,0.01,,,,,,,,,,,,,,,,,,,,
,,3/31/2021,-0.08,-0.01,,,,,,,,,,,,,,,,,,,,
