Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11
,12/31/2020,0.28,4/27/2020,0.3,3/16/2020,0.29,3/8/2020,0.29,,0.32,,
,9/30/2020,0.66,,0.71,,0.7,,0.7,,0.76,,
,6/30/2020,0.22,,0.38,,0.41,,0.41,,0.45,,0.41
,3/31/2020,0.46,,0.51,,0.63,,0.63,,0.67,,0.66
3/2/2020,12/31/2019,0.26,,0.25,,0.24,,0.22,,0.34,,0.23
11/5/2019,9/30/2019,0.66,,0.67,,0.7,,0.6,,0.66,,
8/5/2019,6/28/2019,0.39,,0.38,,0.37,,0.36,,0.38,,
5/6/2019,3/29/2019,0.596420342,,0.57,,0.53,,0.61,,,,
3/1/2019,12/31/2018,0.254780902,,0.2,,0.16,,0.17,,0.16,,
11/5/2018,9/28/2018,0.599550448,,0.58,,0.55,,,,,,
8/7/2018,6/29/2018,0.346109876,,0.27,,0.25,,,,,,
5/8/2018,3/29/2018,0.506188552,,0.49,,0.45,,,,,,
3/13/2018,12/29/2017,0.140225636,,0.11,,0.1,,0.16,,0.13,,0.14
11/8/2017,9/29/2017,0.545469064,,0.5,,0.57,,0.59,,0.56,,
8/7/2017,6/30/2017,0.215594131,,0.2,,0.22,,0.18,,,,
5/9/2017,3/31/2017,0.427881231,,0.37,,0.31,,0.32,,0.33,,
3/13/2017,12/30/2016,0.12574045,,0.12,,0.14,,0.13,,0.12,,0.16
11/8/2016,9/30/2016,0.520965,,0.5,,0.51,,0.5,,0.53,,0.48
8/6/2016,6/30/2016,0.187263151,,0.18,,0.16,,0.15,,0.18,,0.22
5/10/2016,3/31/2016,0.235789609,,0.31,,0.32,,0.33,,0.35,,
,12/31/2015,0.059726908,,0.07,,0.08,,0.12,,0.08,,
,9/30/2015,0.457264133,,0.4,,0.38,,0.37,,0.5,,
,6/30/2015,0.139872055,,0.17,,0.19,,0.26,,,,
,3/31/2015,0.322058445,,0.28,,0.31,,0.37,,0.05,,
,12/31/2014,0.106918644,,0.09,,0.05,,0.18,,0.16,,0.42
,9/30/2014,0.357828299,,0.36,,0.41,,0.38,,0.34,,0.21
,6/30/2014,0.196626863,,0.22,,0.24,,0.21,,0.31,,
,3/31/2014,0.286367442,,0.3,,0.38,,-0.14,,,,
,12/31/2013,-0.134756374,,-0.17,,-0.11,,0.08,,,,
,9/30/2013,0.253469309,,0.09,,0.09,,,,,,
,6/28/2013,0.123251381,,0.08,,0.12,,0.61,,,,
,3/28/2013,1.027522936,,0.6,,0.45,,0.42,,0.3,,0.18
,12/31/2012,3.237131158,,0.18,,0.15,,0.18,,0.29,,
,9/28/2012,0.32613862,,0.3,,,,,,,,
,6/29/2012,0.195776851,,,,,,,,,,
,3/30/2012,0.505018575,,,,,,,,,,
,12/30/2011,0.134202379,,,,,,,,,,
,9/30/2011,0.339859274,,,,,,,,,,
,6/30/2011,0.162664929,,,,,,,,,,
,3/31/2011,0.416498009,,,,,,,,,,
,12/31/2010,0.203855579,,,,,,,,,,
,9/30/2010,0.276403612,,,,,,,,,,
,6/30/2010,0.175796764,,,,,,,,,,
,3/31/2010,0.216235846,,,,,,,,,,
,12/31/2009,0.180970087,,,,,,,,,,
,9/30/2009,0.241543323,,,,,,,,,,
,6/30/2009,0.140566791,,,,,,,,,,
,3/31/2009,0.179937678,,,,,,,,,,
,12/31/2008,0.17,,,,,,,,,,
,9/30/2008,0.2,,,,,,,,,,
,6/30/2008,0.12,,,,,,,,,,
,3/31/2008,0.28,,,,,,,,,,
,12/31/2007,0.273333333,,,,,,,,,,
,9/28/2007,0.18,,,,,,,,,,
,6/29/2007,0.12,,,,,,,,,,
,3/30/2007,0.186666667,,,,,,,,,,
,12/29/2006,0.18,,,,,,,,,,
,9/29/2006,0.153333333,,,,,,,,,,
,6/30/2006,0.106666667,,,,,,,,,,
,3/31/2006,0.146666667,,,,,,,,,,
,12/30/2005,0.126666667,,,,,,,,,,
,9/30/2005,0.12,,,,,,,,,,
,6/30/2005,0.106666667,,,,,,,,,,
,3/31/2005,0.146666667,,,,,,,,,,
,12/31/2004,0.113333333,,,,,,,,,,
,9/30/2004,0.133333333,,,,,,,,,,
,6/30/2004,0.113333333,,,,,,,,,,
,3/31/2004,0.153333333,,,,,,,,,,
,12/31/2003,0.12,,,,,,,,,,
,9/30/2003,0.153333333,,,,,,,,,,
,6/30/2003,0.1,,,,,,,,,,
,3/31/2003,0.086666667,,,,,,,,,,
,12/31/2002,0.093333333,,,,,,,,,,
,9/30/2002,0.093333333,,,,,,,,,,
,6/28/2002,0.066666667,,,,,,,,,,
,3/28/2002,0.066666667,,,,,,,,,,
,12/31/2001,0.073333333,,,,,,,,,,
,9/28/2001,0.066666667,,,,,,,,,,
,6/29/2001,0.066666667,,,,,,,,,,
,3/30/2001,0.066666667,,,,,,,,,,
,12/29/2000,0.071111111,,,,,,,,,,
,9/29/2000,0.057777778,,,,,,,,,,
,6/30/2000,0.053333333,,,,,,,,,,
,3/31/2000,0.048888889,,,,,,,,,,
,12/31/1999,0.05037037,,,,,,,,,,
,9/30/1999,0.044444444,,,,,,,,,,
,6/30/1999,0.041481481,,,,,,,,,,
,3/31/1999,0.044444444,,,,,,,,,,
,12/31/1998,0.041481481,,,,,,,,,,
,9/30/1998,0.035555556,,,,,,,,,,
,6/30/1998,0.038518519,,,,,,,,,,
,3/31/1998,0.041481481,,,,,,,,,,
,12/31/1997,0.047407407,,,,,,,,,,
,9/30/1997,0.053333333,,,,,,,,,,
,6/30/1997,0.035555556,,,,,,,,,,
,3/31/1997,0.011851852,,,,,,,,,,
,12/31/1996,0.035555556,,,,,,,,,,
,9/30/1996,0.044444444,,,,,,,,,,
,6/28/1996,0.038518519,,,,,,,,,,
,3/29/1996,0.053333333,,,,,,,,,,
,12/29/1995,0.106666667,,,,,,,,,,
,9/29/1995,0.059259259,,,,,,,,,,
,6/30/1995,0.047407407,,,,,,,,,,
,3/31/1995,0.047407407,,,,,,,,,,
,12/30/1994,0.071111111,,,,,,,,,,
,9/30/1994,0.065185185,,,,,,,,,,
,6/30/1994,0.038518519,,,,,,,,,,
