Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,1/29/2021,1.16,4/27/2020,1.45,3/17/2020,1.57,3/8/2020,1.57,,1.62,,1.63,,1.66
,10/30/2020,0.44,,0.78,,0.79,,0.79,,0.72,,0.74,,0.77
,7/31/2020,-0.23,,0.88,,0.89,,0.89,,0.88,,0.83,,
,4/30/2020,-0.84,,0.22,,0.26,,0.26,,0.28,,0.29,,0.26
3/3/2020,1/31/2020,1.23,,1.48,,1.51,,1.56,,1.6,,1.59,,
11/21/2019,10/31/2019,0.81,,0.64,,0.65,,0.67,,0.71,,0.75,,0.74
8/21/2019,8/2/2019,0.906169666,,0.75,,0.78,,0.95,,,,,,
5/21/2019,4/30/2019,0.2368758,,0.43,,0.55,,,,,,,,
2/28/2019,1/31/2019,1.484141233,,1.42,,1.47,,1.49,,1.32,,,,
11/15/2018,10/31/2018,0.38863109,,0.66,,0.65,,0.67,,0.64,,,,
8/16/2018,7/31/2018,0.951262478,,0.84,,0.69,,0.66,,,,,,
5/17/2018,4/30/2018,0.511163337,,0.43,,0.41,,0.4,,,,,,
3/1/2018,1/31/2018,0.89402013,,1.24,,1.23,,1.34,,,,,,
11/9/2017,10/27/2017,0.66943128,,0.63,,0.66,,0.77,,0.73,,,,
8/10/2017,7/28/2017,0.652818991,,0.64,,0.65,,0.76,,,,,,
5/11/2017,4/28/2017,0.372560615,,0.28,,0.27,,0.33,,0.35,,,,
2/23/2017,1/31/2017,1.143995447,,1.15,,1.17,,1.18,,1.42,,,,
11/10/2016,10/28/2016,-0.057670127,,0.52,,0.65,,0.57,,0.79,,,,
8/11/2016,7/29/2016,0.669336384,,0.56,,0.7,,0.94,,0.99,,,,
5/12/2016,4/29/2016,0.261809903,,0.46,,0.61,,0.74,,,,,,
,1/29/2016,0.996126176,,1.22,,1.25,,1.46,,,,,,
,10/30/2015,0.423418714,,0.72,,0.74,,0.72,,0.79,,0.78,,0.79
,7/31/2015,1.090439276,,0.9,,0.92,,1,,1.02,,1.01,,
,5/1/2015,0.65674705,,0.71,,0.77,,0.79,,0.78,,,,
,1/30/2015,1.3124035,,1.35,,1.48,,1.5,,0.73,,,,
,10/31/2014,0.72932717,,0.71,,0.72,,0.73,,0.78,,0.77,,0.94
,8/1/2014,0.949662688,,0.95,,0.94,,1,,1.01,,0.67,,
,5/2/2014,0.726517903,,0.68,,0.8,,1.33,,,,,,
,1/31/2014,1.368743616,,1.34,,1.35,,1.36,,0.66,,,,
,11/1/2013,0.69437405,,0.66,,0.88,,,,,,,,
,8/2/2013,0.92555332,,0.88,,0.87,,0.76,,,,,,
,5/3/2013,0.728643216,,0.76,,0.8,,1.34,,,,,,
,2/1/2013,1.403162055,,1.34,,1.33,,0.72,,,,,,
,10/26/2012,0.713238886,,0.72,,,,,,,,,,
,7/31/2012,0.747484427,,0.74,,,,,,,,,,
,4/27/2012,0.704824976,,,,,,,,,,,,
,1/27/2012,1.11163448,,,,,,,,,,,,
,10/28/2011,0.590697674,,,,,,,,,,,,
,7/29/2011,0.794371312,,,,,,,,,,,,
,4/29/2011,0.649350649,,,,,,,,,,,,
,1/31/2011,1.042696629,,,,,,,,,,,,
,10/29/2010,0.534111311,,,,,,,,,,,,
,7/30/2010,0.65529623,,,,,,,,,,,,
,4/30/2010,0.521582734,,,,,,,,,,,,
,1/29/2010,0.77,,,,,,,,,,,,
,10/30/2009,0.38,,,,,,,,,,,,
,7/31/2009,0.48,,,,,,,,,,,,
,4/30/2009,0.37,,,,,,,,,,,,
,1/30/2009,0.31,,,,,,,,,,,,
,10/31/2008,0.33,,,,,,,,,,,,
,7/31/2008,0.65,,,,,,,,,,,,
,4/30/2008,0.54,,,,,,,,,,,,
,1/31/2008,0.92,,,,,,,,,,,,
,10/31/2007,0.68,,,,,,,,,,,,
,7/31/2007,0.71,,,,,,,,,,,,
,4/30/2007,0.6,,,,,,,,,,,,
,1/31/2007,0.89,,,,,,,,,,,,
,10/31/2006,0.52,,,,,,,,,,,,
,7/31/2006,0.67,,,,,,,,,,,,
,4/28/2006,0.48,,,,,,,,,,,,
,1/31/2006,0.69,,,,,,,,,,,,
,10/31/2005,0.39,,,,,,,,,,,,
,7/29/2005,0.53,,,,,,,,,,,,
