CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,
N,,12/31/2026,,2.06,11/11/2025,2.09,9/19/2025,2.09,8/16/2025,2.1,6/26/2025,2.1,5/13/2025
,,9/30/2026,,2.05,,2.13,,2.13,,2.09,,2.09,
,,6/30/2026,,2.09,,2.08,,2.08,,2.09,,2.09,
,,3/30/2026,,2.07,,2.08,,2.09,,2.12,,2.12,
,,12/31/2025,,1.73,12/20/2024,1.81,12/20/2024,1.83,12/20/2024,1.86,12/20/2024,1.87,12/20/2024
,11/7/2025,9/30/2025,1.84,1.84,,1.8,,1.82,,1.88,,1.89,
,8/6/2025,6/30/2025,1.91,2,,1.97,,1.97,,1.91,,,
,5/7/2025,3/30/2025,0.4,1.87,,1.81,,1.79,,1.8,,,
,2/6/2025,12/31/2024,1.73,1.73,3/17/2024,1.83,3/17/2024,1.85,3/17/2024,1.71,3/17/2024,,
,11/6/2024,9/30/2024,1.9,1.9,,1.65,,1.62,,1.65,,,
,8/6/2024,6/30/2024,1.72,1.72,,1.72,,1.73,,1.78,,,
,5/7/2024,3/30/2024,1.92,1.92,,1.84,,1.84,,1.95,,,
,1/31/2024,12/31/2023,1.84,2.09,,1.72,,1.59,,1.57,,,
,10/25/2023,9/30/2023,1.46,1.46,,1.64,,1.69,,1.73,,,
,7/20/2023,6/30/2023,1.59,1.59,,1.77,,1.83,,1.97,,,
,4/26/2023,3/30/2023,1.96,1.96,,1.97,,1.95,,1.93,,,
,1/25/2023,12/31/2022,1.58,1.58,,1.54,,1.55,,1.56,,,
,10/19/2022,9/30/2022,1.58,1.58,,1.53,,1.56,,1.63,,,
,7/20/2022,6/30/2022,1.78,1.78,,1.77,,1.77,,1.75,,,
,4/20/2022,3/31/2022,1.71,1.71,,1.75,,1.79,,1.76,,,
,1/26/2022,12/31/2021,1.37,1.37,,1.66,,1.66,,1.67,,,
,10/20/2021,9/30/2021,1.52,1.52,,1.6,,1.63,,1.67,,,
,7/21/2021,6/30/2021,1.77,1.77,,1.87,,1.97,,2.13,,,
