CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,1/31/2026,,0.79,1/13/2025,0.89,12/5/2024,0.93,11/19/2024,0.96,10/8/2024,0.95,8/30/2024,0.89,7/11/2024,0.91,5/31/2024,0.76,5/17/2024,0.76,4/14/2024,0.71,3/9/2024,0.55,2/18/2024,0.57,1/11/2024,0.56,12/3/2023,0.53,11/16/2023,0.55,10/3/2023,0.55,8/25/2023,0.84,8/7/2023,0.84,6/27/2023,1.02,5/19/2023,,5/17/2023,0.84,,0.77,,1.0675,,
,,10/31/2025,,0.43,,0.48,,0.66,,0.6,,0.68,,0.82,,0.78,,0.66,,0.66,,0.65,,0.58,,0.6,,0.59,,0.54,,0.55,,0.58,,0.92,,0.93,,1.18,,,,1.22,,1.17,,1.23,,1.0675
,,7/31/2025,,0.16,,0.16,,0.17,,0.17,,0.17,,0.16,,0.21,,-0.01,,-0.01,,0.06,,0.21,,0.22,,0.22,,0.29,,0.29,,0.29,,0.3,,0.3,,0.78,,,,0.9,,1,,0.96,,1.0675
,,4/28/2025,,0.41,,0.42,,0.44,,0.45,,0.45,,0.46,,0.43,,0.13,,0.13,,0.26,,0.64,,0.66,,0.67,,0.75,,0.77,,0.8,,0.89,,0.91,,0.98,,,,1.22,,1.18,,1.22,,1.0675
,,1/31/2025,,0.72,5/17/2024,0.82,5/17/2024,0.94,5/17/2024,0.93,5/17/2024,0.88,5/17/2024,0.75,5/17/2024,0.76,5/17/2024,0.76,5/17/2024,0.76,4/14/2024,0.71,3/9/2024,0.55,2/18/2024,0.57,1/11/2024,0.56,12/3/2023,0.53,11/16/2023,0.55,10/3/2023,0.55,8/25/2023,0.84,8/7/2023,0.84,6/27/2023,1.02,5/19/2023,,5/17/2023,0.84,,0.77,,1.0675,,
,12/4/2024,10/31/2024,-0.34,0.33,,0.42,,0.42,,0.5,,0.66,,0.65,,0.66,,0.66,,0.65,,0.58,,0.6,,0.59,,0.54,,0.55,,0.58,,0.92,,0.93,,1.18,,,,1.22,,1.17,,1.23,,1.0675,,
,8/28/2024,7/31/2024,-0.13,-0.05,,-0.07,,-0.05,,-0.01,,-0.01,,0.06,,0.21,,0.22,,0.22,,0.29,,0.29,,0.29,,0.3,,0.3,,0.78,,,,0.9,,1,,0.96,,1.0675,,,,,,,,
,5/30/2024,4/28/2024,0.09,0.22,,0.13,,0.13,,0.26,,0.64,,0.66,,0.67,,0.75,,0.77,,0.8,,0.89,,0.91,,0.98,,,,1.22,,1.18,,1.22,,1.0675,,,,,,,,,,,,
,3/6/2024,1/31/2024,-4.13,0.38,,0.32,,0.31,,0.31,,0.34,,0.35,,0.37,,0.66,,0.67,,1.07,,0.82,,0.84,,0.77,,1.0675,,,,,,,,,,,,,,,,,,,,
,11/29/2023,10/31/2023,0.3,0.3,,0.23,,0.25,,0.3,,0.63,,0.64,,1.01,,1.23,,1.22,,1.17,,1.23,,1.0675,,,,,,,,,,,,,,,,,,,,,,,,
